year,firm,lsales,lcapital,llabor,sk_labor,lmaterials,foreign,export,intangibles,ownership
2004,752,9.655603,7.559559,3.806663,0.0,9.425613,0.0,0,0,0
2005,752,10.23556,7.219642,3.912023,0.0,10.02522,0.0,0,0,0
2006,752,10.5317,7.296413,4.158883,0.0,10.31148,0.0,0,0,0
2004,753,9.128479,5.02388,2.70805,0.5333334,9.012012,0.0,0,0,0
2005,753,9.164401,6.586172,2.564949,0.5333334,8.787525,0.0,0,0,0
2006,753,9.36452,6.629363,2.639057,0.5333334,9.051462,0.0,0,0,0
2004,754,8.989819,8.180321,4.60517,0.05,8.596744,0.0,0,0,0
2005,754,8.761706,7.546446,4.158883,0.05,7.965546,0.0,0,0,0
2006,754,8.933533,7.546446,3.401197,0.05,8.073403,0.0,0,0,0
2004,755,8.602086,7.17549,4.624973,0.0882353,7.924434,0.0,0,0,0
2005,755,8.738575,7.174724,4.49981,0.0882353,8.282989,0.0,0,0,0
2006,755,8.869961,7.173192,4.488636,0.0882353,8.27614,0.0,0,0,0
2004,756,12.16206,10.00288,5.298317,0.125,11.9583,0.0,0,0,0
2005,756,12.85265,10.82828,5.278115,0.125,12.86863,0.0,0,0,0
2006,756,12.71568,10.83628,5.303305,0.125,12.61099,0.0,0,0,0
2004,757,9.261794,7.299798,3.637586,0.0263158,9.105868,0.0,0,0,0
2005,757,9.529667,7.451241,3.871201,0.0263158,9.156412,0.0,0,0,0
2006,757,9.500769,7.451241,4.060443,0.0263158,9.128805,0.0,0,0,0
2004,758,10.57331,7.94591,4.574711,0.0206186,10.37064,0.0,0,0,0
2005,758,10.83929,7.827241,4.584968,0.0206186,10.71775,0.0,0,0,0
2006,758,11.1013,8.137396,4.59512,0.0206186,10.93141,0.0,0,0,0
2004,759,12.40434,11.74731,6.50279,0.1724138,12.16668,0.0,1,1,0
2005,759,12.22871,11.72469,6.489205,0.1724138,11.73867,0.0,1,1,0
2006,759,12.03592,11.54407,6.43294,0.1724138,11.72599,0.0,1,1,0
2004,760,9.369308,6.712956,3.850147,0.0,8.576028,0.0,0,0,0
2005,760,9.23308,6.55108,3.850147,0.0,8.495357,0.0,0,0,0
2006,760,9.653358,8.061802,3.850147,0.0,8.922392,0.0,0,0,0
2004,761,11.50211,10.78829,4.744932,0.1391304,10.8424,0.0,0,0,0
2005,761,11.58014,10.74536,5.075174,0.1391304,11.01454,0.0,0,0,0
2006,761,11.56189,10.88129,5.056246,0.1391304,10.98834,0.0,0,0,0
2004,762,9.678091,7.114769,4.488636,0.0224719,9.230633,0.0,1,0,0
2005,762,9.786954,7.428927,4.454347,0.0224719,9.50911,0.0,0,0,0
2006,762,9.958922,7.68708,4.442651,0.0224719,9.551729,0.0,0,0,0
2004,763,8.652773,8.582981,4.330733,0.0789474,8.379539,0.0,0,0,0
2005,763,9.561983,8.925986,4.532599,0.0789474,9.223059,0.0,0,0,0
2006,763,9.457981,9.042986,4.465908,0.0789474,8.925188,0.0,0,0,0
2004,764,9.378394,8.236686,3.806663,0.0,8.8371,0.0,0,1,0
2005,764,9.539644,8.486734,3.091043,0.0,9.234056,0.0,0,1,0
2006,764,9.342684,8.83142,4.094345,0.0,8.91355,0.0,0,1,0
2004,765,10.2851,8.730206,4.174387,0.0,10.0136,0.0,0,1,0
2005,765,10.41622,8.803424,4.26268,0.0,9.928521,0.0,0,1,0
2006,765,10.64994,9.484633,4.454347,0.0,10.37705,0.0,0,0,0
2004,766,8.963673,7.099202,3.401197,0.1,8.837827,0.0,0,1,0
2005,766,9.030616,7.377759,3.401197,0.1,6.559615,0.0,0,1,0
2006,766,9.030855,7.415175,3.401197,0.1,6.575076,0.0,0,1,0
2004,767,8.821733,8.325306,4.234107,0.0869565,8.213111,0.0,0,0,0
2005,767,9.573455,8.61722,4.174387,0.0869565,9.047115,0.0,0,0,0
2006,767,10.10275,8.61722,4.158883,0.0869565,9.300273,0.0,0,0,0
2004,768,11.22336,10.01637,5.147494,0.0,11.06079,0.0,0,1,0
2005,768,11.09342,10.02469,5.117994,0.0,10.98411,0.0,0,1,0
2006,768,11.16689,10.011,5.049856,0.0,10.85673,0.0,0,1,0
2004,769,8.926517,6.961296,3.610918,0.0,8.624612,0.0,0,0,0
2005,769,9.284984,6.865891,3.610918,0.0,9.155779,0.0,0,0,0
2006,769,8.997643,6.926577,3.610918,0.0,8.868273,0.0,0,0,0
2004,770,10.77285,8.031711,5.283204,0.0101523,10.36275,0.0,0,0,0
2005,770,10.77858,8.66285,5.278115,0.0101523,10.38943,0.0,0,1,0
2006,770,10.73878,8.66285,4.584968,0.0101523,10.28807,0.0,1,0,0
2004,771,9.20029,5.780744,3.850147,0.0638298,8.616314,0.0,0,0,0
2005,771,9.840175,5.780744,3.806663,0.0638298,9.073604,0.0,0,0,0
2006,771,9.909321,5.877736,3.78419,0.0638298,9.647498,0.0,0,0,0
2004,772,11.49401,10.70668,6.278522,0.011257,10.98829,0.0,0,1,0
2005,772,11.56024,11.28351,5.899898,0.011257,11.12396,0.0,0,1,0
2006,772,11.57945,11.46709,6.278522,0.011257,11.0657,0.0,0,1,0
2004,773,8.683724,7.488853,3.218876,0.08,8.419801,0.0,1,1,0
2005,773,8.98907,7.740664,3.135494,0.08,8.46168,0.0,0,1,0
2006,773,9.993557,8.22121,3.332205,0.08,9.752839,0.0,0,1,0
2004,774,8.886132,7.995644,4.110874,0.0,8.349484,0.0,0,0,0
2005,774,8.90014,6.721426,4.043051,0.0,8.526153,0.0,0,0,0
2006,774,8.788746,6.721426,4.043051,0.0,8.209309,0.0,0,0,0
2004,775,10.28582,9.303831,4.990433,0.0,9.567945,0.0,0,1,0
2005,775,10.74721,10.03522,5.123964,0.0,10.03443,0.0,0,0,0
2006,775,10.74721,10.67297,5.288267,0.0,9.38118,0.0,0,0,0
2004,776,11.28283,9.438272,5.361292,0.0375587,10.86584,0.0,0,0,0
2005,776,11.53778,9.487972,5.361292,0.0375587,11.25537,0.0,0,0,0
2006,776,11.59822,9.655154,5.361292,0.0375587,11.1433,0.0,0,0,0
2004,777,9.149209,7.52564,3.555348,0.7142857,8.680841,0.0,0,0,0
2005,777,9.212937,8.142936,3.555348,0.7142857,8.745603,0.0,0,0,0
2006,777,9.336267,8.153925,3.555348,0.7142857,8.920389,0.0,0,0,0
2004,778,9.015541,8.42683,3.496508,0.0,8.43815,0.0,0,0,0
2005,778,9.433484,8.445697,3.555348,0.0,8.357963,0.0,0,0,0
2006,778,9.38656,8.445697,3.496508,0.0,9.023167,0.0,0,0,0
2004,779,9.09885,6.946976,2.70805,0.0,9.054622,0.0,0,0,0
2005,779,8.789508,6.898715,2.890372,0.0,8.516793,0.0,0,0,0
2006,779,8.722254,6.887553,1.791759,0.0,8.583543,0.0,0,0,0
2004,780,9.59533,8.149602,3.970292,0.0,9.111073,0.0,0,0,0
2005,780,9.81482,6.888573,4.043051,0.0,9.329101,0.0,0,0,0
2006,780,9.800403,6.888573,4.060443,0.0,9.633384,0.0,0,0,0
2004,781,10.66085,8.98231,4.553877,0.0421053,10.53617,0.0,1,1,0
2005,781,10.48626,9.421006,4.532599,0.0421053,10.19324,0.0,0,1,0
2006,781,10.70356,9.439386,4.382027,0.0421053,10.50449,0.0,0,1,0
2004,782,8.949625,7.367709,3.401197,0.2,7.949091,0.0,0,0,0
2005,782,9.2399,7.213768,3.401197,0.2,8.688285,0.0,0,0,0
2006,782,8.915969,7.265429,3.583519,0.2,7.8144,0.0,0,0,0
2004,783,10.3031,8.994421,5.192957,0.1666667,9.920836,0.0,0,0,0
2005,783,10.11666,7.070724,4.89784,0.1666667,9.938807,0.0,0,0,0
2006,783,10.858,8.991438,4.882802,0.1666667,10.60745,0.0,1,0,0
2004,784,13.5697,12.29241,6.898715,0.1634712,13.32863,0.0,0,0,0
2005,784,13.65077,13.27606,6.925595,0.1634712,13.37037,0.0,0,1,0
2006,784,13.55468,13.14284,6.94119,0.1634712,13.1598,0.0,0,1,0
2004,785,8.885717,6.609349,2.564949,0.2307692,8.778172,0.0,0,0,0
2005,785,9.349233,5.332719,2.833213,0.2307692,9.263692,0.0,0,0,0
2006,785,9.661098,6.380123,2.890372,0.2307692,9.514363,0.0,0,0,0
2004,786,8.985946,6.142037,4.356709,0.0769231,8.074961,0.0,0,1,0
2005,786,8.779712,6.257668,4.077538,0.0769231,8.02388,0.0,0,1,0
2006,786,8.45084,6.549651,4.127134,0.0769231,7.632885,0.0,0,1,0
2004,787,8.784009,7.993282,3.637586,0.1052632,8.43988,0.0,0,1,0
2005,787,8.468003,8.511175,3.610918,0.1052632,8.104704,0.0,0,0,0
2006,787,8.717682,8.868554,3.610918,0.1052632,8.258163,0.0,0,0,0
2004,788,10.55862,8.533657,4.356709,0.025641,9.68558,0.0,0,0,0
2005,788,9.857234,8.761706,4.356709,0.025641,9.666752,0.0,0,0,0
2006,788,9.25913,8.802672,4.356709,0.025641,8.735043,0.0,0,0,0
2004,789,9.705708,8.545197,3.135494,0.4782609,9.213037,0.0,0,0,0
2005,789,9.921917,8.538563,3.135494,0.4782609,9.367344,0.0,0,0,0
2006,789,9.954893,8.5413,3.044523,0.4782609,9.530901,0.0,0,0,0
2004,790,9.299267,7.858254,4.70048,0.3,8.99826,0.0,0,1,0
2005,790,9.272094,7.869784,4.553877,0.3,8.679822,0.0,0,0,0
2006,790,9.143987,7.906916,4.510859,0.3,8.761237,0.0,0,0,0
2004,791,10.80675,10.55821,5.416101,0.2711111,10.08331,0.0,0,1,0
2005,791,10.31464,10.77989,5.370638,0.2711111,9.510593,0.0,0,1,0
2006,791,10.34003,11.07773,5.135798,0.2711111,9.402448,0.0,0,1,0
2004,792,8.612503,7.248504,3.78419,0.0227273,8.122372,0.0,0,0,0
2005,792,8.794825,7.367709,3.688879,0.0227273,8.435983,0.0,0,0,0
2006,792,9.011889,7.46164,3.806663,0.0227273,8.636397,0.0,0,0,0
2004,793,9.075894,7.541152,4.043051,0.0526316,8.779557,0.0,0,0,0
2005,793,9.030616,7.541152,4.043051,0.0526316,8.672315,0.0,0,0,0
2006,793,9.365633,7.541152,4.060443,0.0526316,8.887515,0.0,0,0,0
2004,794,9.55244,8.125631,4.248495,0.0428571,9.109193,0.0,0,0,0
2005,794,9.663834,8.125631,4.174387,0.0428571,9.154616,0.0,0,0,0
2006,794,9.648918,8.125631,4.094345,0.0428571,9.163144,0.0,0,0,0
2004,795,9.406154,7.892078,4.248495,0.0571429,9.133135,0.0,0,0,0
2005,795,9.527702,7.923348,4.26268,0.0571429,9.140776,0.0,0,0,0
2006,795,9.577065,7.968319,4.26268,0.0571429,9.207437,0.0,0,0,0
2004,796,8.889997,6.517671,4.70048,0.0454545,8.625868,0.0,0,0,0
2005,796,8.92439,7.313221,4.219508,0.0454545,8.52932,0.0,0,0,0
2006,796,9.077951,7.337588,4.234107,0.0454545,8.671115,0.0,0,0,0
2004,797,10.1007,7.751475,4.976734,0.0206897,9.548739,0.0,0,0,0
2005,797,10.10643,7.751475,4.976734,0.0206897,9.590966,0.0,0,0,0
2006,797,9.47501,7.751475,4.976734,0.0206897,9.068777,0.0,0,0,0
2004,798,9.806756,7.824046,3.367296,0.0,9.531409,0.0,0,0,0
2005,798,9.811263,7.938446,3.295837,0.0,9.542375,0.0,0,0,0
2006,798,10.4801,8.133588,3.295837,0.0,10.36725,0.0,0,0,0
2004,799,9.006509,6.887553,3.218876,0.0,8.468843,0.0,0,0,0
2005,799,8.92864,7.937375,3.218876,0.0,8.493105,0.0,0,0,0
2006,799,8.906936,8.296547,3.135494,0.0,8.521185,0.0,0,0,0
2004,800,10.63463,9.291459,4.85203,0.0625,10.3553,0.0,0,0,1
2005,800,10.55818,9.291459,4.820282,0.0625,10.32469,0.0,0,0,1
2006,800,10.25481,9.291828,4.488636,0.0625,9.969088,0.0,0,0,1
2004,801,12.47502,10.3409,6.526495,0.102489,12.29959,0.0,0,0,0
2005,801,12.26701,10.38841,6.50129,0.102489,12.06784,0.0,0,0,0
2006,801,12.06086,10.40985,6.44572,0.102489,11.77755,0.0,0,0,0
2004,802,10.7851,9.700024,5.921578,0.0321716,9.807142,0.0,1,0,0
2005,802,10.72245,9.455637,5.921578,0.0321716,9.823091,0.0,0,0,0
2006,802,10.85178,9.460476,5.866468,0.0321716,9.75771,0.0,0,0,0
2004,803,10.98037,10.11103,4.394449,0.8518519,9.524786,0.0,0,1,0
2005,803,8.548692,10.85854,5.673323,0.8518519,7.906916,0.0,0,1,0
2006,803,8.557759,10.76699,5.662961,0.8518519,6.565265,0.0,0,1,0
2004,804,8.838262,7.618251,3.663562,0.0,7.91972,0.0,0,0,0
2005,804,8.711443,7.518064,3.526361,0.0,7.591357,0.0,0,0,0
2006,804,8.922658,7.857481,4.276666,0.0,7.96137,0.0,0,0,0
2004,805,8.8871,6.021023,2.70805,0.2666667,8.585412,0.0,1,1,1
2005,805,8.909506,5.991465,2.70805,0.2666667,8.4472,0.0,0,1,1
2006,805,9.263312,4.510859,2.484907,0.2666667,8.940368,0.0,0,1,1
2004,806,9.664786,7.899525,3.850147,0.3191489,9.138308,0.0,0,0,0
2005,806,9.458762,7.388946,3.850147,0.3191489,8.797398,0.0,0,0,0
2006,806,8.895493,7.711549,3.850147,0.3191489,8.540128,0.0,0,0,0
2004,807,8.882114,7.085901,3.332205,0.0,8.685585,0.0,1,0,0
2005,807,8.886685,7.247081,3.218876,0.0,8.72875,0.0,0,0,0
2006,807,9.039552,7.374002,3.295837,0.0,8.895493,0.0,0,0,0
2004,808,8.948976,8.602636,4.110874,0.0163934,8.071218,0.0,0,0,0
2005,808,9.550378,8.780787,4.094345,0.0163934,9.247636,0.0,0,0,0
2006,808,8.865735,8.478453,4.094345,0.0163934,8.240649,0.0,0,0,0
2004,809,8.615589,7.528869,3.78419,0.0,8.236686,0.0,0,1,0
2005,809,8.823206,7.762596,3.78419,0.0,8.109526,0.0,0,0,0
2006,809,9.137016,7.762596,3.688879,0.0,8.78309,0.0,0,0,0
2004,810,8.802372,7.523481,3.931826,0.0,8.256348,0.0,0,0,0
2005,810,8.853665,7.779048,3.931826,0.0,8.396832,0.0,0,0,0
2006,810,8.935904,7.779048,3.912023,0.0,8.392083,0.0,0,0,0
2004,811,9.446361,8.356085,3.688879,0.05,9.022202,0.0,0,0,0
2005,811,9.642642,8.763428,3.610918,0.05,9.233275,0.0,0,0,0
2006,811,9.597642,8.742893,3.555348,0.05,9.069007,0.0,0,0,0
2004,812,10.10324,9.602383,4.330733,0.0,9.836974,0.0,0,0,0
2005,812,11.5058,9.581903,4.330733,0.0,11.41259,0.0,0,0,0
2006,812,11.58471,9.786954,4.510859,0.0,11.42083,0.0,0,0,0
2004,813,9.037177,7.235619,3.218876,0.0,8.776938,0.0,0,0,0
2005,813,9.006999,7.366445,2.944439,0.0,8.690474,0.0,0,0,0
2006,813,8.903815,7.750615,3.135494,0.0,8.647344,0.0,0,0,0
2004,814,11.23293,10.61859,5.509388,0.2388664,10.47118,0.0,0,0,0
2005,814,10.67211,10.58636,5.411646,0.2388664,10.30688,0.0,0,0,0
2006,814,10.69964,10.67332,5.429346,0.2388664,10.14191,0.0,0,0,0
2004,815,10.60906,9.151757,4.49981,0.0333333,10.15066,0.0,1,0,0
2005,815,10.68739,9.100079,4.49981,0.0333333,10.2311,0.0,0,0,0
2006,815,10.7579,8.486734,4.553877,0.0333333,10.1774,0.0,0,1,0
2004,816,9.876014,8.41516,3.828641,0.0652174,9.754175,0.0,0,1,0
2005,816,9.844427,8.41516,3.637586,0.0652174,9.694,0.0,0,1,0
2006,816,9.595263,8.232174,3.295837,0.0652174,9.330166,0.0,0,1,0
2004,817,10.04325,9.521129,5.192957,0.05,9.683028,0.0,1,0,0
2005,817,10.25766,9.693507,4.867535,0.05,10.0114,0.0,1,0,0
2006,817,10.12262,9.823903,4.890349,0.05,9.671177,0.0,1,0,0
2004,818,12.46882,10.64065,5.857933,0.3714286,11.57813,1.0,0,0,0
2005,818,12.32132,10.7579,5.908083,0.3714286,12.00738,0.0,0,0,0
2006,818,12.83174,10.91509,5.908083,0.3714286,12.30777,0.0,0,0,0
2004,819,11.1462,7.591357,3.401197,0.0333333,10.76054,0.0,0,0,0
2005,819,10.91529,7.917172,3.401197,0.0333333,10.02805,0.0,0,0,0
2006,819,10.90154,7.917172,3.401197,0.0333333,10.38329,0.0,0,0,0
2004,820,11.07877,9.197255,4.727388,0.0707965,10.84478,0.0,1,1,0
2005,820,11.18204,9.131947,3.433987,0.0707965,11.10012,0.0,1,1,0
2006,820,11.28773,9.228475,4.077538,0.0707965,11.10556,0.0,1,1,0
2004,821,8.695507,8.137689,3.806663,0.1111111,8.595264,0.0,0,0,0
2005,821,8.98143,7.731492,3.806663,0.1111111,8.405368,0.0,0,0,0
2006,821,9.170976,7.727535,3.806663,0.1111111,8.307459,0.0,0,0,0
2004,822,11.06804,10.78763,5.552959,0.1162791,10.63814,0.0,0,1,0
2005,822,11.4425,10.7785,5.552959,0.1162791,11.00596,0.0,0,1,0
2006,822,11.46117,10.7972,5.659482,0.1162791,11.01184,0.0,0,1,0
2004,823,10.82224,9.736724,5.31812,0.0196078,10.6958,0.0,0,1,0
2005,823,10.7823,9.619067,4.941642,0.0196078,10.38418,0.0,0,1,0
2006,823,10.90998,9.834298,5.030438,0.0196078,10.83595,0.0,0,0,0
2004,824,10.57472,8.696677,4.867535,0.0,10.30765,0.0,0,0,0
2005,824,10.48936,8.696677,4.836282,0.0,9.731571,0.0,0,0,0
2006,824,10.45317,8.696677,4.836282,0.0,9.922113,0.0,0,0,0
2004,825,9.564583,7.118826,2.70805,0.0,9.224243,0.0,0,0,0
2005,825,9.961757,6.115892,3.912023,0.0,9.690603,0.0,0,0,0
2006,825,10.21064,7.090077,3.951244,0.0,9.87858,0.0,0,0,0
2004,826,9.766235,5.916202,4.094345,0.0333333,9.002086,0.0,0,0,0
2005,826,9.949273,5.916202,4.158883,0.0333333,9.703022,0.0,0,0,0
2006,826,9.74771,6.60123,4.094345,0.0333333,9.497772,0.0,0,0,0
2004,827,9.447466,9.225721,4.787492,0.0083333,8.880725,0.0,0,0,0
2005,827,9.614071,9.225721,4.736198,0.0083333,8.921457,0.0,0,0,0
2006,827,9.558671,8.93406,4.564348,0.0083333,9.003193,0.0,0,0,0
2004,828,8.597298,7.695758,3.912023,0.0,8.331827,0.0,0,0,0
2005,828,8.771525,7.618251,3.850147,0.0,8.635154,0.0,0,0,0
2006,828,8.823501,7.618251,3.637586,0.0,8.60557,0.0,0,0,0
2004,829,8.663024,5.897154,2.484907,0.0,8.588211,0.0,0,0,0
2005,829,9.030376,6.476973,2.70805,0.0,8.695842,0.0,0,0,0
2006,829,9.222466,4.060443,2.70805,0.0,9.056023,0.0,0,0,0
2004,830,8.521384,8.775858,5.402678,0.009009,7.537962,0.0,0,0,0
2005,830,9.135725,9.077951,5.337538,0.009009,8.257904,0.0,0,0,0
2006,830,8.970178,9.163459,4.919981,0.009009,7.107426,0.0,0,0,0
2004,831,9.433804,10.01216,5.123964,0.0654762,8.998384,0.0,0,1,0
2005,831,9.518192,10.04325,4.997212,0.0654762,7.309212,0.0,0,1,0
2006,831,9.656819,10.05788,4.983607,0.0654762,8.997766,0.0,0,1,0
2004,832,10.89149,8.79179,4.787492,0.0,10.81436,0.0,0,0,0
2005,832,11.02614,9.033604,4.787492,0.0,10.96022,0.0,0,0,0
2006,832,11.0846,9.239511,4.882802,0.0,10.8931,0.0,0,0,0
2004,833,9.40187,8.369389,3.610918,0.1891892,8.988321,0.0,0,0,0
2005,833,10.00816,7.508239,3.688879,0.1891892,7.094235,0.0,0,1,0
2006,833,10.11225,7.612831,3.663562,0.1891892,10.03316,0.0,0,0,0
2004,834,9.892982,7.734996,4.521789,0.2391304,9.155039,0.0,0,0,0
2005,834,9.401704,7.582229,4.60517,0.2391304,8.931816,0.0,0,0,0
2006,834,9.343822,8.598405,4.382027,0.2391304,8.79255,0.0,0,0,0
2004,835,9.700147,10.03469,5.347107,0.0761905,8.991811,0.0,0,0,0
2005,835,10.2142,10.15887,5.241747,0.0761905,9.531917,0.0,0,0,0
2006,835,10.28127,10.30189,5.347107,0.0761905,9.967495,0.0,0,0,0
2004,836,9.277064,7.495542,3.912023,0.0,8.563695,0.0,0,0,0
2005,836,9.629708,7.313221,4.382027,0.0,8.724532,0.0,0,0,0
2006,836,9.350971,7.600903,3.912023,0.0,8.560253,0.0,0,0,0
2004,837,9.434763,8.167068,3.526361,0.0,9.08591,0.0,0,0,0
2005,837,9.399389,8.300032,3.401197,0.0,9.268231,0.0,0,0,0
2006,837,9.586582,8.473451,3.332205,0.0,9.42835,0.0,0,0,0
2004,838,8.893023,8.599326,4.787492,0.1416667,8.015657,0.0,0,0,0
2005,838,9.134215,8.779557,4.663439,0.1416667,8.053251,0.0,0,0,0
2006,838,8.738255,8.894258,4.890349,0.1416667,8.140607,0.0,0,0,0
2004,839,9.305832,7.617268,3.713572,0.0,8.92439,0.0,0,0,0
2005,839,9.174091,7.674153,3.713572,0.0,8.470311,0.0,0,0,0
2006,839,9.556127,8.121778,3.713572,0.0,8.269757,0.0,0,0,0
2004,840,10.34509,9.308646,4.317488,0.0133333,10.06989,0.0,0,0,0
2005,840,10.46282,9.308646,4.317488,0.0133333,10.08847,0.0,0,0,0
2006,840,10.8866,8.924257,4.317488,0.0133333,10.5912,0.0,0,0,0
2004,841,9.281358,8.442039,3.401197,0.0,8.921591,0.0,0,1,0
2005,841,9.216919,8.442039,3.401197,0.0,8.923458,0.0,0,1,0
2006,841,9.249081,7.968319,3.526361,0.0,6.817831,0.0,0,0,0
2004,842,9.795735,6.734591,4.343805,0.1298701,9.252921,0.0,0,0,0
2005,842,9.915812,6.781058,3.89182,0.1298701,9.638285,0.0,0,0,0
2006,842,10.16269,7.159292,4.094345,0.1298701,9.955368,0.0,0,0,0
2004,843,9.917046,9.827416,4.867535,0.1230769,9.480825,0.0,0,1,0
2005,843,10.85933,9.90723,5.062595,0.1230769,10.42946,0.0,0,0,0
2006,843,10.88929,9.919902,5.087596,0.1230769,10.37726,0.0,0,0,0
2004,844,8.963288,6.09131,3.610918,0.0,8.49964,0.0,0,0,0
2005,844,8.987197,6.086775,3.610918,0.0,8.623713,0.0,0,0,0
2006,844,9.10498,6.142037,3.610918,0.0,8.432071,0.0,0,0,0
2004,845,9.620527,6.697034,3.433987,0.0322581,9.468774,0.0,0,0,0
2005,845,9.611329,6.60665,3.610918,0.0322581,9.46831,0.0,0,0,0
2006,845,10.04633,7.004882,3.78419,0.0322581,9.69326,0.0,0,0,0
2004,846,9.774801,6.523562,3.465736,0.0625,9.551089,0.0,0,1,0
2005,846,9.861884,6.527958,3.465736,0.0625,9.383873,0.0,0,0,0
2006,846,9.946164,7.760467,3.465736,0.0625,9.383033,0.0,0,0,0
2004,847,10.09712,9.838469,5.501258,0.044898,9.11504,0.0,1,1,0
2005,847,10.08564,10.49853,5.46806,0.044898,9.363404,0.0,0,1,0
2006,847,10.02393,10.135,5.463832,0.044898,9.211639,0.0,0,1,0
2004,848,11.2965,7.758334,4.49981,0.0777778,10.9997,0.0,0,0,0
2005,848,11.38378,7.763446,4.49981,0.0777778,11.05824,0.0,0,0,0
2006,848,11.64503,7.751905,4.49981,0.0777778,11.26635,0.0,0,0,0
2004,849,10.36659,8.333751,3.610918,0.0810811,10.32555,0.0,0,0,0
2005,849,10.03452,8.387768,3.610918,0.0810811,9.737256,0.0,0,0,0
2006,849,10.31228,8.34593,3.555348,0.0810811,9.951181,0.0,0,0,0
2004,850,10.07399,9.581903,5.198497,0.0055249,8.832295,0.0,0,1,0
2005,850,9.929837,9.769957,5.010635,0.0055249,9.034557,0.0,0,1,0
2006,850,10.09712,9.772809,5.01728,0.0055249,9.152923,0.0,0,0,0
2004,851,8.827321,6.914731,2.890372,0.0555556,8.330623,0.0,0,0,0
2005,851,9.222763,6.575076,2.944439,0.0555556,8.950792,0.0,0,0,0
2006,851,9.375092,6.575076,3.135494,0.0555556,9.066124,0.0,0,0,0
2004,852,11.95593,12.02081,6.765039,0.0276817,11.90424,0.0,0,1,0
2005,852,11.60353,12.01882,6.570883,0.0276817,11.40108,0.0,0,1,0
2006,852,11.02442,11.71971,5.998937,0.0276817,10.89249,0.0,0,1,0
2004,853,11.29765,6.870053,4.70048,0.1181818,10.93591,0.0,0,0,0
2005,853,11.3118,6.871091,4.70048,0.1181818,10.8302,0.0,0,0,0
2006,853,10.76069,6.774224,4.70048,0.1181818,9.804496,0.0,0,0,0
2004,854,9.568574,8.466742,2.564949,0.2307692,8.618304,0.0,0,1,0
2005,854,9.122492,8.551015,2.639057,0.2307692,8.749257,0.0,0,1,0
2006,854,9.372629,8.445268,2.639057,0.2307692,9.046527,0.0,0,1,0
2004,855,9.85849,9.306831,4.382027,0.0,9.390076,0.0,1,0,0
2005,855,9.599608,9.176991,4.382027,0.0,9.008469,0.0,0,0,0
2006,855,9.576371,9.176991,4.248495,0.0,8.780941,0.0,0,0,0
2004,856,11.21654,10.46282,5.739793,0.2572347,9.292105,0.0,0,1,0
2005,856,11.41641,10.50114,5.697093,0.2572347,9.47255,0.0,0,1,0
2006,856,11.42377,11.17657,5.655992,0.2572347,9.41426,0.0,0,1,0
2004,857,12.20497,12.0137,6.056784,0.0913349,11.90908,0.0,0,1,0
2005,857,12.11997,12.0137,6.037871,0.0913349,11.87868,0.0,0,1,0
2006,857,12.19754,11.62362,5.857933,0.0913349,11.99493,0.0,0,1,0
2004,858,12.02289,10.36278,5.926926,0.0266667,11.52461,0.0,0,0,0
2005,858,11.89722,10.02774,5.560682,0.0266667,11.67746,0.0,0,0,0
2006,858,11.86469,10.24934,5.459586,0.0266667,11.47535,0.0,0,0,0
2004,859,10.29836,7.408531,4.521789,0.3152174,9.452031,0.0,0,1,0
2005,859,10.7377,8.196712,4.65396,0.3152174,10.07933,0.0,0,0,0
2006,859,10.89472,8.196712,4.644391,0.3152174,10.19705,0.0,0,0,0
2004,860,13.06213,11.79692,6.887553,0.122449,12.50172,0.0,1,1,0
2005,860,13.24937,11.92286,6.869014,0.122449,12.7162,0.0,0,1,0
2006,860,13.24954,11.92667,6.865891,0.122449,12.84842,0.0,1,1,0
2004,861,13.22944,11.48709,7.099202,0.3938893,12.04602,0.6,0,1,1
2005,861,13.29642,11.48709,7.133296,0.3938893,12.3822,0.6,0,1,1
2006,861,13.24564,11.48709,7.101676,0.3938893,12.58177,0.6,0,1,1
2004,862,11.46568,10.63012,5.828946,0.1941177,10.96621,0.0,1,0,1
2005,862,11.84975,10.72569,6.086775,0.1941177,11.53204,0.5104583,1,0,1
2006,862,11.87214,10.74869,6.214608,0.1941177,11.1822,0.5099882,1,0,1
2004,863,11.15052,10.80669,5.267858,0.2680412,9.290998,0.0,0,1,0
2005,863,11.12888,10.76743,5.267858,0.2680412,9.213336,0.0,0,1,0
2006,863,11.28099,10.75407,5.267858,0.2680412,9.365547,0.0,0,1,0
2004,864,12.53573,12.013,6.608001,0.122807,12.1182,0.0,1,1,1
2005,864,12.36564,12.05527,6.507277,0.122807,12.20974,0.0,1,1,1
2006,864,12.6235,12.08397,6.35437,0.122807,12.06774,0.0,0,1,1
2004,865,12.27325,11.20865,6.931472,0.1103516,10.89979,0.0,0,0,0
2005,865,12.19413,11.2292,6.909753,0.1103516,11.04824,0.0,0,0,0
2006,865,12.63935,11.22904,6.884487,0.1103516,11.86312,0.0,0,0,0
2004,866,10.2091,9.859588,4.406719,0.5365854,9.629577,0.0,0,1,0
2005,866,10.43998,9.895959,4.465908,0.5365854,9.714746,0.0,0,1,0
2006,866,10.40426,9.97618,4.49981,0.5365854,9.781885,0.0,0,1,0
2004,867,11.00564,8.113127,4.219508,0.1764706,10.78971,0.0,0,0,0
