bin,d,share,share2,share3,share4,sharenext
-0.1225,0,-0.122299999,0.0149572898,-0.0018292765,0.0002237205,0.4186
-0.1625,0,-0.1629000008,0.0265364103,-0.0043227813,0.0007041811,0.6095
0.2175,1,0.2189999968,0.0479609986,0.0105034585,0.0023002574,0.5862
0.1825,1,0.1811999977,0.0328334392,0.0059494191,0.0010780347,0.6846
-0.0275,0,-0.0274,0.00075076,-2.05708e-05,5.636e-07,0.4135
-0.1725,0,-0.1730999947,0.0299636082,-0.0051867004,0.0008978178,0.2855
-0.2375,0,-0.236499995,0.0559322476,-0.0132279763,0.0031284163,0.3724
0.1425,1,0.1445000023,0.0208802507,0.0030171963,0.0004359849,0.5383
0.0775,1,0.076700002,0.0058828903,0.0004512177,3.46084e-05,0.7161
-0.1625,0,-0.1629000008,0.0265364103,-0.0043227813,0.0007041811,0.4233
-0.1525,0,-0.1533000022,0.0235008907,-0.0036026866,0.0005522919,0.3796
-0.2425,0,-0.240899995,0.0580328076,-0.0139801031,0.0033678068,0.2814
0.0025,1,0.0033,1.089e-05,3.59e-08,1e-10,0.683
0.1925,1,0.1938000023,0.0375584409,0.0072788259,0.0014106365,0.575
0.0725,1,0.0744000003,0.00553536,0.0004118308,3.06402e-05,0.5681
0.1375,1,0.1361999959,0.0185504389,0.0025265697,0.0003441188,0.7514
0.2175,1,0.2194000036,0.0481363616,0.0105611179,0.0023171093,0.5386
0.0775,1,0.0771000013,0.0059444102,0.000458314,3.5336e-05,0.4728
-0.0525,0,-0.0544999987,0.0029702499,-0.0001618786,8.8224e-06,0.3859
0.0525,1,0.0511999987,0.0026214399,0.0001342177,6.8719e-06,0.577
0.1525,1,0.1539999992,0.0237159997,0.0036522639,0.0005624486,0.772
0.1775,1,0.1762000024,0.0310464409,0.005470383,0.0009638815,0.5692
0.1375,1,0.1384000033,0.0191545609,0.0026509913,0.0003668972,0.6537
-0.1075,0,-0.1067999974,0.0114062394,-0.0012181863,0.0001301023,0.3811
-0.0275,0,-0.0287999995,0.00082944,-2.38879e-05,6.88e-07,0.4575
-0.0825,0,-0.0848999992,0.0072080099,-0.00061196,5.19554e-05,0.514
0.0275,1,0.0280000009,0.000784,2.1952e-05,6.147e-07,0.4797
-0.0875,0,-0.0895000026,0.0080102505,-0.0007169174,6.41641e-05,0.2906
-0.0575,0,-0.0599999987,0.0035999998,-0.000216,1.296e-05,0.5081
-0.1375,0,-0.1366000026,0.0186595607,-0.002548896,0.0003481792,0.3658
0.0925,1,0.0908000022,0.0082446404,0.0007486134,6.79741e-05,0.5903
0.1825,1,0.1805000007,0.0325802503,0.0058807352,0.0010614727,0.7355
-0.0875,0,-0.0878999978,0.0077264096,-0.0006791514,5.96974e-05,0.3911
-0.2175,0,-0.2178999931,0.047480407,-0.0103459804,0.002254389,0.3662
-0.0475,0,-0.0460000001,0.002116,-9.7336e-05,4.4775e-06,0.5127
0.0275,1,0.0252999999,0.00064009,1.61943e-05,4.097e-07,0.5933
-0.0575,0,-0.0573999994,0.0032947599,-0.0001891192,1.08554e-05,0.3725
-0.2275,0,-0.2264000028,0.0512569613,-0.0116045762,0.0026272761,0.3966
0.1925,1,0.1916999966,0.0367488887,0.0070447618,0.0013504808,0.5566
0.1125,1,0.1133000031,0.0128368907,0.0014544198,0.0001647858,0.5585
0.0675,1,0.0650999993,0.0042380099,0.0002758944,1.79607e-05,0.4712
-0.1775,0,-0.1765999943,0.031187558,-0.0055077226,0.0009726638,0.4284
-0.1425,0,-0.1430999935,0.0204776081,-0.0029303456,0.0004193324,0.483
-0.0225,0,-0.0249000005,0.00062001,-1.54383e-05,3.844e-07,0.3618
-0.1875,0,-0.1862999946,0.034707688,-0.0064660421,0.0012046236,0.443
0.0875,1,0.0886000022,0.0078499604,0.0006955065,6.16219e-05,0.5993
0.1975,1,0.1985999942,0.0394419577,0.0078331726,0.001555668,0.5837
0.0475,1,0.0496000014,0.0024601601,0.0001220239,6.0524e-06,0.4281
-0.1175,0,-0.1198000014,0.0143520403,-0.0017193745,0.0002059811,0.4737
-0.0525,0,-0.0527000017,0.0027772902,-0.0001463632,7.7133e-06,0.4404
0.2025,1,0.2048999965,0.0419840086,0.0086025232,0.001762657,0.7906
0.2275,1,0.2282000035,0.0520752416,0.0118835703,0.0027118308,0.5362
0.0725,1,0.072300002,0.0052272903,0.0003779331,2.73246e-05,0.5489
0.0975,1,0.0978000015,0.0095648403,0.0009354414,9.14862e-05,0.7077
0.1825,1,0.181099996,0.0327972085,0.0059395743,0.0010756569,0.5397
0.0775,1,0.079400003,0.0063043605,0.0005005662,3.9745e-05,0.5481
0.0975,1,0.0961000025,0.0092352105,0.0008875038,8.52891e-05,0.5398
-0.0425,0,-0.0412999988,0.0017056899,-7.0445e-05,2.9094e-06,0.4453
-0.1075,0,-0.1094999984,0.0119902496,-0.0013129323,0.0001437661,0.3982
0.1675,1,0.165199995,0.0272910384,0.0045084794,0.0007448008,0.8196
0.0775,1,0.0773999989,0.0059907598,0.0004636848,3.58892e-05,0.512
0.0675,1,0.0658000037,0.0043296405,0.0002848904,1.87458e-05,0.8039
-0.0625,0,-0.061999999,0.0038439999,-0.000238328,1.47763e-05,0.3804
0.2225,1,0.222299993,0.0494172869,0.0109854625,0.0024420682,0.7405
0.0025,1,0.0049999999,2.5e-05,1.25e-07,6e-10,0.5362
0.0725,1,0.0724000037,0.0052417605,0.0003795035,2.74761e-05,0.6369
0.1675,1,0.165199995,0.0272910384,0.0045084794,0.0007448008,0.7494
0.2075,1,0.2065999955,0.0426835581,0.0088184229,0.0018218861,0.51
0.0675,1,0.0658000037,0.0043296405,0.0002848904,1.87458e-05,0.7357
-0.0825,0,-0.0837000012,0.0070056902,-0.0005863763,4.90797e-05,0.3989
-0.1775,0,-0.1779000014,0.0316484105,-0.0056302523,0.0010016219,0.3849
0.0325,1,0.0337000005,0.00113569,3.82728e-05,1.2898e-06,0.4738
-0.0225,0,-0.0247000009,0.00061009,-1.50692e-05,3.722e-07,0.201
0.1325,1,0.1332000047,0.0177422413,0.0023632666,0.0003147871,0.4864
-0.0275,0,-0.0271000005,0.00073441,-1.99025e-05,5.394e-07,0.4468
-0.1075,0,-0.1064999998,0.0113422499,-0.0012079496,0.0001286466,0.3582
0.0875,1,0.0882000029,0.0077792405,0.000686129,6.05166e-05,0.7107
0.1775,1,0.1785999984,0.0318979594,0.0056969755,0.0010174798,0.5995
0.2025,1,0.2038999945,0.0415752078,0.0084771846,0.0017284979,0.7309
0.1625,1,0.1605000049,0.0257602516,0.0041345205,0.0006635906,0.4584
-0.2475,0,-0.2492000014,0.0621006407,-0.0154754797,0.0038564896,0.2785
-0.1725,0,-0.1737000048,0.0301716917,-0.005240823,0.000910331,0.2459
-0.1675,0,-0.1676000059,0.028089762,-0.0047078443,0.0007890347,0.3549
-0.1625,0,-0.1608999968,0.025888809,-0.0041655093,0.0006702304,0.0
-0.0925,0,-0.0935000032,0.0087422506,-0.0008174005,7.64269e-05,0.2115
-0.1225,0,-0.1247000024,0.0155500906,-0.0019390963,0.0002418053,0.0
0.1825,1,0.1835000068,0.0336722525,0.0061788586,0.0011338206,0.5374
0.0725,1,0.0749000013,0.0056100102,0.0004201898,3.14722e-05,1.0
-0.0925,0,-0.0921000019,0.0084824103,-0.00078123,7.19513e-05,0.3578
-0.1425,0,-0.1404999942,0.0197402484,-0.0027735048,0.0003896774,0.4567
0.0525,1,0.0524000004,0.00274576,0.0001438778,7.5392e-06,0.6748
0.0475,1,0.0487999991,0.0023814399,0.0001162143,5.6713e-06,0.5394
0.0775,1,0.0786999986,0.0061936898,0.0004874434,3.83618e-05,0.5739
0.1475,1,0.1479000002,0.0218744101,0.0032352253,0.0004784898,0.5302
-0.0675,0,-0.066399999,0.0044089599,-0.0002927549,1.94389e-05,0.4255
-0.1375,0,-0.137500003,0.0189062508,-0.0025996095,0.0003574463,0.3266
-0.1475,0,-0.1462000012,0.0213744404,-0.0031249432,0.0004568667,0.4118
-0.1675,0,-0.1670999974,0.0279224091,-0.0046658345,0.0007796609,0.4042
0.1975,1,0.1953999996,0.0381811599,0.0074605986,0.001457801,0.63
0.0675,1,0.0654999986,0.0042902498,0.0002810114,1.84062e-05,0.7055
0.1725,1,0.1746000051,0.0304851618,0.0053227094,0.0009293451,0.6538
0.1775,1,0.1796000004,0.0322561601,0.0057932064,0.0010404599,1.0
0.2175,1,0.2151000053,0.0462680123,0.0099522497,0.002140729,0.7238
0.1875,1,0.1870999932,0.0350064075,0.0065496986,0.0012254486,0.8169
-0.1325,0,-0.1333999932,0.0177955582,-0.0023739273,0.0003166819,0.3554
0.0125,1,0.0120999999,0.00014641,1.7716e-06,2.14e-08,0.5442
0.1275,1,0.1284999996,0.0165122499,0.0021218241,0.0002726544,0.5465
0.1675,1,0.1671999991,0.0279558397,0.0046742164,0.000781529,0.5061
0.0225,1,0.0220999997,0.00048841,1.07939e-05,2.385e-07,0.6612
-0.2175,0,-0.2155999988,0.0464833595,-0.0100218123,0.0021607027,0.333
0.0075,1,0.0055,3.025e-05,1.664e-07,9e-10,0.6067
0.2225,1,0.2221000046,0.049328412,0.0109558405,0.0024332922,0.6969
0.2475,1,0.2487999946,0.0619014373,0.0154010773,0.0038317879,1.0
0.0525,1,0.0527000017,0.0027772902,0.0001463632,7.7133e-06,0.4784
-0.0425,0,-0.0432000011,0.0018662401,-8.06216e-05,3.4829e-06,0.3679
-0.2275,0,-0.2256000042,0.0508953619,-0.0114819939,0.0025903379,0.3714
0.1575,1,0.1559000015,0.0243048105,0.00378912,0.0005907238,0.611
0.2375,1,0.2383999974,0.0568345587,0.0135493587,0.0032301671,0.7875
0.1475,1,0.1450999975,0.0210540093,0.0030549367,0.0004432713,0.5174
0.0525,1,0.0542000011,0.0029376401,0.0001592201,8.6297e-06,0.4971
-0.0075,0,-0.0059000002,3.481e-05,-2.054e-07,1.2e-09,0.4541
-0.0925,0,-0.0917999968,0.0084272394,-0.0007736206,7.10184e-05,0.3969
-0.2275,0,-0.2285999954,0.0522579579,-0.0119461689,0.0027308942,0.2909
0.0775,1,0.0772999972,0.0059752896,0.0004618899,3.57041e-05,0.6153
0.1925,1,0.1934999973,0.0374422489,0.0072450751,0.001401922,0.5804
0.1625,1,0.1606999934,0.0258244879,0.004149995,0.0006669042,0.6341
0.0875,1,0.0885000005,0.0078322501,0.0006931541,6.13441e-05,1.0
0.0925,1,0.0934000015,0.0087235603,0.0008147805,7.61005e-05,0.5435
0.0975,1,0.0996000022,0.0099201604,0.000988048,9.84096e-05,0.5237
0.0475,1,0.0474000014,0.0022467601,0.0001064964,5.0479e-06,0.6265
0.2075,1,0.2067999989,0.0427662395,0.0088440583,0.0018289512,0.6153
0.2325,1,0.2305999994,0.0531763597,0.0122624685,0.0028277252,0.6267
0.1075,1,0.1064999998,0.0113422499,0.0012079496,0.0001286466,0.4405
0.1175,1,0.1194000021,0.0142563605,0.0017022095,0.0002032438,0.6947
0.1425,1,0.1421000063,0.0201924118,0.0028693418,0.0004077335,0.5441
0.1775,1,0.1772000045,0.0313998416,0.0055640521,0.0009859501,0.515
0.0275,1,0.0298999995,0.00089401,2.67309e-05,7.993e-07,0.5993
0.1975,1,0.1985999942,0.0394419577,0.0078331726,0.001555668,0.5978
0.2325,1,0.2324000001,0.05400976,0.0125518682,0.0029170542,0.6049
0.2075,1,0.2097000033,0.0439740914,0.0092213671,0.0019337207,0.6537
0.1825,1,0.1838999987,0.0338192095,0.0062193526,0.0011437389,0.4733
0.0625,1,0.0614,0.00376996,0.0002314755,1.42126e-05,0.5165
0.0025,1,0.0044999998,2.025e-05,9.11e-08,4e-10,0.4718
-0.0575,0,-0.056400001,0.0031809601,-0.0001794062,1.01185e-05,0.5148
0.0275,1,0.0296999998,0.00088209,2.61981e-05,7.781e-07,0.5317
0.2225,1,0.2241999954,0.0502656379,0.0112695558,0.0025266344,0.5972
0.1925,1,0.1943999976,0.0377913591,0.0073466401,0.0014281868,0.6423
0.0925,1,0.0900999978,0.0081180096,0.0007314326,6.59021e-05,1.0
0.2275,1,0.2259999961,0.0510759982,0.0115431754,0.0026087576,0.5195
0.2125,1,0.2135999948,0.0456249578,0.0097454907,0.0020816368,0.9984
0.1475,1,0.1480000019,0.0219040006,0.0032417921,0.0004797852,0.6608
0.1725,1,0.1741999984,0.0303456394,0.0052862103,0.0009208578,0.6058
-0.0625,0,-0.0626000017,0.0039187602,-0.0002453144,1.53567e-05,0.4507
-0.0975,0,-0.0987000018,0.0097416904,-0.0009615049,9.49005e-05,0.4075
-0.1825,0,-0.1849000007,0.0341880103,-0.0063213631,0.00116882,0.4077
-0.1075,0,-0.1055999994,0.0111513599,-0.0011775836,0.0001243528,0.3285
-0.0875,0,-0.0876000002,0.00767376,-0.0006722214,5.88866e-05,0.4069
-0.1675,0,-0.1665000021,0.0277222507,-0.0046157548,0.0007685232,0.2903
-0.1675,0,-0.1699000001,0.02886601,-0.0049043351,0.0008332465,0.3982
-0.2025,0,-0.2036000043,0.0414529618,-0.0084398232,0.001718348,0.3538
0.2425,1,0.2416000068,0.0583705633,0.0141023285,0.0034071227,0.6006
0.2025,1,0.2012999952,0.0405216881,0.0081570156,0.0016420072,0.609
0.2175,1,0.2179999948,0.0475239977,0.0103602313,0.0022585304,0.5575
0.1725,1,0.1746000051,0.0304851618,0.0053227094,0.0009293451,0.5958
0.1925,1,0.1915999949,0.036710558,0.0070337427,0.0013476651,0.7029
0.2375,1,0.2390999943,0.0571688073,0.0136690615,0.0032682725,0.5823
0.1875,1,0.1882999986,0.0354568895,0.0066765322,0.001257191,0.5254
0.0725,1,0.0710999966,0.0050552095,0.0003594254,2.55551e-05,0.5814
0.0275,1,0.0296999998,0.00088209,2.61981e-05,7.781e-07,0.4306
-0.1375,0,-0.1387999952,0.0192654387,-0.0026740428,0.0003711571,0.3664
-0.0225,0,-0.0219999999,0.000484,-1.0648e-05,2.343e-07,0.4747
0.0525,1,0.0518000014,0.0026832401,0.0001389918,7.1998e-06,0.8495
-0.1075,0,-0.1067000031,0.0113848907,-0.0012147679,0.0001296157,0.4825
-0.0025,0,-0.0038000001,1.444e-05,-5.49e-08,2e-10,0.349
-0.2425,0,-0.2422000021,0.058660841,-0.0142076558,0.0034410943,0.3322
-0.0275,0,-0.0272000004,0.00073984,-2.01236e-05,5.474e-07,0.3515
-0.1325,0,-0.1313000023,0.0172396906,-0.0022635714,0.0002972069,0.466
-0.0075,0,-0.0097000003,9.409e-05,-9.127e-07,8.9e-09,0.4366
0.1175,1,0.1150999963,0.0132480092,0.0015248458,0.0001755097,0.5778
0.1575,1,0.1554999948,0.0241802484,0.0037600285,0.0005846844,0.6666
0.1225,1,0.1206,0.01454436,0.0017540498,0.0002115384,0.4574
0.0425,1,0.0427000001,0.00182329,7.78545e-05,3.3244e-06,0.4524
0.1775,1,0.1764000058,0.0311169621,0.0054890323,0.0009682653,0.5322
0.0725,1,0.0705000013,0.0049702502,0.0003504026,2.47034e-05,0.6146
0.2425,1,0.2443999946,0.0597313574,0.0145983434,0.0035678351,0.5977
0.2025,1,0.2008000016,0.0403206407,0.0080963847,0.0016257541,0.5693
0.1675,1,0.1673000008,0.0279892903,0.0046826083,0.0007834004,0.6691
-0.0375,0,-0.0381999984,0.0014592399,-5.5743e-05,2.1294e-06,0.4198
-0.1075,0,-0.1062000021,0.0112784405,-0.0011977704,0.0001272032,0.4662
-0.0675,0,-0.0676999986,0.0045832898,-0.0003102887,2.10065e-05,0.5389
0.0825,1,0.0843999982,0.0071233597,0.0006012115,5.07423e-05,0.4239
0.0125,1,0.0129000004,0.00016641,2.1467e-06,2.77e-08,0.4709
-0.0475,0,-0.0458000004,0.00209764,-9.60719e-05,4.4001e-06,0.3715
0.0375,1,0.0388000011,0.0015054401,5.84111e-05,2.2663e-06,0.505
0.0075,1,0.0099999998,0.0001,1e-06,1e-08,0.5289
0.0575,1,0.0579000004,0.00335241,0.0001941045,1.12387e-05,0.5642
0.0775,1,0.076700002,0.0058828903,0.0004512177,3.46084e-05,0.5146
0.0275,1,0.0293000005,0.00085849,2.51538e-05,7.37e-07,0.6274
0.1375,1,0.1351000071,0.0182520119,0.0024658469,0.0003331359,0.5704
0.1875,1,0.1878000051,0.0352688419,0.0066234887,0.0012438912,0.4988
0.0125,1,0.0140000004,0.000196,2.744e-06,3.84e-08,0.4837
-0.0625,0,-0.0601000004,0.00361201,-0.0002170818,1.30466e-05,0.4977
-0.0025,0,-0.0046999999,2.209e-05,-1.038e-07,5e-10,0.4979
-0.0025,0,-0.0043000001,1.849e-05,-7.95e-08,3e-10,0.4795
0.0225,1,0.0230999999,0.00053361,1.23264e-05,2.847e-07,0.5171
0.0325,1,0.0342999995,0.00117649,4.03536e-05,1.3841e-06,0.5212
0.0425,1,0.0423999988,0.0017977599,7.6225e-05,3.2319e-06,0.6367
0.0425,1,0.0401999988,0.0016160399,6.49648e-05,2.6116e-06,0.4926
0.0025,1,0.0026,6.76e-06,1.76e-08,0.0,0.5489
-0.1525,0,-0.1517000049,0.0230128915,-0.0034910558,0.0005295932,0.5186
0.0375,1,0.0372000001,0.00138384,5.14788e-05,1.915e-06,0.7804
0.0375,1,0.0372000001,0.00138384,5.14788e-05,1.915e-06,0.573
0.0675,1,0.0697999969,0.0048720396,0.0003400683,2.37368e-05,0.6176
0.2375,1,0.2352000028,0.0553190413,0.0130110387,0.0030601963,0.6361
0.1725,1,0.1720999926,0.0296184075,0.0050973277,0.0008772501,0.5469
0.0925,1,0.0939000025,0.0088172105,0.0008279361,7.77432e-05,0.5508
-0.0425,0,-0.0410000011,0.0016810001,-6.8921e-05,2.8258e-06,0.3524
-0.1825,0,-0.1846999973,0.034114089,-0.0063008721,0.0011637711,0.3875
-0.2225,0,-0.224999994,0.0506249973,-0.0113906241,0.0025628904,0.295
-0.1825,0,-0.1809999943,0.0327609979,-0.0059297404,0.001073283,0.4066
-0.1925,0,-0.1923999935,0.0370177575,-0.0071222163,0.0013703144,0.3357
-0.2425,0,-0.2446999997,0.0598780898,-0.0146521686,0.0035853856,0.415
0.0625,1,0.0601000004,0.00361201,0.0002170818,1.30466e-05,0.4953
0.0975,1,0.0974999964,0.0095062493,0.0009268593,9.03688e-05,0.5513
0.1025,1,0.1026000008,0.0105267602,0.0010800456,0.0001108127,0.6242
0.2475,1,0.248300001,0.0616528905,0.0153084128,0.0038010789,0.6039
0.0325,1,0.0344000012,0.0011833601,4.07076e-05,1.4003e-06,0.4817
-0.0375,0,-0.0364999995,0.00133225,-4.86271e-05,1.7749e-06,0.4056
-0.1875,0,-0.1888000071,0.0356454427,-0.0067298598,0.0012705976,0.4183
-0.1675,0,-0.1653999984,0.0273571595,-0.0045248741,0.0007484142,0.4539
-0.0925,0,-0.0921000019,0.0084824103,-0.00078123,7.19513e-05,0.4008
-0.1975,0,-0.1985000074,0.0394022529,-0.0078213475,0.0015525375,0.4629
-0.1075,0,-0.1086999997,0.0118156899,-0.0012843655,0.0001396105,0.4755
-0.0225,0,-0.0242999997,0.00059049,-1.43489e-05,3.487e-07,0.4473
-0.0225,0,-0.0220999997,0.00048841,-1.07939e-05,2.385e-07,0.4287
-0.2175,0,-0.2167000026,0.0469588911,-0.0101759918,0.0022051375,0.4002
-0.1975,0,-0.1994999945,0.0398002478,-0.0079401492,0.0015840597,0.4498
-0.1025,0,-0.1004000008,0.0100801602,-0.0010120481,0.0001016096,0.5115
-0.0425,0,-0.0443999991,0.0019713599,-8.75284e-05,3.8863e-06,0.2968
-0.0875,0,-0.0870999992,0.0075864099,-0.0006607763,5.75536e-05,0.3158
-0.1125,0,-0.1130999997,0.0127916099,-0.0014467311,0.0001636253,0.4942
-0.0125,0,-0.0115999999,0.00013456,-1.5609e-06,1.81e-08,0.4269
-0.1475,0,-0.1460999995,0.0213452099,-0.0031185352,0.000455618,0.4118
0.0025,1,0.0008,6.4e-07,5e-10,0.0,0.5435
0.0875,1,0.0870999992,0.0075864099,0.0006607763,5.75536e-05,0.6338
0.1175,1,0.119599998,0.0143041595,0.0017107775,0.000204609,0.6205
0.2425,1,0.2409999967,0.0580809984,0.0139975204,0.0033734024,0.6949
0.0775,1,0.0780000016,0.0060840003,0.000474552,3.70151e-05,0.5083
0.0175,1,0.0165999997,0.00027556,4.5743e-06,7.59e-08,0.5362
0.0725,1,0.072300002,0.0052272903,0.0003779331,2.73246e-05,0.4952
0.0975,1,0.0957999974,0.0091776395,0.0008792178,8.42291e-05,0.6645
0.1475,1,0.1459999979,0.0213159994,0.0031121359,0.0004543718,0.6143
0.2325,1,0.2333000004,0.0544288902,0.0126982601,0.0029625041,0.6077
0.2175,1,0.2154999971,0.0464402488,0.0100078735,0.0021566967,0.6113
-0.0225,0,-0.0200999994,0.00040401,-8.1206e-06,1.632e-07,0.4479
-0.0125,0,-0.0122999996,0.00015129,-1.8609e-06,2.29e-08,0.5087
0.0175,1,0.0175000001,0.00030625,5.3594e-06,9.38e-08,0.6098
0.2175,1,0.2196999937,0.0482680872,0.0106044985,0.0023298082,0.491
-0.0825,0,-0.0820999965,0.0067404094,-0.0005533876,4.54331e-05,0.3982
-0.2025,0,-0.2035000026,0.0414122511,-0.0084273932,0.0017149745,0.3215
-0.0975,0,-0.0991000012,0.0098208102,-0.0009732423,9.64483e-05,0.4314
-0.1375,0,-0.1371999979,0.0188238394,-0.0025826307,0.0003543369,0.4094
-0.0675,0,-0.0693000033,0.0048024905,-0.0003328126,2.30639e-05,0.4448
-0.1125,0,-0.1105000004,0.0122102501,-0.0013492326,0.0001490902,0.3704
0.0625,1,0.0643000007,0.0041344901,0.0002658477,1.7094e-05,0.4315
-0.0925,0,-0.0926000029,0.0085747605,-0.0007940229,7.35265e-05,0.4436
0.1375,1,0.136800006,0.0187142417,0.0025601084,0.0003502228,0.5409
0.1025,1,0.1005000025,0.0101002505,0.0010150752,0.0001020151,0.6397
-0.0075,0,-0.0093999999,8.836e-05,-8.306e-07,7.8e-09,0.435
-0.0675,0,-0.0659999996,0.004356,-0.000287496,1.89747e-05,0.4924
-0.1675,0,-0.1683000028,0.0283248909,-0.0047670792,0.0008022994,0.4061
-0.1675,0,-0.1665000021,0.0277222507,-0.0046157548,0.0007685232,0.3401
-0.2325,0,-0.2328999937,0.054242407,-0.0126330563,0.0029422387,0.0
0.0125,1,0.0130000003,0.000169,2.197e-06,2.86e-08,0.5278
-0.0925,0,-0.0901999995,0.0081360399,-0.0007338708,6.61951e-05,0.5422
0.0825,1,0.0842999965,0.0071064894,0.000599077,5.05022e-05,0.6687
0.1925,1,0.1933999956,0.0374035583,0.007233848,0.0013990262,0.7705
0.1325,1,0.1333999932,0.0177955582,0.0023739273,0.0003166819,0.532
0.0625,1,0.064000003,0.0040960004,0.000262144,1.67772e-05,0.4664
-0.0625,0,-0.0621000007,0.0038564101,-0.0002394831,1.48719e-05,0.4079
-0.1875,0,-0.189199999,0.0357966396,-0.0067727242,0.0012813994,0.274
-0.0325,0,-0.0329000019,0.0010824101,-3.56113e-05,1.1716e-06,0.2978
-0.1925,0,-0.1949999928,0.0380249972,-0.0074148742,0.0014459004,0.419
0.1325,1,0.1333999932,0.0177955582,0.0023739273,0.0003166819,0.532
0.0625,1,0.064000003,0.0040960004,0.000262144,1.67772e-05,0.4908
-0.0125,0,-0.0140000004,0.000196,-2.744e-06,3.84e-08,0.5081
-0.1175,0,-0.1186999977,0.0140896894,-0.0016724461,0.0001985193,0.4207
0.2325,1,0.2307000011,0.0532224905,0.0122784286,0.0028326335,0.713
0.1675,1,0.1692000031,0.0286286411,0.0048439662,0.0008195991,0.5832
0.1675,1,0.1692000031,0.0286286411,0.0048439662,0.0008195991,0.5832
0.1675,1,0.1692000031,0.0286286411,0.0048439662,0.0008195991,0.5801
0.2375,1,0.2353000045,0.0553660921,0.0130276417,0.0030654042,0.5591
0.1175,1,0.1181999967,0.0139712392,0.0016514004,0.0001951955,0.4786
-0.0375,0,-0.0381000005,0.00145161,-5.53063e-05,2.1072e-06,0.458
0.1675,1,0.1692000031,0.0286286411,0.0048439662,0.0008195991,0.5832
0.1675,1,0.1692000031,0.0286286411,0.0048439662,0.0008195991,0.5832
0.1675,1,0.1692000031,0.0286286411,0.0048439662,0.0008195991,0.5863
0.0325,1,0.0315000005,0.00099225,3.12559e-05,9.846e-07,0.5049
0.0075,1,0.0097000003,9.409e-05,9.127e-07,8.9e-09,0.4786
-0.0375,0,-0.0381000005,0.00145161,-5.53063e-05,2.1072e-06,0.458
0.1825,1,0.1808000058,0.0326886421,0.0059101067,0.0010685473,0.5108
-0.0675,0,-0.0672999993,0.0045292899,-0.0003048212,2.05145e-05,0.3908
-0.2175,0,-0.2185000032,0.0477422514,-0.0104316821,0.0022793226,0.461
-0.0775,0,-0.0778999999,0.00606841,-0.0004727291,3.68256e-05,0.5003
-0.1175,0,-0.1194999963,0.0142802491,-0.0017064897,0.0002039255,0.335
0.1825,1,0.1835000068,0.0336722525,0.0061788586,0.0011338206,0.5104
0.0475,1,0.0485000014,0.0023522501,0.0001140841,5.5331e-06,0.479
-0.0325,0,-0.0311999992,0.0009734399,-3.03713e-05,9.476e-07,0.402
-0.1975,0,-0.1960999966,0.0384552087,-0.0075410663,0.0014788031,0.438
0.1475,1,0.1491000056,0.0222308117,0.0033146141,0.000494209,0.5341
-0.1425,0,-0.1432999969,0.0205348891,-0.0029426495,0.0004216817,0.4236
-0.1525,0,-0.152700007,0.0233172921,-0.0035605507,0.0005436961,0.5111
0.0225,1,0.0222999994,0.00049729,1.10896e-05,2.473e-07,0.5082
0.1525,1,0.1508000046,0.0227406414,0.0034292888,0.0005171368,0.3875
-0.2225,0,-0.224999994,0.0506249973,-0.0113906241,0.0025628904,0.6165
0.2325,1,0.2329999954,0.0542889978,0.0126493362,0.0029472953,0.4661
0.0275,1,0.0255999994,0.00065536,1.67772e-05,4.295e-07,0.4337
-0.1325,0,-0.1325999945,0.0175827586,-0.0023314737,0.0003091534,0.353
-0.0025,0,-0.0023000001,5.29e-06,-1.22e-08,0.0,0.5518
0.1125,1,0.1145000011,0.0131102502,0.0015011237,0.0001718787,0.574
0.1625,1,0.1633999944,0.0266995582,0.0043627077,0.0007128664,0.576
-0.0975,0,-0.0996999964,0.0099400893,-0.0009910269,9.88054e-05,0.4244
-0.1275,0,-0.1255999953,0.0157753588,-0.001981385,0.0002488619,0.4346
0.1925,1,0.191200003,0.0365574412,0.0069897829,0.0013364465,0.4727
-0.0375,0,-0.0386999995,0.00149769,-5.79606e-05,2.2431e-06,0.0
-0.0325,0,-0.0305000003,0.00093025,-2.83726e-05,8.654e-07,0.4551
-0.1225,0,-0.1237000003,0.0153016901,-0.0018928191,0.0002341417,0.4181
-0.1625,0,-0.1638000011,0.0268304404,-0.0043948262,0.0007198725,0.4642
-0.0725,0,-0.0715999976,0.0051265597,-0.0003670617,2.62816e-05,0.4771
0.0175,1,0.0159000009,0.00025281,4.0197e-06,6.39e-08,0.477
-0.0475,0,-0.0460000001,0.002116,-9.7336e-05,4.4775e-06,0.3726
0.0925,1,0.0939999968,0.0088359994,0.0008305839,7.80749e-05,0.5644
0.1275,1,0.1289000064,0.0166152117,0.0021417009,0.0002760653,0.4137
-0.1725,0,-0.1726000011,0.0297907604,-0.0051418853,0.0008874894,0.3143
-0.1175,0,-0.1193000004,0.0142324901,-0.0016979361,0.0002025638,0.4082
-0.1425,0,-0.1441999972,0.0207936392,-0.0029984427,0.0004323754,0.3869
-0.1825,0,-0.1817000061,0.0330148922,-0.0059988061,0.0010899831,0.4644
-0.0725,0,-0.0711999983,0.0050694398,-0.0003609441,2.56992e-05,0.5492
0.0975,1,0.0983999968,0.0096825594,0.0009527638,9.3752e-05,0.5163
-0.1825,0,-0.1817000061,0.0330148922,-0.0059988061,0.0010899831,0.3488
