instnm,unitid,year,private,aca,benstaff,carnegie,cf,city,core,crash,d1987,d1989,d1991,d1999,d2002,d2005,d2008,d2010,d2011,donor,fteex,ftef,ftenap,ftenap2,ftenpro,ftepro,ftestu,ftgrad,ftug,fwest,ga,glakes,hosp,invest,medical,neweng,oh,other,prof,ptf,ptnap,ptnap2,ptnpro,ptpro,ptstu,rev,rural,staffsal,staffsize,stem,tc,tt,ttnap,ttnap2
Tufts University,168148,1999,1,24.108,17.752,1,3.38,1,28.055,0,0,0,0,1,0,0,0,0,0,8.457,2.677,8.823,13.378,178.962,12.505,10.701,8.817,1.97,4.931,0,2.474,0,0.0,13.382,1,1,26.292,16.83,0,1.565,0.595,0.354,0.857,1.735,1.916,53.342,0,70.046,8.67,0,50.4,3.879,0.29,0.092
Tufts University,168148,2002,1,24.547,18.952,1,4.423,1,29.546,0,0,0,0,0,1,0,0,0,0,9.956,2.733,10.14,14.39,207.082,14.334,11.657,8.818,3.609,4.827,0,2.739,0,0.0,5.277,1,1,31.049,18.38,0,4.99,1.383,1.914,2.359,1.293,0.382,57.883,0,70.976,9.51,0,55.596,4.071,0.283,0.116
Tufts University,168148,2005,1,26.954,18.653,1,3.8,1,29.168,0,0,0,0,0,0,1,0,0,0,7.107,2.79,10.143,15.152,229.579,12.157,12.362,9.21,3.13,5.728,0,4.017,0,0.0,14.533,1,1,33.85,20.184,0,1.587,1.726,2.98,2.128,1.629,0.352,56.459,0,94.848,8.788,0,60.804,4.756,0.314,0.106
Tufts University,168148,2008,1,27.741,19.145,1,3.814,1,30.451,1,0,0,0,0,0,0,1,0,0,14.485,3.087,9.735,16.466,271.146,12.347,13.38,9.492,4.152,5.004,0,3.845,0,0.0,36.715,1,1,37.045,21.131,0,1.317,0.516,0.266,0.706,0.485,0.336,66.067,0,81.673,8.334,0,64.786,4.604,0.289,0.083
Tufts University,168148,2010,1,31.499,20.091,1,3.599,1,31.199,1,0,0,0,0,0,0,0,1,0,9.835,3.199,9.758,16.577,274.786,12.398,13.377,10.002,4.555,5.15,0,4.019,0,0.0,-39.468,1,1,34.662,24.589,0,1.47,0.506,0.256,0.653,0.456,0.297,65.623,0,80.519,8.056,0,66.16,4.689,0.292,0.085
Tufts University,168148,2011,1,31.146,17.808,1,3.706,1,31.965,1,0,0,0,0,0,0,0,0,1,8.609,3.149,9.846,16.574,274.69,12.438,13.425,10.227,4.78,5.106,0,4.133,0,0.0,24.044,1,1,32.804,22.386,0,1.535,0.469,0.22,0.606,0.43,0.341,62.96,0,79.235,8.214,0,63.95,4.605,0.286,0.082
Saint Louis University-Main Campus,179159,1987,1,17.173,7.411,0,8.088,1,12.078,0,1,0,0,0,0,0,0,0,0,1.484,1.691,11.51,6.592,43.45,13.704,4.901,8.358,0.787,3.662,0,0.963,0,22.56,0.985,1,0,35.551,12.692,0,0.012,0.107,0.011,0.817,0.103,3.909,48.814,0,49.22,11.002,0,52.724,3.41,0.526,0.276
Saint Louis University-Main Campus,179159,1991,1,17.299,18.029,0,2.069,1,13.638,0,0,0,1,0,0,0,0,0,0,3.431,0.605,5.314,3.435,11.802,6.961,2.83,11.066,2.036,6.219,0,0.0,0,28.605,1.085,1,0,36.017,14.475,0,0.289,0.146,0.021,0.617,0.137,2.811,60.15,0,95.971,16.174,0,53.316,2.955,0.86,0.807
Saint Louis University-Main Campus,179159,1999,1,17.288,14.461,0,7.79,1,16.349,0,0,0,0,1,0,0,0,0,0,4.04,3.012,12.954,14.985,224.548,13.315,11.973,10.27,0.996,5.639,0,0.0,0,57.653,10.884,1,0,31.594,6.133,0,0.958,0.691,0.477,0.559,2.055,3.635,84.175,0,67.811,8.396,0,48.882,4.206,0.281,0.087
Saint Louis University-Main Campus,179159,2002,1,18.922,15.752,0,5.499,1,17.571,0,0,0,0,0,1,0,0,0,0,5.234,2.965,12.229,18.499,342.225,15.918,15.535,10.692,2.485,6.031,0,1.892,0,16.878,-5.622,1,0,30.451,6.077,0,3.984,2.394,5.732,3.142,2.394,2.176,45.76,0,59.29,10.609,0,49.373,5.415,0.293,0.124
Saint Louis University-Main Campus,179159,2005,1,17.486,20.98,0,4.377,1,18.783,0,0,0,0,0,0,1,0,0,0,4.1,2.857,12.074,10.789,116.412,12.26,7.932,11.491,2.91,6.299,0,1.924,0,17.782,11.113,1,0,32.525,7.9,0,1.327,2.237,5.002,3.185,2.228,2.282,48.564,0,101.479,7.067,0,50.011,6.37,0.59,0.402
Saint Louis University-Main Campus,179159,2008,1,15.857,18.988,0,5.455,1,20.128,1,0,0,0,0,0,0,1,0,0,4.518,3.087,11.282,11.422,130.461,11.356,8.335,12.117,3.029,6.476,0,1.37,0,17.279,14.057,1,0,32.968,6.612,0,0.05,0.487,0.237,0.668,0.487,2.612,48.536,0,77.785,6.38,0,48.826,5.777,0.528,0.279
Saint Louis University-Main Campus,179159,2010,1,19.627,22.597,0,4.053,1,22.295,1,0,0,0,0,0,0,0,1,0,5.791,2.8,11.215,10.149,102.995,10.862,7.349,13.322,3.5,7.016,0,1.08,0,17.895,-18.389,1,0,26.825,5.554,0,1.569,0.315,0.099,0.647,0.31,2.806,51.535,0,78.841,6.504,0,46.451,5.592,0.569,0.323
Saint Louis University-Main Campus,179159,2011,1,19.781,21.31,0,4.296,1,21.605,1,0,0,0,0,0,0,0,0,1,2.684,2.896,11.613,10.435,108.899,10.569,7.54,13.502,3.539,7.175,0,1.163,0,17.181,12.786,1,0,26.911,4.949,0,1.57,0.259,0.067,0.407,0.259,2.788,46.418,0,79.556,6.253,0,46.693,5.747,0.565,0.319
Washington University in St Louis,179867,1987,1,47.56,14.26,1,9.405,1,20.742,0,1,0,0,0,0,0,0,0,0,7.139,6.97,16.683,18.686,349.176,34.486,11.716,8.665,1.492,4.619,0,0.472,0,0.0,5.972,1,0,39.143,53.936,0,1.242,0.545,0.297,1.641,0.487,2.554,81.817,0,51.802,6.629,0,86.703,6.036,0.333,0.111
Washington University in St Louis,179867,1989,1,52.559,13.894,1,9.976,1,20.494,0,0,1,0,0,0,0,0,0,0,6.542,7.024,16.701,19.772,390.951,35.246,12.748,9.362,1.83,4.916,0,0.585,0,0.0,5.902,1,0,41.744,51.559,0,1.128,0.525,0.276,1.6,0.486,2.616,78.596,0,63.834,6.833,0,94.303,5.597,0.283,0.085
Washington University in St Louis,179867,1991,1,66.142,13.146,1,11.179,1,22.185,0,0,0,1,0,0,0,0,0,0,6.929,8.002,17.382,22.013,484.56,38.306,14.01,9.517,3.219,4.933,0,0.86,0,0.0,6.378,1,0,33.546,57.252,0,0.655,0.631,0.398,1.595,0.583,1.365,86.367,0,61.254,6.538,0,99.688,5.548,0.252,0.067
Washington University in St Louis,179867,1999,1,89.096,13.379,1,13.375,1,20.283,0,0,0,0,1,0,0,0,0,0,29.562,9.214,18.836,28.377,805.227,33.019,19.162,10.819,3.278,5.689,0,0.988,0,0.0,75.363,1,0,23.747,68.701,0,0.442,1.248,1.556,1.934,3.42,1.852,118.546,0,71.732,5.663,0,112.843,5.019,0.177,0.034
Washington University in St Louis,179867,2002,1,91.97,15.954,1,11.727,1,24.518,0,0,0,0,0,1,0,0,0,0,17.51,11.121,21.2,36.965,1366.387,42.24,25.844,11.051,4.131,5.835,0,2.278,0,0.0,-29.313,1,0,41.369,85.19,0,4.877,6.162,37.974,7.52,5.647,1.085,127.219,0,63.543,6.122,0,133.339,7.863,0.213,0.074
Washington University in St Louis,179867,2005,1,101.064,17.76,1,9.424,1,23.391,0,0,0,0,0,0,1,0,0,0,16.211,8.957,21.25,32.366,1047.551,30.846,23.408,11.799,4.628,6.169,0,2.716,0,0.0,62.682,1,0,41.634,93.716,0,1.656,2.644,6.992,2.61,2.441,1.002,133.318,0,102.279,6.057,0,142.698,10.17,0.314,0.104
Washington University in St Louis,179867,2008,1,105.321,18.641,1,9.973,1,25.4,1,0,0,0,0,0,0,1,0,0,15.726,19.022,25.587,37.66,1418.305,29.837,18.639,12.002,5.121,6.003,0,2.689,0,0.0,91.911,1,0,44.15,99.403,0,5.207,0.908,0.825,0.65,0.575,0.878,140.529,0,77.384,2.548,0,149.472,10.407,0.283,0.08
Washington University in St Louis,179867,2010,1,124.616,18.921,1,14.737,1,26.665,1,0,0,0,0,0,0,0,1,0,14.456,17.115,26.506,38.395,1474.148,29.586,21.28,12.533,5.438,6.285,0,2.638,0,0.0,-99.022,1,0,31.45,104.615,0,1.652,0.903,0.816,0.752,0.624,0.81,145.736,0,80.67,2.972,0,156.066,10.117,0.27,0.073
Washington University in St Louis,179867,2011,1,129.312,19.7,1,15.053,1,28.738,1,0,0,0,0,0,0,0,0,1,18.622,17.278,26.851,39.093,1528.229,29.535,21.815,12.629,5.451,6.372,0,2.715,0,0.0,79.589,1,0,31.546,109.267,0,1.639,0.966,0.933,0.831,0.673,0.806,156.627,0,80.789,2.972,0,160.858,10.159,0.266,0.071
Dartmouth College,182670,1987,1,28.579,4.669,1,5.109,0,31.159,0,1,0,0,0,0,0,0,0,0,8.597,3.68,13.587,9.828,96.585,30.471,6.148,4.737,0.704,3.697,0,0.0,0,0.0,8.306,0,1,38.767,18.509,0,0.836,0.265,0.07,1.191,0.237,0.336,58.266,1,54.077,9.951,1,67.347,7.642,0.799,0.639
Dartmouth College,182670,1989,1,34.087,15.521,1,3.619,0,33.804,0,0,1,0,0,0,0,0,0,0,8.479,4.256,11.8,11.402,129.999,26.855,7.145,4.808,0.722,3.752,0,0.0,0,0.0,8.748,0,1,43.915,18.006,0,0.776,0.378,0.143,1.187,0.302,0.334,60.289,1,69.389,7.988,1,78.002,7.405,0.649,0.451
Dartmouth College,182670,1991,1,30.744,14.607,1,5.618,0,36.282,0,0,0,1,0,0,0,0,0,0,9.863,5.137,13.326,12.038,144.909,28.649,6.901,5.002,1.111,3.853,0,0.0,0,0.0,9.803,0,1,48.096,19.571,0,0.792,0.363,0.132,1.141,0.284,0.038,65.716,1,60.211,6.92,1,78.841,6.917,0.575,0.351
Dartmouth College,182670,1999,1,49.419,19.005,1,5.122,0,32.782,0,0,0,0,1,0,0,0,0,0,25.468,7.207,13.077,17.406,302.962,29.42,10.199,5.271,0.935,4.021,0,0.0,0,0.0,68.826,0,1,40.567,25.013,0,0.707,1.052,1.106,1.19,2.504,0.315,83.263,1,62.413,5.497,1,89.986,7.247,0.416,0.196
Dartmouth College,182670,2002,1,51.659,23.347,1,4.467,0,33.342,0,0,0,0,0,1,0,0,0,0,25.377,9.752,14.022,26.041,678.122,34.449,16.289,5.507,1.424,4.028,0,2.87,0,0.0,-5.284,0,1,54.998,33.976,0,2.869,3.668,13.456,3.487,2.887,0.055,92.695,1,60.564,5.203,1,106.657,8.608,0.331,0.156
Dartmouth College,182670,2005,1,56.357,29.768,1,3.425,0,33.795,0,0,0,0,0,0,1,0,0,0,32.886,4.981,14.463,24.289,589.95,30.165,19.307,5.693,1.587,4.05,0,3.09,0,0.0,79.732,0,1,59.842,42.377,0,1.009,2.863,8.197,3.478,2.512,0.056,109.058,1,81.575,9.931,1,116.199,10.03,0.413,0.185
Dartmouth College,182670,2008,1,43.958,33.235,1,3.785,0,32.654,1,0,0,0,0,0,0,1,0,0,26.857,5.47,14.916,26.567,705.811,28.842,21.097,5.759,1.597,4.066,0,3.146,0,0.0,130.432,0,1,82.092,39.11,0,1.077,0.903,0.815,1.059,0.781,0.096,98.621,1,74.246,9.13,1,126.05,10.054,0.392,0.153
Dartmouth College,182670,2010,1,45.545,33.614,1,3.86,0,32.05,1,0,0,0,0,0,0,0,1,0,32.973,4.721,14.444,24.118,581.675,22.826,19.397,6.037,1.784,4.187,0,2.618,0,0.0,-122.331,0,1,78.073,33.662,0,1.093,0.811,0.657,1.026,0.717,0.066,98.685,1,82.84,8.944,1,123.618,9.491,0.407,0.166
Dartmouth College,182670,2011,1,49.283,32.947,1,4.41,0,33.773,1,0,0,0,0,0,0,0,0,1,20.445,5.219,14.55,25.599,655.292,23.088,20.38,6.055,1.852,4.147,0,2.164,0,0.0,96.733,0,1,72.58,57.775,0,1.123,0.859,0.738,1.007,0.776,0.056,111.993,1,77.304,8.329,1,121.863,9.017,0.364,0.133
Princeton University,186131,1987,1,35.783,10.58,1,1.123,1,28.125,0,1,0,0,0,0,0,0,0,0,11.043,11.172,11.78,25.769,664.061,34.183,14.597,6.232,1.677,4.516,0,2.023,0,0.0,18.02,0,0,75.729,50.211,0,0.916,0.657,0.431,0.646,0.508,0.039,89.379,0,42.76,4.366,0,111.512,9.74,0.388,0.15
Princeton University,186131,1989,1,39.438,13.055,1,1.282,1,28.004,0,0,1,0,0,0,0,0,0,0,10.644,10.518,11.884,25.788,665.0,31.232,15.27,6.398,1.83,4.524,0,0.0,0,0.0,20.803,0,0,85.685,49.798,0,1.052,0.686,0.471,0.66,0.547,0.044,88.447,0,50.056,4.421,0,125.122,9.55,0.37,0.145
Princeton University,186131,1991,1,37.015,12.684,1,0.835,1,29.248,0,0,0,1,0,0,0,0,0,0,11.766,11.664,11.694,26.266,689.88,30.337,14.602,6.469,1.874,4.538,0,0.0,0,0.0,20.729,0,0,69.728,46.104,0,0.796,0.852,0.726,0.735,0.643,0.057,87.118,0,48.493,3.853,0,106.744,10.063,0.383,0.157
Princeton University,186131,1999,1,54.629,24.581,1,1.162,1,25.659,0,0,0,0,1,0,0,0,0,0,36.148,3.683,12.215,26.966,727.166,23.288,23.283,6.37,1.768,4.556,0,4.15,0,0.0,149.546,0,0,53.734,33.453,0,0.958,1.109,1.229,1.01,3.093,0.046,95.261,0,81.682,12.644,0,108.363,10.095,0.374,0.152
Princeton University,186131,2002,1,61.534,24.412,1,1.73,1,26.152,0,0,0,0,0,1,0,0,0,0,23.87,3.807,13.106,35.059,1229.111,27.776,31.252,6.646,2.011,4.635,0,3.128,0,0.0,24.751,0,0,62.735,33.654,0,2.919,3.671,13.479,4.439,3.536,0.0,83.676,0,68.587,15.506,0,124.269,10.412,0.297,0.117
Princeton University,186131,2005,1,50.324,26.096,1,1.668,1,24.283,0,0,0,0,0,0,1,0,0,0,31.159,3.853,13.047,25.551,652.877,24.793,21.699,6.773,2.012,4.761,0,3.493,0,0.0,227.603,0,0,86.663,33.062,0,1.013,3.248,10.551,4.976,3.071,0.0,88.504,0,111.097,12.066,0,136.987,10.365,0.406,0.179
Princeton University,186131,2008,1,47.822,29.405,1,1.937,1,23.402,1,0,0,0,0,0,0,1,0,0,35.973,3.342,19.154,27.312,745.968,23.97,23.97,7.33,2.452,4.878,0,3.759,0,0.0,429.637,0,0,95.537,33.757,0,7.462,0.914,0.835,1.528,0.859,0.0,93.132,0,91.63,14.343,0,143.359,9.754,0.37,0.137
Princeton University,186131,2010,1,78.684,30.627,1,9.555,1,22.702,1,0,0,0,0,0,0,0,1,0,27.048,2.538,19.951,26.437,698.919,22.009,23.9,7.724,2.582,5.142,0,3.58,0,0.0,-488.646,0,0,79.158,39.019,0,1.1,0.888,0.789,1.44,0.858,0.0,88.768,0,101.693,18.092,0,157.842,9.296,0.364,0.132
Princeton University,186131,2011,1,78.269,28.81,1,9.395,1,23.967,1,0,0,0,0,0,0,0,0,1,28.155,1.933,19.903,27.147,736.963,21.823,25.214,7.813,2.61,5.203,0,3.607,0,0.0,372.892,0,0,79.304,47.666,0,1.114,0.96,0.921,1.472,0.947,0.0,99.788,0,93.577,24.338,0,157.572,9.395,0.359,0.129
Stevens Institute of Technology,186867,1987,1,17.604,11.732,0,0.344,1,20.756,0,1,0,0,0,0,0,0,0,0,4.324,2.722,7.824,5.014,25.139,14.783,2.292,2.327,0.49,1.256,0,2.269,0,0.0,3.015,0,0,22.22,10.263,0,1.291,0.071,0.005,0.255,0.057,0.581,35.343,0,54.529,6.273,1,39.823,6.189,1.252,1.568
Stevens Institute of Technology,186867,1989,1,15.833,14.927,0,0.49,1,21.499,0,0,1,0,0,0,0,0,0,0,2.458,2.285,8.19,5.222,27.266,13.114,2.937,2.247,0.569,1.207,0,2.658,0,0.0,1.874,0,0,25.084,6.902,0,1.425,0.059,0.003,0.118,0.044,0.471,30.859,0,61.649,7.026,1,40.917,6.276,1.202,1.477
Stevens Institute of Technology,186867,1991,1,14.905,17.653,0,0.122,1,20.633,0,0,0,1,0,0,0,0,0,0,4.415,2.003,6.97,5.033,25.33,9.498,3.03,2.463,0.644,1.269,0,2.13,0,0.0,1.757,0,0,18.56,6.258,0,1.206,0.08,0.006,0.08,0.067,0.55,31.306,0,66.724,6.256,1,33.465,5.643,1.121,1.298
Stevens Institute of Technology,186867,1999,1,18.005,17.705,0,2.925,1,18.819,0,0,0,0,1,0,0,0,0,0,6.053,3.546,6.76,5.799,33.631,7.673,2.254,2.632,0.422,1.541,0,0.79,0,0.0,7.543,0,0,15.108,7.644,0,1.442,0.063,0.004,0.15,0.152,0.669,32.517,0,74.884,2.8,1,33.112,2.393,0.413,0.174
Stevens Institute of Technology,186867,2005,1,22.928,18.369,0,3.565,1,21.047,0,0,0,0,0,0,1,0,0,0,4.353,2.82,8.325,6.864,47.116,5.869,4.044,3.31,0.667,1.789,0,2.902,0,0.0,2.069,0,0,19.397,9.122,0,1.406,1.481,2.192,0.846,1.36,0.854,34.522,0,85.189,3.516,1,42.324,3.354,0.489,0.277
Stevens Institute of Technology,186867,2008,1,17.829,18.631,0,3.34,1,22.767,1,0,0,0,0,0,0,1,0,0,0.862,1.646,7.54,5.393,29.079,4.891,3.746,4.191,1.184,2.138,0,2.307,0,0.0,6.833,0,0,15.788,9.459,0,1.551,0.358,0.128,0.215,0.334,0.869,33.088,0,98.906,5.246,1,33.617,2.649,0.526,0.277
Stevens Institute of Technology,186867,2010,1,21.474,23.952,0,3.39,1,25.794,1,0,0,0,0,0,0,0,1,0,1.741,2.23,7.668,5.597,31.329,4.915,3.367,4.395,1.269,2.363,0,2.11,0,0.0,-5.744,0,0,15.548,5.948,0,1.411,0.121,0.015,0.136,0.091,0.763,33.483,0,104.307,3.714,1,37.023,2.867,0.524,0.274
Stevens Institute of Technology,186867,2011,1,21.537,20.206,0,3.672,1,27.057,1,0,0,0,0,0,0,0,0,1,1.783,3.125,7.847,6.775,45.896,4.037,3.65,4.384,1.248,2.421,0,1.716,0,0.0,3.244,0,0,16.003,8.262,0,1.323,0.046,0.002,0.0,0.023,0.715,37.103,0,100.397,2.46,1,37.54,2.851,0.424,0.18
Clarkson University,190044,1987,1,11.952,12.332,0,0.0,0,21.556,0,1,0,0,0,0,0,0,0,0,1.698,2.666,5.249,4.044,16.356,7.717,1.378,3.7,0.383,3.27,0,0.0,0,0.0,0.662,0,0,17.942,3.848,0,0.25,0.045,0.002,0.312,0.027,0.047,27.102,1,65.726,3.411,1,29.894,5.0,1.25,1.563
Clarkson University,190044,1989,1,13.346,16.457,0,0.5,0,21.226,0,0,1,0,0,0,0,0,0,0,1.53,2.469,6.159,3.81,14.513,8.021,1.341,3.403,0.372,2.965,0,0.902,0,0.0,0.726,0,0,19.615,4.506,0,0.281,0.107,0.011,0.233,0.107,0.066,27.262,1,59.39,3.792,1,32.961,5.378,1.412,2.109
Clarkson University,190044,1991,1,12.314,16.099,0,0.659,0,22.722,0,0,0,1,0,0,0,0,0,0,2.017,2.781,6.229,4.202,17.654,8.738,1.421,3.188,0.373,2.78,0,0.0,0,0.0,0.739,0,0,19.834,4.634,0,0.145,0.093,0.009,0.176,0.072,0.035,29.373,1,53.479,3.654,1,32.148,5.426,1.291,1.744
Clarkson University,190044,1999,1,14.029,17.057,0,0.842,0,17.541,0,0,0,0,1,0,0,0,0,0,5.23,2.363,5.906,5.462,29.837,7.756,3.099,2.849,0.301,2.514,0,2.432,0,0.0,8.19,0,0,13.101,3.863,0,0.29,0.162,0.026,0.139,0.456,0.034,26.633,1,66.709,4.593,1,27.13,4.774,0.874,0.811
Clarkson University,190044,2002,1,10.099,21.944,0,0.454,0,17.764,0,0,0,0,0,1,0,0,0,0,3.271,2.24,4.966,5.713,32.638,7.79,3.473,3.081,0.336,2.728,0,1.468,0,0.0,2.163,0,0,17.138,5.232,0,0.0,0.065,0.004,0.422,0.032,0.017,26.267,1,65.684,5.029,1,27.237,4.512,0.79,0.736
Clarkson University,190044,2005,1,12.305,20.139,0,0.564,0,18.694,0,0,0,0,0,0,1,0,0,0,2.554,2.179,6.204,5.574,31.071,7.398,3.395,3.013,0.36,2.633,0,1.862,0,0.0,1.86,0,0,18.338,6.085,0,0.197,0.498,0.248,0.996,0.431,0.02,27.334,1,50.985,4.953,1,30.643,5.443,0.976,1.012
Clarkson University,190044,2008,1,12.73,21.164,0,1.894,0,18.308,1,0,0,0,0,0,0,1,0,0,3.01,2.36,7.71,6.447,41.568,6.846,4.088,3.009,0.403,2.569,0,1.842,0,0.0,2.087,0,0,16.458,6.928,0,0.199,0.1,0.01,0.233,0.1,0.037,28.245,1,64.82,4.634,1,29.188,5.616,0.885,0.783
Clarkson University,190044,2010,1,15.861,22.534,0,1.889,0,18.434,1,0,0,0,0,0,0,0,1,0,4.25,1.767,7.402,6.305,39.756,6.61,4.539,3.283,0.429,2.824,0,2.382,0,0.0,2.538,0,0,13.734,7.31,0,0.305,0.152,0.023,0.162,0.152,0.03,29.994,1,65.592,6.31,1,29.594,5.209,0.847,0.717
Clarkson University,190044,2011,1,14.888,22.752,0,1.806,0,18.085,1,0,0,0,0,0,0,0,0,1,4.402,1.605,7.051,6.134,37.621,6.42,4.529,3.489,0.46,2.997,0,2.506,0,0.0,2.18,0,0,13.635,6.841,0,0.315,0.143,0.021,0.143,0.143,0.032,29.328,1,65.604,6.821,1,28.524,4.93,0.823,0.677
Columbia University in the City of New York,190150,1987,1,51.211,17.903,1,8.408,1,23.335,0,1,0,0,0,0,0,0,0,0,18.282,5.814,13.405,13.676,187.034,23.855,7.862,16.127,8.268,4.846,0,0.614,0,0.0,8.684,1,0,20.621,24.618,0,1.32,0.246,0.06,0.46,0.217,3.013,66.236,0,73.092,5.456,0,71.832,3.677,0.274,0.075
Columbia University in the City of New York,190150,1999,1,80.478,20.929,1,10.225,1,24.719,0,0,0,0,1,0,0,0,0,0,18.45,8.049,16.872,20.549,422.247,18.149,12.5,18.582,8.901,5.964,0,2.687,0,0.0,30.497,1,0,17.614,54.231,0,1.426,0.222,0.049,0.373,0.597,3.717,97.4,0,86.912,3.808,0,98.092,5.22,0.254,0.066
Columbia University in the City of New York,190150,2002,1,72.393,21.992,1,8.945,1,27.074,0,0,0,0,0,1,0,0,0,0,22.102,11.189,24.412,22.234,494.373,20.724,11.045,18.804,11.607,6.079,0,3.835,0,0.0,7.648,1,0,47.729,71.402,0,23.325,0.441,0.195,1.276,0.255,1.118,120.578,0,88.252,2.839,0,120.122,7.77,0.349,0.14
Columbia University in the City of New York,190150,2005,1,84.494,21.152,1,8.118,1,29.704,0,0,0,0,0,0,1,0,0,0,16.965,12.858,18.556,31.776,1009.7,18.099,18.918,20.091,12.469,6.435,0,3.16,0,0.0,34.775,1,0,48.751,66.266,0,1.672,1.1,1.21,1.329,0.856,1.187,112.936,0,126.111,2.879,0,133.245,8.765,0.276,0.078
Columbia University in the City of New York,190150,2008,1,104.776,23.272,1,9.154,1,31.737,1,0,0,0,0,0,0,1,0,0,23.03,18.166,18.759,35.859,1285.854,16.915,17.692,21.105,13.2,6.596,0,3.215,0,0.0,68.748,1,0,32.386,71.249,0,1.663,0.483,0.234,0.389,0.322,1.309,126.016,0,94.294,1.905,0,137.162,7.941,0.224,0.05
Columbia University in the City of New York,190150,2010,1,112.537,26.091,1,8.947,1,32.732,1,0,0,0,0,0,0,0,1,0,21.411,17.789,17.868,34.48,1188.884,15.067,16.691,22.845,14.429,6.937,0,3.003,0,0.0,-54.173,1,0,23.946,76.78,0,1.751,0.481,0.231,0.385,0.293,1.479,130.923,0,98.467,1.785,0,136.483,7.17,0.211,0.044
Columbia University in the City of New York,190150,2011,1,112.14,26.472,1,8.263,1,35.092,1,0,0,0,0,0,0,0,0,1,44.44,17.921,17.567,33.602,1129.109,14.204,15.681,23.43,14.682,7.111,0,3.492,0,0.0,63.318,1,0,23.246,76.494,0,2.13,0.679,0.461,0.452,0.282,1.637,156.026,0,99.176,1.668,0,135.385,7.175,0.218,0.047
Cornell University,190415,1987,1,30.44,19.921,1,0.998,0,32.654,0,1,0,0,0,0,0,0,0,0,6.219,2.807,8.59,7.98,63.681,13.688,5.173,11.423,2.968,7.913,0,0.422,0,0.0,5.406,1,0,35.208,20.788,0,1.184,0.364,0.132,0.942,0.324,0.542,59.661,0,78.424,6.72,0,65.648,6.408,0.841,0.708
Cornell University,190415,1989,1,31.923,23.65,1,0.317,0,32.782,0,0,1,0,0,0,0,0,0,0,6.525,2.754,8.359,7.929,62.867,12.008,5.175,11.665,3.149,7.95,0,0.32,0,0.0,5.123,1,0,40.789,18.017,0,1.33,0.385,0.148,0.863,0.331,0.566,57.324,0,92.497,6.239,0,72.712,6.713,0.847,0.792
Cornell University,190415,1999,1,36.444,24.708,1,1.639,0,33.455,0,0,0,0,1,0,0,0,0,0,16.671,4.456,8.344,19.121,365.612,19.365,14.665,12.021,3.097,8.391,0,4.725,0,0.0,34.605,1,0,33.406,19.326,0,0.516,0.404,0.163,0.431,1.106,0.533,69.452,0,70.911,7.637,0,69.85,6.189,0.324,0.109
Cornell University,190415,2002,1,37.336,27.6,1,2.492,0,32.302,0,0,0,0,0,1,0,0,0,0,11.851,4.602,7.887,18.456,340.641,19.842,13.854,12.559,4.049,8.506,0,4.798,0,0.0,-8.28,1,0,35.133,17.084,0,0.955,1.059,1.121,1.529,0.9,0.004,61.237,0,80.067,7.322,0,72.469,5.08,0.275,0.092
Cornell University,190415,2005,1,43.335,19.53,1,1.83,0,36.611,0,0,0,0,0,0,1,0,0,0,13.685,3.94,9.532,18.584,345.349,20.042,14.643,19.616,5.937,13.662,0,4.578,0,0.0,26.022,1,0,36.495,22.746,0,0.32,1.086,1.179,2.478,1.009,0.017,73.042,0,101.726,8.802,0,79.83,7.382,0.397,0.164
Cornell University,190415,2008,1,42.507,21.638,1,4.857,0,37.699,1,0,0,0,0,0,0,1,0,0,13.873,4.353,14.299,17.163,294.566,20.393,12.81,20.218,6.347,13.763,0,4.187,0,0.0,52.527,1,0,40.601,23.842,0,2.048,0.356,0.127,0.791,0.317,0.108,75.414,0,81.976,7.628,0,83.108,7.394,0.44,0.194
Cornell University,190415,2010,1,43.539,20.741,1,6.049,0,38.021,1,0,0,0,0,0,0,0,1,0,7.546,3.995,13.392,15.308,234.334,17.487,11.313,20.878,6.919,13.921,0,4.215,0,0.0,-64.251,1,0,32.872,24.402,0,0.441,0.346,0.12,0.679,0.286,0.038,69.969,0,83.817,7.21,0,76.411,6.902,0.461,0.213
Cornell University,190415,2011,1,42.223,20.283,1,5.951,0,36.319,1,0,0,0,0,0,0,0,0,1,13.381,3.872,13.273,15.342,235.374,17.193,11.47,21.073,6.888,14.149,0,4.057,0,0.0,34.316,1,0,34.465,24.956,0,0.456,0.375,0.141,0.66,0.308,0.036,74.656,0,82.023,7.402,0,76.688,6.867,0.459,0.21
Fordham University,191241,1987,1,6.765,10.359,0,0.382,1,15.332,0,1,0,0,0,0,0,0,0,0,0.703,2.69,5.688,5.068,25.68,5.743,2.378,8.896,0.939,5.158,0,0.835,0,0.0,0.332,0,0,13.069,2.121,1,0.033,0.964,0.93,0.516,0.905,2.799,18.155,0,60.572,3.019,0,19.834,5.272,1.285,1.651
Fordham University,191241,1989,1,7.725,15.944,0,0.432,1,15.926,0,0,1,0,0,0,0,0,0,0,0.816,1.35,7.482,3.446,11.872,6.078,2.095,9.258,0.821,5.083,0,0.0,0,0.0,0.387,0,0,16.938,1.942,1,1.8,0.389,0.151,0.31,0.389,3.354,18.684,0,62.071,6.053,0,24.663,5.25,1.524,2.949
