id,t,time,educ,exper,score,motheduc,fatheduc,broken,sibs,wage
1145,8,8,15,8,0.8,12,12,0,7,23.34
1308,8,7,12,9,0.44,12,12,1,6,12.06
302,8,11,15,8,1.07,12,13,0,2,9.03
1736,8,11,9,19,-1.74,12,12,0,4,8.25
1109,8,9,12,12,0.69,12,8,0,4,20.49
2107,8,12,12,12,0.97,12,12,0,6,11.25
943,8,9,12,8,-1.39,12,12,0,5,7.03
719,8,13,12,16,0.1,12,9,0,5,4.66
1918,8,14,12,11,-1.3,6,6,0,2,9.03
161,8,14,12,11,0.52,12,12,0,3,11.47
421,8,7,12,11,-0.85,8,8,0,7,10.91
1838,8,8,12,8,-0.37,10,10,0,6,13.2
2067,8,7,12,10,-2.59,4,4,0,5,6.23
122,8,11,16,11,0.9,16,16,0,6,16.28
1925,8,13,14,12,-0.8,2,5,0,8,16.28
1462,8,7,12,10,-0.4,12,12,0,0,12.43
1728,8,13,12,13,-2.42,6,3,0,3,9.3
1314,8,8,15,4,1.18,12,12,1,5,9.78
1959,8,14,12,15,-1.37,2,2,1,6,7.69
806,8,11,16,8,1.12,12,12,0,1,10.8
1555,8,7,12,8,0.92,12,12,0,1,23.81
904,8,8,12,9,0.0,7,12,0,2,39.65
1165,8,7,12,9,0.42,11,12,0,3,15.8
38,8,10,14,7,1.62,16,16,0,1,11.82
1580,8,13,12,12,0.38,12,16,1,2,13.87
650,8,11,15,9,0.86,14,14,0,2,8.17
2086,8,11,15,6,0.58,12,12,0,1,7.17
353,8,8,12,9,0.39,8,12,0,1,7.17
84,8,9,14,8,1.56,12,18,0,3,21.54
1643,8,10,12,9,-0.36,12,12,0,3,8.5
1431,8,11,15,9,0.35,12,12,0,2,22.42
1855,8,12,14,10,0.84,9,12,0,1,8.41
115,8,9,15,8,0.99,14,14,0,8,15.8
404,8,9,13,12,0.95,11,11,0,2,15.33
1791,8,11,15,6,0.51,3,12,0,2,11.13
310,8,10,17,7,1.38,12,12,0,0,11.59
1505,8,9,14,11,0.5,12,16,0,1,6.62
1026,8,8,12,8,0.86,12,12,0,2,13.87
2012,8,9,11,15,-1.41,10,7,0,5,8.41
535,8,9,16,9,1.11,14,16,0,1,30.57
1669,8,13,12,13,0.49,9,9,0,3,10.28
922,8,11,15,8,0.78,12,12,0,2,17.81
978,8,10,12,14,0.3,12,16,0,5,10.28
588,8,8,12,9,0.04,12,12,1,6,11.25
1215,8,13,15,9,1.51,12,16,0,4,12.81
1900,8,7,12,10,0.89,14,20,0,2,11.47
450,8,7,12,9,0.27,12,14,0,4,12.68
1851,8,10,12,11,0.51,6,12,0,0,9.78
873,8,10,9,14,-2.47,10,12,1,3,7.85
507,8,13,12,11,0.5,12,12,0,4,13.07
346,8,13,17,7,1.19,12,12,0,3,29.37
977,8,14,12,12,0.37,12,12,1,6,11.02
140,8,11,12,8,-0.43,12,12,0,4,14.44
1285,8,7,12,8,-0.62,14,14,0,1,8.5
751,8,13,12,14,0.03,10,12,0,2,6.17
68,8,13,15,9,0.38,12,12,0,2,15.64
1067,8,9,12,13,-0.37,12,12,1,3,21.12
1913,8,14,9,21,-2.49,4,0,0,3,22.42
1205,8,14,14,14,-0.76,14,20,0,3,4.35
395,8,12,11,12,0.59,12,9,0,2,8.41
849,8,12,10,12,-1.06,10,9,0,0,5.21
1324,8,14,14,12,-1.68,12,11,0,1,12.06
193,8,12,10,16,-0.39,12,11,0,3,7.92
63,8,9,16,3,0.61,16,17,0,1,9.39
1920,8,9,11,13,-0.22,10,9,0,4,11.36
1246,8,10,12,10,0.95,12,12,1,2,12.18
2050,8,14,12,14,-2.13,7,9,0,7,7.77
958,8,14,15,11,1.27,14,16,0,3,13.2
1186,8,8,12,9,1.18,15,13,0,2,10.59
134,8,9,12,9,0.22,12,12,0,0,11.36
181,8,11,12,13,-0.07,12,18,0,2,2.83
325,8,10,12,12,0.31,12,12,0,4,14.44
975,8,8,14,8,1.06,11,12,0,3,17.99
643,8,12,15,6,-0.91,12,12,0,1,7.1
676,8,9,12,13,0.27,12,12,0,1,13.74
916,8,9,12,11,0.63,15,10,1,4,13.46
1274,8,9,16,9,1.35,12,16,1,1,16.44
1733,8,11,12,9,-0.44,12,6,0,0,7.17
2013,8,11,12,10,1.19,9,12,0,3,7.54
183,8,13,13,15,-0.92,12,12,0,5,8.67
1229,8,11,12,12,-0.34,12,11,0,4,8.85
546,8,10,12,11,-1.93,8,9,1,3,3.82
2042,8,8,10,10,0.33,2,2,1,4,20.91
209,8,12,16,7,0.64,12,16,0,1,12.81
687,8,7,14,8,1.32,12,12,0,2,15.49
2062,8,10,14,11,0.44,12,12,0,1,20.29
954,8,13,12,11,-0.16,12,12,0,0,9.03
771,8,11,12,12,-0.93,12,12,1,2,12.81
1738,8,11,17,8,0.57,12,18,0,2,9.68
1953,8,7,9,14,-1.17,12,7,0,4,8.17
184,8,12,12,13,-0.34,12,12,0,5,17.99
1878,8,10,17,8,0.27,13,12,0,8,10.59
1664,8,11,15,9,1.04,10,12,0,4,12.81
1110,8,7,12,12,0.4,11,12,0,3,15.64
1978,8,13,11,15,-0.64,11,12,1,5,9.39
524,8,11,12,8,0.71,12,12,0,2,10.59
1874,8,10,10,16,-1.56,8,9,0,7,5.42
1427,8,8,12,9,-0.1,11,10,1,8,14.44
1699,8,10,12,10,-2.37,6,12,0,4,5.64
142,8,13,16,12,0.02,12,14,0,2,14.73
1397,8,12,15,12,1.07,12,7,0,3,12.43
1957,8,7,13,10,-1.36,12,12,0,2,6.96
1709,8,11,12,10,0.46,12,6,0,2,7.61
321,8,14,15,12,1.35,15,16,0,3,25.28
1744,8,12,12,12,-2.27,9,8,0,1,3.46
13,8,10,12,13,-0.63,12,12,1,4,13.33
731,8,10,12,12,0.25,12,6,0,3,3.71
317,8,12,12,10,0.25,12,12,0,2,8.17
1303,8,10,14,8,0.38,15,15,1,2,8.0
754,8,11,12,11,1.54,12,17,0,3,16.95
1826,8,14,18,8,0.72,8,3,1,7,19.3
101,8,14,12,16,0.59,12,10,0,1,46.53
896,8,12,12,12,0.27,12,14,0,3,13.2
518,8,11,14,14,1.27,10,18,0,3,11.02
1682,8,11,9,12,-0.67,12,10,0,1,16.12
1381,8,10,13,12,0.84,15,16,0,0,17.64
107,8,7,12,10,-0.75,12,12,0,4,12.81
326,8,14,12,13,1.01,12,12,0,2,12.06
1747,8,13,19,10,1.35,17,18,0,1,29.08
331,8,11,15,10,0.87,12,16,0,3,8.76
738,8,8,12,7,0.32,13,10,1,1,15.33
1547,8,12,15,13,1.32,19,20,1,2,20.49
1002,8,9,12,10,-0.51,2,16,1,2,21.33
744,8,13,16,10,0.57,12,12,0,4,11.13
833,8,9,10,13,-0.05,9,7,0,3,9.97
1095,8,12,15,13,0.52,12,12,0,3,27.11
50,8,10,16,6,1.4,16,17,0,2,20.7
314,8,8,12,7,-0.99,11,12,0,9,17.12
1096,8,13,17,8,1.04,12,14,0,1,21.12
381,8,12,12,12,-1.03,12,13,0,4,20.49
1307,8,10,11,13,-0.55,6,7,0,3,8.94
226,8,9,12,11,0.36,12,12,0,2,15.8
1434,8,9,12,9,1.38,12,12,0,2,12.55
1753,8,7,12,9,0.73,12,12,0,2,13.87
714,8,7,12,12,-0.8,12,12,0,2,13.07
616,8,14,12,17,0.13,12,12,0,3,12.81
371,8,14,15,11,-1.8,12,18,1,3,11.25
1689,8,12,12,11,0.85,15,14,0,5,20.09
116,8,14,14,10,0.38,14,14,0,8,19.69
1688,8,11,12,11,1.05,15,14,0,5,7.77
944,8,13,12,13,0.33,12,12,0,2,12.43
564,8,11,15,8,1.05,12,12,0,1,14.44
2174,8,10,14,10,0.46,6,8,0,13,16.28
1757,8,13,12,17,0.41,15,18,0,1,24.78
2092,8,8,12,11,0.43,17,18,0,3,15.49
652,8,8,12,9,0.44,12,11,0,0,8.25
1696,8,14,15,10,1.11,14,16,0,4,19.49
2171,8,10,9,11,-1.53,14,9,1,3,12.43
841,8,10,14,12,0.71,4,7,0,5,12.94
1695,8,8,15,7,1.17,14,16,0,4,9.68
1320,8,9,14,7,0.92,12,12,0,4,14.59
291,8,7,15,8,0.34,11,10,0,7,11.82
1069,8,7,12,11,0.58,12,12,0,5,15.8
40,8,9,13,11,0.51,14,15,0,7,21.54
707,8,12,12,9,0.29,11,12,0,3,10.8
1138,8,12,15,12,0.23,16,18,0,8,33.12
925,8,8,15,9,-0.19,12,12,0,3,9.97
2010,8,13,14,12,0.64,10,9,0,6,9.87
1135,8,11,15,13,0.68,16,16,0,2,29.67
486,8,9,13,9,-0.81,6,4,0,1,15.18
1260,8,13,12,10,1.11,12,12,0,1,7.46
1790,8,10,15,11,0.9,15,4,0,2,25.53
1558,8,13,12,17,-1.85,4,6,0,3,11.36
942,8,14,12,19,-0.05,9,11,0,3,25.53
1347,8,7,13,10,0.6,12,20,1,9,17.64
1950,8,13,12,12,-1.18,11,8,0,6,9.87
1767,8,9,13,11,1.31,14,13,0,2,16.44
1965,8,11,12,12,-0.15,6,13,0,2,9.12
1668,8,7,12,8,-0.44,12,8,0,3,4.95
1193,8,13,17,9,1.55,12,13,0,2,14.88
1641,8,12,15,10,0.53,19,16,0,2,22.42
1567,8,12,12,10,-0.88,12,11,0,6,11.59
1975,8,10,13,12,0.77,3,5,0,4,12.3
1976,8,11,12,8,-1.68,10,0,1,7,13.87
1092,8,7,12,11,0.22,12,12,0,4,17.81
1379,8,12,16,12,-0.08,16,18,0,3,15.8
159,8,13,14,12,0.3,12,18,0,3,16.28
1006,8,8,17,4,0.78,12,12,0,2,16.28
1730,8,9,12,13,-0.11,11,8,0,5,8.94
1964,8,13,14,9,0.24,11,12,0,7,12.18
827,8,8,12,10,-0.28,11,5,0,1,9.21
1128,8,11,12,14,-0.69,9,12,1,5,36.97
201,8,9,12,7,0.35,12,15,0,1,10.8
1586,8,11,13,13,0.41,13,6,1,2,9.97
2,8,13,15,11,1.5,12,12,0,1,12.94
700,8,8,12,9,0.97,12,12,0,3,16.78
228,8,10,11,14,-0.34,11,12,1,6,11.02
449,8,8,11,11,-0.11,12,13,1,5,6.89
1712,8,12,12,10,-0.26,10,11,0,0,11.13
1200,8,10,14,11,0.83,10,12,1,3,10.7
596,8,8,12,9,0.38,12,9,0,3,8.67
2160,8,11,11,12,0.1,8,16,1,3,15.96
187,8,13,12,10,0.38,12,16,1,3,9.68
262,8,12,12,12,-1.2,12,12,0,3,11.47
781,8,12,14,10,0.89,12,12,0,3,20.49
333,8,8,12,9,-0.18,12,15,0,2,5.81
2090,8,11,12,12,-1.59,8,12,0,7,8.94
869,8,12,15,13,0.13,15,16,0,5,17.46
1115,8,11,12,10,1.19,13,12,0,4,6.75
397,8,14,11,16,-0.22,12,12,0,2,16.95
888,8,14,12,11,-0.57,12,14,0,6,20.29
861,8,7,13,9,0.87,12,10,0,2,14.73
1360,8,10,14,6,0.82,12,14,1,2,10.7
1091,8,12,9,15,-1.44,9,9,1,4,6.11
1036,8,7,12,8,-0.19,12,12,0,1,15.03
1870,8,14,12,13,-1.64,6,9,0,2,9.78
552,8,8,12,11,-1.1,10,9,0,3,8.58
1781,8,7,12,12,-1.12,4,0,0,4,10.8
1376,8,14,13,12,-0.95,7,13,0,2,7.24
109,8,9,12,11,-1.32,12,16,0,3,10.49
2079,8,8,10,14,-0.55,10,8,0,2,3.71
399,8,11,12,14,-0.52,12,0,0,15,8.94
1793,8,8,12,11,-1.4,6,0,0,7,9.21
409,8,10,12,9,-1.06,11,12,0,3,9.21
403,8,10,12,9,-2.09,6,3,0,1,8.08
1494,8,7,12,9,0.85,12,12,0,1,24.05
1971,8,11,13,11,-0.97,12,12,0,4,15.96
316,8,7,12,10,0.51,12,12,0,2,17.81
1739,8,12,12,9,-0.13,12,16,0,2,8.67
1501,8,7,14,9,0.97,12,14,0,3,12.06
934,8,10,13,11,-1.34,12,12,0,5,24.53
853,8,14,12,15,-1.26,7,12,0,0,24.05
594,8,12,12,13,0.38,12,14,0,3,8.5
690,8,8,9,13,0.17,15,13,1,5,15.64
998,8,13,15,11,1.0,12,14,0,2,20.09
1783,8,13,15,7,1.11,12,18,0,5,17.29
1210,8,13,15,9,1.54,12,17,0,4,32.14
909,8,11,11,12,-0.22,12,12,0,6,14.73
1064,8,14,13,13,-0.04,12,12,0,0,6.42
1951,8,14,13,12,0.82,18,18,0,2,6.89
604,8,14,12,11,-0.78,12,15,1,2,5.93
915,8,10,16,7,0.84,12,12,0,1,16.28
1880,8,7,12,12,-1.48,0,0,0,4,11.36
2141,8,7,12,10,0.22,12,9,0,0,14.15
1785,8,12,10,13,-0.7,12,8,0,6,11.36
582,8,10,12,12,-1.21,17,17,0,1,14.01
1453,8,10,11,13,-1.18,12,10,0,5,8.94
1176,8,13,14,12,-0.18,12,17,0,6,12.94
144,8,12,15,9,1.25,12,18,0,2,18.92
154,8,14,17,11,0.84,16,16,0,2,17.29
436,8,13,12,15,-0.82,6,9,0,1,13.87
440,8,8,12,10,1.0,12,19,0,3,5.53
559,8,10,12,10,-1.12,12,12,0,1,13.46
401,8,12,15,13,-0.16,11,11,1,4,13.33
538,8,9,12,13,0.33,18,20,0,5,9.49
1886,8,12,9,13,-1.2,4,2,0,7,9.39
1789,8,12,9,13,-1.49,6,12,0,2,9.21
695,8,11,14,12,0.58,10,12,0,3,13.07
1161,8,14,17,8,1.6,12,18,0,1,21.76
718,8,10,13,14,-0.49,12,12,1,3,15.96
1213,8,12,11,11,0.57,14,16,0,1,11.25
407,8,13,9,18,-1.91,9,3,0,4,6.42
2148,8,7,12,12,0.95,12,16,0,2,7.1
554,8,7,12,9,0.32,11,12,1,2,8.58
2069,8,11,10,13,-1.13,6,12,1,1,7.61
971,8,7,12,9,0.91,12,12,1,4,14.73
1667,8,9,12,10,1.02,12,12,0,4,8.85
1460,8,14,12,12,0.53,11,8,1,6,10.18
267,8,14,15,8,0.67,12,14,0,0,16.78
1039,8,14,13,10,0.98,12,12,0,3,18.36
1814,8,7,12,8,0.25,12,12,1,1,15.18
688,8,9,12,14,0.57,10,9,0,1,15.03
1771,8,11,12,9,0.4,12,12,1,3,10.07
1792,8,14,12,12,-0.54,8,13,0,4,15.49
1778,8,13,12,14,0.31,9,5,0,5,10.18
1321,8,8,12,8,-0.84,11,14,0,4,14.01
632,8,7,12,10,0.02,12,12,0,1,12.3
1393,8,7,11,13,-0.05,12,12,0,4,15.03
1941,8,12,12,12,-0.7,1,0,0,7,8.17
980,8,11,14,9,0.67,12,16,0,5,13.6
1954,8,11,12,13,-2.55,4,4,0,8,6.55
1776,8,11,11,13,-2.02,3,4,0,5,9.58
1516,8,11,12,10,-1.27,10,9,0,6,8.5
1536,8,14,15,13,0.39,13,14,0,2,9.97
901,8,14,15,11,0.6,12,16,0,5,26.05
283,8,13,9,13,0.34,12,13,0,5,6.62
1550,8,7,12,11,-0.15,18,14,1,4,11.94
233,8,8,12,10,0.23,12,12,0,3,10.8
807,8,12,16,8,1.32,16,18,0,1,8.33
1692,8,12,15,11,0.67,8,8,0,3,6.11
1798,8,10,12,10,-0.9,12,10,0,3,13.2
412,8,8,12,13,-1.65,12,12,0,3,11.82
51,8,11,14,8,0.93,16,18,0,2,20.91
769,8,12,13,11,0.65,8,8,0,0,21.98
737,8,12,16,7,1.28,14,16,0,1,25.28
413,8,11,13,11,0.06,12,12,0,3,15.96
1982,8,7,11,9,-1.89,3,8,0,3,19.11
1607,8,12,13,12,-0.12,12,12,0,6,10.07
717,8,11,12,11,1.25,12,15,1,2,15.8
1782,8,7,12,8,-1.11,4,0,0,4,13.33
759,8,9,12,12,0.22,12,12,0,2,15.8
2127,8,14,10,15,-0.07,14,12,0,1,9.3
1510,8,11,15,8,1.07,12,13,0,5,17.46
415,8,13,15,11,0.64,12,16,0,7,8.94
288,8,9,12,12,-0.76,14,14,1,3,10.59
779,8,7,14,9,1.08,12,9,0,2,7.03
1993,8,11,10,11,-1.24,5,0,1,7,7.32
1899,8,10,14,12,-0.46,6,6,0,1,8.94
129,8,8,12,12,-0.47,12,12,0,4,22.2
1209,8,11,13,8,0.46,13,12,0,2,8.17
1410,8,12,12,17,-0.99,12,12,0,3,13.2
387,8,8,11,12,0.15,11,11,0,3,8.17
1731,8,11,12,11,-0.25,10,12,0,3,9.12
43,8,13,12,10,-0.12,9,12,0,5,14.15
417,8,12,12,13,0.25,11,11,0,3,5.99
132,8,11,12,9,0.42,8,8,0,4,12.3
2070,8,14,16,11,0.84,12,8,0,1,20.09
285,8,12,15,10,0.94,16,16,0,6,14.15
649,8,9,12,12,-0.31,12,10,0,0,19.49
1777,8,13,12,13,-0.67,12,12,0,1,7.77
1923,8,7,12,6,-1.05,6,6,0,2,12.43
1106,8,12,12,9,-0.09,12,12,0,8,11.02
974,8,7,12,11,-0.17,12,11,0,3,7.85
1996,8,7,12,11,0.71,12,12,0,1,13.74
1098,8,13,15,11,1.23,12,12,0,2,35.87
264,8,14,18,12,1.09,12,12,0,4,17.46
964,8,10,17,9,0.54,12,19,0,3,19.89
1208,8,10,15,11,0.69,13,18,0,2,20.29
1928,8,10,12,10,0.15,12,2,0,2,9.87
525,8,11,12,11,0.78,13,15,0,1,5.47
48,8,7,12,9,-0.59,12,14,1,0,5.99
1045,8,10,11,11,-1.14,6,6,1,4,10.07
1685,8,12,12,14,-0.5,12,12,0,5,1.54
259,8,9,12,9,0.46,11,12,0,2,21.54
1852,8,13,10,16,-0.51,10,7,0,6,7.1
1021,8,12,12,11,0.24,12,11,0,5,13.33
147,8,9,15,9,1.09,12,12,0,3,14.88
1411,8,7,12,8,-0.26,16,12,0,4,13.33
1708,8,12,12,14,0.02,12,5,0,2,3.56
169,8,11,12,13,-1.01,11,11,0,2,18.36
917,8,11,13,13,0.87,12,12,0,3,12.43
1680,8,11,12,14,-1.24,12,18,0,6,14.3
1937,8,13,11,18,0.83,12,12,1,5,1.79
2172,8,12,9,12,-1.36,14,9,1,3,16.78
1812,8,12,12,13,-1.24,0,4,0,9,7.85
1456,8,7,12,11,0.41,10,10,1,4,13.33
1945,8,9,12,10,-0.74,12,12,0,6,7.24
1665,8,12,12,14,-0.13,12,12,0,3,16.44
1442,8,8,12,10,0.58,12,16,0,2,23.57
311,8,7,16,6,0.03,12,12,0,1,7.24
208,8,8,12,11,-0.24,12,16,0,5,12.81
1638,8,9,12,13,-0.26,12,12,0,5,12.68
2170,8,13,11,12,-0.07,8,9,0,5,4.66
1803,8,8,15,7,0.53,12,12,0,3,11.82
772,8,11,15,10,0.75,12,18,0,3,11.47
514,8,10,12,8,0.16,13,20,0,2,12.43
706,8,14,12,13,-0.73,11,12,0,3,10.91
481,8,12,16,6,1.77,12,16,0,3,19.11
758,8,11,13,15,0.35,12,12,0,4,11.7
1935,8,9,12,9,0.17,14,18,0,1,13.46
1429,8,14,15,12,1.27,12,16,0,1,19.11
1921,8,7,14,8,-1.12,8,9,0,8,7.46
1244,8,10,12,8,-0.62,16,16,0,1,7.46
175,8,14,13,15,-0.06,12,10,0,2,26.31
1797,8,7,12,8,-1.82,6,6,0,3,8.85
1721,8,7,12,11,0.45,8,8,0,11,18.17
762,8,11,15,9,0.99,12,12,0,2,14.73
1466,8,7,16,6,1.28,12,12,0,2,10.8
185,8,7,12,8,0.98,12,12,0,4,3.35
263,8,14,15,10,0.96,12,12,0,3,17.99
298,8,7,12,9,-0.5,12,12,0,3,8.25
1005,8,12,16,12,0.95,12,12,0,2,23.81
1566,8,13,12,13,0.12,16,16,1,1,21.33
1646,8,12,16,9,0.62,13,16,0,1,15.03
1526,8,13,16,13,0.47,12,10,0,0,9.49
1650,8,10,13,8,0.15,13,12,0,2,12.55
1750,8,14,13,18,0.44,12,12,1,1,5.99
1662,8,10,12,9,-0.84,11,12,0,3,12.3
1734,8,10,12,10,-0.31,12,9,0,1,12.81
1824,8,11,10,14,-2.48,8,8,0,3,4.14
1617,8,12,12,10,0.42,12,16,1,4,18.73
483,8,8,12,7,-0.18,12,12,0,6,9.21
1171,8,11,16,10,1.09,15,14,0,3,15.49
467,8,10,13,8,0.12,12,12,0,2,14.01
1164,8,11,12,9,1.16,12,10,0,3,16.28
907,8,13,14,10,1.11,12,12,0,2,7.54
685,8,10,9,13,-1.28,9,9,0,5,10.07
1202,8,13,18,9,1.43,18,18,0,2,23.34
628,8,10,15,11,-0.71,12,12,0,4,15.96
516,8,10,15,7,0.42,14,13,1,1,7.54
1862,8,9,10,11,0.11,14,10,1,3,5.81
2009,8,10,11,13,-1.52,9,9,0,6,16.78
1189,8,12,12,9,0.15,12,12,0,2,14.3
693,8,12,9,16,-0.79,10,12,0,2,8.5
1280,8,8,9,10,-0.13,11,10,0,1,6.75
1914,8,10,10,13,-2.05,4,4,0,5,11.82
528,8,11,12,9,1.17,12,16,0,5,5.75
1058,8,7,12,6,-0.95,12,10,0,3,29.67
929,8,8,12,11,-0.36,12,15,0,6,18.54
1608,8,13,12,12,-0.86,14,12,0,2,5.37
989,8,10,12,11,0.11,12,8,1,1,11.25
573,8,8,12,9,0.78,12,12,0,2,10.7
502,8,12,12,13,-0.3,12,12,0,1,10.7
1451,8,10,12,11,-0.12,12,12,0,1,5.81
1001,8,14,13,13,-0.24,5,14,0,2,9.87
34,8,11,14,11,1.17,10,12,0,2,16.95
678,8,13,15,8,1.03,9,9,0,3,17.29
66,8,13,14,12,0.77,16,16,0,1,13.87
972,8,9,12,11,-0.36,10,8,0,4,12.18
1121,8,14,12,16,-2.46,12,9,0,1,6.17
1796,8,12,14,13,-0.28,2,1,0,3,8.17
631,8,7,12,9,0.93,12,8,0,3,23.1
855,8,9,13,12,0.42,12,12,0,3,13.46
111,8,14,11,14,0.16,12,12,0,3,16.78
337,8,14,15,8,1.04,10,12,0,2,20.91
1565,8,10,12,10,0.34,12,12,0,1,10.91
1485,8,10,14,8,0.88,13,17,0,4,11.47
498,8,14,15,10,-0.39,18,14,1,2,13.74
2087,8,13,15,10,-0.06,14,18,0,3,20.29
1839,8,8,13,10,0.29,12,12,0,1,15.33
1267,8,9,12,10,-0.42,12,8,1,2,3.56
2134,8,12,12,11,0.71,12,14,0,2,11.47
1834,8,9,12,12,-0.88,6,10,0,2,12.94
935,8,13,15,14,1.09,16,16,0,1,28.5
146,8,7,13,8,0.8,12,12,0,3,7.85
680,8,12,15,13,0.47,18,16,0,3,14.59
1272,8,9,12,7,0.39,11,8,0,0,15.49
1149,8,12,12,15,0.7,11,9,0,4,15.33
278,8,12,12,12,0.66,11,12,1,4,9.12
1016,8,14,12,12,-1.15,12,12,0,2,8.94
15,8,11,13,9,0.28,10,12,1,3,14.3
1352,8,9,12,13,0.4,12,12,0,3,18.54
1801,8,14,12,13,-0.77,6,12,0,6,15.33
269,8,10,12,10,-1.0,12,16,0,1,5.75
1507,8,14,15,11,1.07,12,12,0,3,12.68
739,8,13,12,12,1.21,10,12,0,5,14.88
120,8,8,12,7,1.05,11,12,0,3,17.64
1245,8,10,9,12,-0.62,11,4,1,4,9.97
1725,8,14,16,10,0.68,12,8,0,2,18.54
1265,8,12,12,10,0.11,12,7,0,1,7.61
1577,8,9,12,9,0.87,12,12,0,1,16.78
488,8,8,11,12,0.34,12,12,0,2,11.59
1902,8,12,10,11,-1.99,11,10,0,6,16.28
1424,8,11,14,10,-0.36,12,16,0,0,13.46
551,8,8,13,9,0.93,12,12,0,1,15.49
1031,8,11,15,7,0.31,12,8,1,0,8.25
601,8,10,12,11,0.37,11,11,0,6,12.3
2151,8,11,15,11,0.64,16,16,0,2,13.87
553,8,9,12,12,-0.51,11,11,0,2,10.59
2008,8,10,12,9,-0.5,8,7,0,5,13.33
441,8,11,13,7,1.22,14,16,0,3,17.99
1891,8,12,12,12,-1.17,10,12,1,6,10.7
941,8,7,12,11,-1.01,12,12,0,2,16.44
1850,8,11,12,9,-0.61,14,9,0,2,5.42
2085,8,12,12,9,-0.17,12,12,0,1,11.7
1912,8,9,9,14,-2.55,4,4,0,16,10.28
1116,8,12,10,12,1.25,12,9,0,3,7.85
2133,8,7,16,7,0.28,12,12,1,1,16.61
782,8,11,12,11,0.07,8,8,0,3,12.68
1603,8,7,14,9,-1.5,11,3,0,5,12.06
661,8,7,12,11,-0.52,10,11,0,1,11.59
444,8,8,11,8,0.07,12,11,0,2,11.59
1078,8,13,13,12,0.01,12,10,0,6,29.67
1401,8,8,12,9,0.69,12,11,1,10,14.73
484,8,10,12,9,-0.27,16,16,0,1,13.74
2103,8,8,12,11,0.67,12,13,0,3,16.44
792,8,10,12,12,-1.23,12,12,0,1,10.07
651,8,14,13,12,-0.46,13,9,0,1,16.12
1327,8,11,11,11,-0.17,12,10,1,6,6.17
2023,8,9,12,12,0.31,6,12,0,5,24.53
95,8,7,12,10,-0.41,12,12,0,5,17.64
416,8,14,15,11,0.84,12,16,0,7,4.14
1856,8,12,12,14,0.21,7,7,0,2,8.17
1203,8,13,15,10,1.42,18,15,0,2,24.29
307,8,7,13,5,1.17,12,12,0,6,6.05
2075,8,14,9,14,-1.83,0,0,0,2,14.73
176,8,10,11,15,-0.79,9,16,0,5,9.49
1343,8,13,13,16,-0.67,10,12,1,2,7.46
1857,8,7,10,9,-1.03,7,7,0,2,5.75
948,8,14,15,8,0.56,12,10,0,1,23.57
482,8,9,12,8,0.15,12,12,0,6,8.58
1047,8,12,12,10,-0.36,12,8,1,1,16.12
1755,8,9,15,9,0.47,12,14,0,2,17.12
2031,8,10,14,11,-0.38,12,12,0,5,10.8
1236,8,11,12,9,-0.01,12,8,0,0,6.82
1754,8,7,15,9,0.25,12,12,0,2,6.36
1724,8,10,12,15,-0.72,12,6,0,2,7.61
1513,8,8,11,11,-0.91,12,8,0,2,9.3
1022,8,9,14,10,-0.12,12,12,0,7,17.46
1524,8,7,12,11,0.35,12,12,0,4,8.17
1035,8,8,12,9,-0.58,12,12,0,4,21.33
1029,8,9,12,12,0.63,12,19,0,3,22.65
386,8,12,12,11,-0.31,12,12,0,1,6.62
506,8,11,12,15,-1.96,9,6,0,11,28.79
747,8,9,15,11,0.91,14,16,0,5,14.01
258,8,13,15,11,1.21,11,12,0,2,18.36
1111,8,7,12,6,0.0,9,9,0,3,7.24
327,8,10,12,8,1.25,11,12,0,3,11.25
1896,8,12,14,8,-0.54,12,2,0,1,4.66
1861,8,12,15,6,0.48,9,9,0,1,4.14
1433,8,14,12,18,-2.78,10,9,0,4,12.3
352,8,10,13,9,0.53,16,16,0,3,24.05
457,8,10,13,13,-0.12,12,13,0,5,25.79
2072,8,7,10,9,-0.06,12,12,0,3,8.0
638,8,11,12,11,-1.22,12,12,0,5,8.33
452,8,12,12,11,0.87,12,14,0,4,13.6
56,8,12,12,9,0.29,12,12,0,3,8.08
837,8,13,12,10,0.05,12,12,1,5,6.75
1499,8,14,16,14,0.89,14,16,0,2,8.25
1625,8,14,9,18,-1.21,7,7,0,5,10.59
1618,8,8,14,10,-0.45,12,11,0,2,12.18
342,8,12,15,12,0.73,16,16,0,2,16.28
2011,8,11,10,13,-1.13,6,9,0,4,10.59
1278,8,12,12,9,-1.88,6,6,0,4,6.62
1345,8,14,11,16,0.09,12,12,0,1,11.13
388,8,13,13,11,-1.13,13,12,1,2,8.67
448,8,11,12,13,-1.28,12,14,0,4,6.89
712,8,7,12,11,-0.39,12,12,0,3,11.36
456,8,11,15,8,1.08,12,15,0,3,17.99
1961,8,9,13,11,-0.1,12,12,0,3,24.05
1762,8,11,13,12,-0.77,14,12,0,1,9.03
1458,8,13,12,13,-0.91,8,8,0,5,9.12
470,8,11,12,8,1.0,12,12,1,2,11.13
1330,8,12,11,15,-0.47,12,12,1,2,8.67
536,8,11,14,13,-0.35,8,4,0,3,8.25
1335,8,14,16,13,1.03,12,12,0,0,10.07
801,8,10,13,12,0.59,11,12,0,2,8.67
