conum,year,co_code,gdp,pop,gold,silver,bronze,medaltot,host,planned,soviet,missing
107,88,LSO,0.544,1.64158,0.0,0.0,0.0,0.0,0,0,0,0.0
107,92,LSO,0.665,1.80349,0.0,0.0,0.0,0.0,0,0,0,0.0
107,96,LSO,0.96,1.96888,0.0,0.0,0.0,0.0,0,0,0,0.0
108,60,LIB,0.845,1.039,0.0,0.0,0.0,0.0,0,0,0,0.0
108,64,LIB,0.919,1.16115,0.0,0.0,0.0,0.0,0,0,0,0.0
108,72,LIB,1.09,1.47013,0.0,0.0,0.0,0.0,0,0,0,0.0
108,76,LIB,1.18,1.65684,0.0,0.0,0.0,0.0,0,0,0,0.0
108,88,LIB,1.52,2.34455,0.0,0.0,0.0,0.0,0,0,0,0.0
108,92,LIB,1.65,2.5388,0.0,0.0,0.0,0.0,0,0,0,0.0
108,96,LIB,1.79,2.80739,0.0,0.0,0.0,0.0,0,0,0,0.0
109,64,LBY,4.2,1.56121,0.0,0.0,0.0,0.0,0,0,0,0.0
109,68,LBY,9.44,1.83108,0.0,0.0,0.0,0.0,0,0,0,0.0
109,72,LBY,11.5,2.15421,0.0,0.0,0.0,0.0,0,0,0,0.0
109,76,LBY,21.5,2.5543,0.0,0.0,0.0,0.0,0,0,0,0.0
109,88,LBY,29.3,4.17511,0.0,0.0,0.0,0.0,0,0,0,0.0
109,92,LBY,34.3,4.64425,0.0,0.0,0.0,0.0,0,0,0,0.0
109,96,LBY,35.8,5.08023,0.0,0.0,0.0,0.0,0,0,0,0.0
110,60,LIE,0.237,0.02,0.0,0.0,0.0,0.0,0,0,0,0.0
110,64,LIE,0.311,0.02,0.0,0.0,0.0,0.0,0,0,0,0.0
110,68,LIE,0.408,0.02,0.0,0.0,0.0,0.0,0,0,0,0.0
110,72,LIE,0.535,0.02,0.0,0.0,0.0,0.0,0,0,0,0.0
110,76,LIE,0.701,0.02,0.0,0.0,0.0,0.0,0,0,0,0.0
110,88,LIE,1.45,0.03,0.0,0.0,0.0,0.0,0,0,0,0.0
110,92,LIE,1.54,0.03,0.0,0.0,0.0,0.0,0,0,0,0.0
110,96,LIE,1.58,0.03,0.0,0.0,0.0,0.0,0,0,0,0.0
111,92,LTU,8.82,3.742,1.0,0.0,1.0,2.0,0,0,0,0.0
111,96,LTU,7.21,3.709,0.0,0.0,1.0,1.0,0,0,0,0.0
112,60,LUX,4.7,0.3149,0.0,0.0,0.0,0.0,0,0,0,0.0
112,64,LUX,5.52,0.33,0.0,0.0,0.0,0.0,0,0,0,0.0
112,68,LUX,5.94,0.3365,0.0,0.0,0.0,0.0,0,0,0,0.0
112,72,LUX,7.27,0.3482,0.0,0.0,0.0,0.0,0,0,0,0.0
112,76,LUX,7.86,0.3609,0.0,0.0,0.0,0.0,0,0,0,0.0
112,88,LUX,11.8,0.3733,0.0,0.0,0.0,0.0,0,0,0,0.0
112,92,LUX,14.7,0.3925,0.0,0.0,0.0,0.0,0,0,0,0.0
112,96,LUX,17.8,0.41555,0.0,0.0,0.0,0.0,0,0,0,0.0
114,96,MKD,2.09,1.98,0.0,0.0,0.0,0.0,0,0,0,0.0
115,64,MDG,2.21,5.9506,0.0,0.0,0.0,0.0,0,0,0,0.0
115,68,MDG,2.53,6.54704,0.0,0.0,0.0,0.0,0,0,0,0.0
115,72,MDG,2.83,7.22332,0.0,0.0,0.0,0.0,0,0,0,0.0
115,76,MDG,2.76,8.01842,0.0,0.0,0.0,0.0,0,0,0,0.0
115,92,MDG,3.05,12.2,0.0,0.0,0.0,0.0,0,0,0,0.0
115,96,MDG,3.23,13.7,0.0,0.0,0.0,0.0,0,0,0,0.0
116,72,MWI,0.702,4.78928,0.0,0.0,0.0,0.0,0,0,0,0.0
116,76,MWI,0.858,5.41783,0.0,0.0,0.0,0.0,0,0,0,0.0
116,88,MWI,1.2,7.94015,0.0,0.0,0.0,0.0,0,0,0,0.0
116,92,MWI,1.3,8.98654,0.0,0.0,0.0,0.0,0,0,0,0.0
116,96,MWI,1.62,10.0,0.0,0.0,0.0,0.0,0,0,0,0.0
117,60,MYS,8.11,8.14,0.0,0.0,0.0,0.0,0,0,0,0.0
117,64,MYS,10.5,9.23289,0.0,0.0,0.0,0.0,0,0,0,0.0
117,68,MYS,13.7,10.3,0.0,0.0,0.0,0.0,0,0,0,0.0
117,72,MYS,17.6,11.4,0.0,0.0,0.0,0.0,0,0,0,0.0
117,76,MYS,23.9,12.5,0.0,0.0,0.0,0.0,0,0,0,0.0
117,88,MYS,48.1,17.1,0.0,0.0,0.0,0.0,0,0,0,0.0
117,92,MYS,67.4,19.1,0.0,0.0,1.0,1.0,0,0,0,0.0
117,96,MYS,94.8,21.1,0.0,1.0,1.0,2.0,0,0,0,0.0
118,88,MDV,0.154,0.20118,0.0,0.0,0.0,0.0,0,0,0,0.0
118,92,MDV,0.223,0.22478,0.0,0.0,0.0,0.0,0,0,0,0.0
118,96,MDV,0.289,0.24933,0.0,0.0,0.0,0.0,0,0,0,0.0
119,64,MLI,0.946,4.69427,0.0,0.0,0.0,0.0,0,0,0,0.0
119,68,MLI,1.11,5.09663,0.0,0.0,0.0,0.0,0,0,0,0.0
119,72,MLI,1.28,5.56447,0.0,0.0,0.0,0.0,0,0,0,0.0
119,76,MLI,1.57,6.03192,0.0,0.0,0.0,0.0,0,0,0,0.0
119,88,MLI,1.93,7.99506,0.0,0.0,0.0,0.0,0,0,0,0.0
119,92,MLI,2.32,8.94833,0.0,0.0,0.0,0.0,0,0,0,0.0
119,96,MLI,2.56,9.99335,0.0,0.0,0.0,0.0,0,0,0,0.0
120,72,MLT,0.689,0.32228,0.0,0.0,0.0,0.0,0,0,0,0.0
120,68,MLT,0.53,0.32429,0.0,0.0,0.0,0.0,0,0,0,0.0
120,60,MLT,0.392,0.329,0.0,0.0,0.0,0.0,0,0,0,0.0
120,76,MLT,1.16,0.334,0.0,0.0,0.0,0.0,0,0,0,0.0
120,88,MLT,2.19,0.3474,0.0,0.0,0.0,0.0,0,0,0,0.0
120,92,MLT,2.8,0.3613,0.0,0.0,0.0,0.0,0,0,0,0.0
120,96,MLT,3.36,0.373,0.0,0.0,0.0,0.0,0,0,0,0.0
122,76,MRT,0.712,1.40451,0.0,0.0,0.0,0.0,0,0,0,0.0
122,88,MRT,0.861,1.91646,0.0,0.0,0.0,0.0,0,0,0,0.0
122,96,MRT,1.12,2.39435,0.0,0.0,0.0,0.0,0,0,0,0.0
123,76,MUS,1.69,0.90651,0.0,0.0,0.0,0.0,0,0,0,0.0
123,88,MUS,2.79,1.04084,0.0,0.0,0.0,0.0,0,0,0,0.0
123,92,MUS,3.45,1.081,0.0,0.0,0.0,0.0,0,0,0,0.0
123,96,MUS,4.18,1.134,0.0,0.0,0.0,0.0,0,0,0,0.0
124,76,MEX,169.0,60.8,1.0,0.0,1.0,2.0,0,0,0,0.0
124,68,MEX,103.0,47.5,3.0,3.0,3.0,9.0,1,0,0,0.0
124,60,MEX,62.4,36.9,0.0,0.0,1.0,1.0,0,0,0,0.0
124,64,MEX,82.9,41.8,0.0,0.0,1.0,1.0,0,0,0,0.0
124,72,MEX,132.0,53.9,0.0,1.0,0.0,1.0,0,0,0,0.0
124,88,MEX,242.0,80.1,0.0,0.0,2.0,2.0,0,0,0,0.0
124,92,MEX,286.0,86.3,0.0,1.0,0.0,1.0,0,0,0,0.0
124,96,MEX,301.0,92.7,0.0,0.0,1.0,1.0,0,0,0,0.0
126,96,MDA,2.85,4.325,0.0,1.0,1.0,2.0,0,0,0,0.0
127,60,MON,0.293,0.02,0.0,0.0,0.0,0.0,0,0,0,0.0
127,64,MON,0.33,0.02,0.0,0.0,0.0,0.0,0,0,0,0.0
127,68,MON,0.371,0.02,0.0,1.0,3.0,4.0,0,0,0,0.0
127,72,MON,0.417,0.03,0.0,1.0,0.0,1.0,0,0,0,0.0
127,76,MON,0.469,0.03,0.0,1.0,0.0,1.0,0,0,0,0.0
127,88,MON,0.688,0.03,0.0,0.0,0.0,0.0,0,0,0,0.0
127,92,MON,0.786,0.03,0.0,0.0,0.0,0.0,0,0,0,0.0
127,96,MON,0.961,0.03,0.0,0.0,0.0,0.0,0,0,0,0.0
128,64,MNG,0.492,1.06501,0.0,0.0,0.0,0.0,0,0,0,0.0
128,68,MNG,0.537,1.18719,0.0,0.0,0.0,0.0,0,0,0,0.0
128,72,MNG,0.585,1.32864,0.0,0.0,0.0,0.0,0,0,0,0.0
128,76,MNG,0.639,1.48841,0.0,0.0,0.0,0.0,0,0,0,0.0
128,88,MNG,1.09,2.09566,0.0,0.0,1.0,1.0,0,0,0,0.0
128,92,MNG,0.907,2.30717,0.0,0.0,2.0,2.0,0,0,0,0.0
128,96,MNG,0.981,2.49775,0.0,0.0,1.0,1.0,0,0,0,0.0
129,92,MAR,32.3,25.0,1.0,1.0,1.0,3.0,0,0,0,0.0
129,88,MAR,29.6,23.1,1.0,0.0,2.0,3.0,0,0,0,0.0
129,60,MAR,7.31,11.6,0.0,1.0,0.0,1.0,0,0,0,0.0
129,64,MAR,8.69,12.9,0.0,0.0,0.0,0.0,0,0,0,0.0
129,68,MAR,11.1,14.5,0.0,0.0,0.0,0.0,0,0,0,0.0
129,72,MAR,13.7,16.1,0.0,0.0,0.0,0.0,0,0,0,0.0
129,76,MAR,17.5,17.7,0.0,0.0,0.0,0.0,0,0,0,0.0
129,96,MAR,37.0,26.8,0.0,0.0,2.0,2.0,0,0,0,0.0
130,88,MOZ,1.53,13.9,0.0,0.0,0.0,0.0,0,0,0,0.0
130,92,MOZ,1.59,14.7,0.0,0.0,0.0,0.0,0,0,0,0.0
130,96,MOZ,2.07,16.2,0.0,0.0,1.0,1.0,0,0,0,0.0
131,60,MYA,12.4,21.7,0.0,0.0,0.0,0.0,0,0,0,0.0
131,64,MYA,13.7,23.6,0.0,0.0,0.0,0.0,0,0,0,0.0
131,68,MYA,14.4,25.9,0.0,0.0,0.0,0.0,0,0,0,0.0
131,72,MYA,15.6,28.4,0.0,0.0,0.0,0.0,0,0,0,0.0
131,76,MYA,18.2,31.1,0.0,0.0,0.0,0.0,0,0,0,0.0
131,92,MYA,31.4,41.4,0.0,0.0,0.0,0.0,0,0,0,0.0
131,96,MYA,35.1,43.4,0.0,0.0,0.0,0.0,0,0,0,0.0
132,92,NAM,3.09,1.42488,0.0,2.0,0.0,2.0,0,0,0,0.0
132,96,NAM,3.43,1.58293,0.0,2.0,0.0,2.0,0,0,0,0.0
134,64,NPL,1.56,10.0,0.0,0.0,0.0,0.0,0,0,0,0.0
134,72,NPL,1.78,11.9,0.0,0.0,0.0,0.0,0,0,0,0.0
134,76,NPL,2.0,13.1,0.0,0.0,0.0,0.0,0,0,0,0.0
134,88,NPL,3.12,17.8,0.0,0.0,0.0,0.0,0,0,0,0.0
134,92,NPL,3.78,19.7,0.0,0.0,0.0,0.0,0,0,0,0.0
134,96,NPL,4.63,21.8,0.0,0.0,0.0,0.0,0,0,0,0.0
135,92,NLD,374.0,15.2,2.0,6.0,7.0,15.0,0,0,0,0.0
135,88,NLD,329.0,14.8,2.0,2.0,5.0,9.0,0,0,0,0.0
135,64,NLD,159.0,12.1,2.0,4.0,4.0,10.0,0,0,0,0.0
135,96,NLD,411.0,15.5,4.0,5.0,10.0,19.0,0,0,0,0.0
135,72,NLD,233.0,13.3,3.0,1.0,1.0,5.0,0,0,0,0.0
135,68,NLD,192.0,12.7,3.0,3.0,1.0,7.0,0,0,0,0.0
135,60,NLD,132.0,11.5,0.0,1.0,2.0,3.0,0,0,0,0.0
135,76,NLD,266.0,13.8,0.0,2.0,3.0,5.0,0,0,0,0.0
136,60,NLA,0.676,0.135,0.0,0.0,0.0,0.0,0,0,0,0.0
136,64,NLA,0.763,0.1436,0.0,0.0,0.0,0.0,0,0,0,0.0
136,68,NLA,0.861,0.1542,0.0,0.0,0.0,0.0,0,0,0,0.0
136,72,NLA,0.972,0.16228,0.0,0.0,0.0,0.0,0,0,0,0.0
136,76,NLA,1.1,0.16746,0.0,0.0,0.0,0.0,0,0,0,0.0
136,88,NLA,1.7,0.18598,0.0,1.0,0.0,1.0,0,0,0,0.0
136,92,NLA,1.82,0.19623,0.0,0.0,0.0,0.0,0,0,0,0.0
136,96,NLA,2.01,0.20766,0.0,0.0,0.0,0.0,0,0,0,0.0
137,92,NZL,51.9,3.4425,1.0,4.0,5.0,10.0,0,0,0,0.0
137,72,NZL,38.6,2.902,1.0,1.0,1.0,3.0,0,0,0,0.0
137,68,NZL,32.4,2.748,1.0,0.0,2.0,3.0,0,0,0,0.0
137,76,NZL,44.4,3.111,2.0,1.0,1.0,4.0,0,0,0,0.0
137,96,NZL,61.8,3.714,3.0,2.0,1.0,6.0,0,0,0,0.0
137,88,NZL,51.8,3.317,3.0,2.0,8.0,13.0,0,0,0,0.0
137,60,NZL,24.6,2.372,2.0,0.0,1.0,3.0,0,0,0,0.0
137,64,NZL,29.6,2.585,3.0,0.0,2.0,5.0,0,0,0,0.0
138,68,NIC,1.79,1.99056,0.0,0.0,0.0,0.0,0,0,0,0.0
138,72,NIC,2.03,2.26622,0.0,0.0,0.0,0.0,0,0,0,0.0
138,76,NIC,2.61,2.57848,0.0,0.0,0.0,0.0,0,0,0,0.0
138,92,NIC,1.74,4.06046,0.0,0.0,0.0,0.0,0,0,0,0.0
138,96,NIC,2.37,4.55043,0.0,0.0,0.0,0.0,0,0,0,0.0
139,64,NER,1.55,3.53755,0.0,0.0,0.0,0.0,0,0,0,0.0
139,68,NER,1.66,3.97816,0.0,0.0,0.0,0.0,0,0,0,0.0
139,72,NER,1.62,4.38662,0.0,0.0,1.0,1.0,0,0,0,0.0
139,76,NER,1.43,4.91585,0.0,0.0,0.0,0.0,0,0,0,0.0
139,88,NER,1.82,7.26394,0.0,0.0,0.0,0.0,0,0,0,0.0
139,92,NER,1.74,8.26051,0.0,0.0,0.0,0.0,0,0,0,0.0
139,96,NER,1.94,9.4683,0.0,0.0,0.0,0.0,0,0,0,0.0
140,96,NGA,29.9,115.0,2.0,1.0,3.0,6.0,0,0,0,0.0
140,60,NGA,9.18,40.8,0.0,0.0,0.0,0.0,0,0,0,0.0
140,64,NGA,10.9,45.3,0.0,0.0,1.0,1.0,0,0,0,0.0
140,68,NGA,9.12,50.4,0.0,0.0,0.0,0.0,0,0,0,0.0
140,72,NGA,16.7,56.2,0.0,0.0,1.0,1.0,0,0,0,0.0
140,76,NGA,20.2,63.0,0.0,0.0,0.0,0.0,0,0,0,0.0
140,88,NGA,21.6,90.9,0.0,0.0,0.0,0.0,0,0,0,0.0
140,92,NGA,27.0,102.0,0.0,3.0,1.0,4.0,0,0,0,0.0
141,76,NKR,29.8,16.6,1.0,1.0,0.0,2.0,0,1,0,0.0
141,72,NKR,29.5,15.2,1.0,1.0,3.0,5.0,0,1,0,0.0
141,96,NKR,23.3,22.6,2.0,1.0,2.0,5.0,0,1,0,0.0
141,92,NKR,24.6,21.1,4.0,0.0,5.0,9.0,0,1,0,0.0
142,76,NOR,81.4,4.026,1.0,1.0,0.0,2.0,0,0,0,0.0
142,68,NOR,57.0,3.819,1.0,1.0,0.0,2.0,0,0,0,0.0
142,60,NOR,40.3,3.581,1.0,0.0,0.0,1.0,0,0,0,0.0
142,96,NOR,155.0,4.381,2.0,2.0,3.0,7.0,0,0,0,0.0
142,92,NOR,130.0,4.2864,2.0,4.0,1.0,7.0,0,0,0,0.0
142,88,NOR,119.0,4.209,2.0,3.0,0.0,5.0,0,0,0,0.0
142,72,NOR,66.8,3.933,2.0,1.0,1.0,4.0,0,0,0,0.0
142,64,NOR,48.0,3.694,0.0,0.0,0.0,0.0,0,0,0,0.0
143,88,OMN,8.17,1.53103,0.0,0.0,0.0,0.0,0,0,0,0.0
143,92,OMN,10.6,1.892,0.0,0.0,0.0,0.0,0,0,0,0.0
143,96,OMN,12.5,2.173,0.0,0.0,0.0,0.0,0,0,0,0.0
144,68,PAK,14.2,57.1,1.0,0.0,0.0,1.0,0,0,0,0.0
144,60,PAK,8.28,45.9,1.0,0.0,1.0,2.0,0,0,0,0.0
144,64,PAK,10.7,51.2,0.0,1.0,0.0,1.0,0,0,0,0.0
144,72,PAK,16.8,64.6,0.0,1.0,0.0,1.0,0,0,0,0.0
144,76,PAK,20.5,73.3,0.0,0.0,1.0,1.0,0,0,0,0.0
144,88,PAK,44.1,103.0,0.0,0.0,1.0,1.0,0,0,0,0.0
144,92,PAK,55.0,114.0,0.0,0.0,1.0,1.0,0,0,0,0.0
144,96,PAK,64.1,125.0,0.0,0.0,0.0,0.0,0,0,0,0.0
145,60,PAN,1.65,1.126,0.0,0.0,0.0,0.0,0,0,0,0.0
145,64,PAN,2.24,1.26533,0.0,0.0,0.0,0.0,0,0,0,0.0
145,68,PAN,3.05,1.42248,0.0,0.0,0.0,0.0,0,0,0,0.0
145,72,PAN,4.04,1.59133,0.0,0.0,0.0,0.0,0,0,0,0.0
145,76,PAN,4.5,1.76811,0.0,0.0,0.0,0.0,0,0,0,0.0
145,88,PAN,5.51,2.30353,0.0,0.0,0.0,0.0,0,0,0,0.0
145,92,PAN,7.16,2.49235,0.0,0.0,0.0,0.0,0,0,0,0.0
145,96,PAN,8.11,2.674,0.0,0.0,0.0,0.0,0,0,0,0.0
146,76,PNG,2.8,2.79722,0.0,0.0,0.0,0.0,0,0,0,0.0
146,92,PNG,4.23,4.01485,0.0,0.0,0.0,0.0,0,0,0,0.0
146,96,PNG,5.24,4.40072,0.0,0.0,0.0,0.0,0,0,0,0.0
147,68,PRY,2.28,2.23983,0.0,0.0,0.0,0.0,0,0,0,0.0
147,76,PRY,3.69,2.73929,0.0,0.0,0.0,0.0,0,0,0,0.0
147,88,PRY,7.02,3.96435,0.0,0.0,0.0,0.0,0,0,0,0.0
147,92,PRY,7.99,4.47035,0.0,0.0,0.0,0.0,0,0,0,0.0
147,96,PRY,9.1,4.955,0.0,0.0,0.0,0.0,0,0,0,0.0
148,60,PER,22.2,9.931,0.0,0.0,0.0,0.0,0,0,0,0.0
148,64,PER,26.1,11.1,0.0,0.0,0.0,0.0,0,0,0,0.0
148,68,PER,30.7,12.5,0.0,0.0,0.0,0.0,0,0,0,0.0
148,72,PER,36.1,14.0,0.0,0.0,0.0,0.0,0,0,0,0.0
148,76,PER,43.9,15.6,0.0,0.0,0.0,0.0,0,0,0,0.0
148,88,PER,52.0,20.8,0.0,1.0,0.0,1.0,0,0,0,0.0
148,92,PER,45.7,22.4,0.0,1.0,0.0,1.0,0,0,0,0.0
148,96,PER,60.5,23.9,0.0,0.0,0.0,0.0,0,0,0,0.0
149,60,PHL,19.6,27.6,0.0,0.0,0.0,0.0,0,0,0,0.0
149,64,PHL,24.0,31.0,0.0,1.0,0.0,1.0,0,0,0,0.0
149,68,PHL,29.2,35.3,0.0,0.0,0.0,0.0,0,0,0,0.0
149,72,PHL,35.3,39.8,0.0,0.0,0.0,0.0,0,0,0,0.0
149,76,PHL,45.7,44.2,0.0,0.0,0.0,0.0,0,0,0,0.0
149,88,PHL,60.9,59.4,0.0,0.0,1.0,1.0,0,0,0,0.0
149,92,PHL,66.5,65.6,0.0,0.0,1.0,1.0,0,0,0,0.0
149,96,PHL,78.5,71.9,0.0,1.0,0.0,1.0,0,0,0,0.0
150,88,POL,120.0,37.9,2.0,5.0,9.0,16.0,0,0,1,0.0
150,92,POL,102.0,38.4,3.0,6.0,10.0,19.0,0,0,0,0.0
150,60,POL,27.4,29.6,4.0,6.0,11.0,21.0,0,0,1,0.0
150,96,POL,126.0,38.6,7.0,5.0,5.0,17.0,0,0,0,0.0
150,68,POL,44.1,32.3,5.0,2.0,11.0,18.0,0,0,1,0.0
150,76,POL,116.0,34.4,7.0,6.0,13.0,26.0,0,0,1,0.0
150,72,POL,68.3,33.1,7.0,5.0,9.0,21.0,0,0,1,0.0
150,64,POL,34.5,31.2,7.0,6.0,10.0,23.0,0,0,1,0.0
151,96,PRT,108.0,9.93,1.0,0.0,1.0,2.0,0,0,0,0.0
151,88,PRT,87.4,9.968,1.0,0.0,0.0,1.0,0,0,0,0.0
151,72,PRT,50.9,8.631,0.0,0.0,0.0,0.0,0,0,0,0.0
151,60,PRT,23.9,8.9431,0.0,1.0,0.0,1.0,0,0,0,0.0
151,68,PRT,39.7,9.1151,0.0,0.0,0.0,0.0,0,0,0,0.0
151,64,PRT,30.3,9.1225,0.0,0.0,0.0,0.0,0,0,0,0.0
151,76,PRT,58.6,9.355,0.0,2.0,0.0,2.0,0,0,0,0.0
151,92,PRT,101.0,9.867,0.0,0.0,0.0,0.0,0,0,0,0.0
152,60,PTO,8.43,2.358,0.0,0.0,0.0,0.0,0,0,0,0.0
152,64,PTO,11.6,2.55407,0.0,0.0,0.0,0.0,0,0,0,0.0
152,68,PTO,15.1,2.66206,0.0,0.0,0.0,0.0,0,0,0,0.0
152,72,PTO,19.6,2.81726,0.0,0.0,0.0,0.0,0,0,0,0.0
152,76,PTO,23.4,3.04385,0.0,0.0,1.0,1.0,0,0,0,0.0
152,88,PTO,36.3,3.47178,0.0,0.0,0.0,0.0,0,0,0,0.0
152,92,PTO,41.9,3.604,0.0,0.0,1.0,1.0,0,0,0,0.0
152,96,PTO,47.2,3.783,0.0,0.0,1.0,1.0,0,0,0,0.0
153,88,QAT,8.13,0.405,0.0,0.0,0.0,0.0,0,0,0,0.0
153,92,QAT,9.56,0.533,0.0,0.0,1.0,1.0,0,0,0,0.0
153,96,QAT,10.2,0.693,0.0,0.0,0.0,0.0,0,0,0,0.0
154,64,ROM,9.13,18.9,2.0,4.0,6.0,12.0,0,0,1,0.0
154,96,ROM,34.1,22.6,4.0,7.0,9.0,20.0,0,0,0,0.0
154,72,ROM,18.6,20.7,3.0,6.0,7.0,16.0,0,0,1,0.0
154,92,ROM,29.1,22.8,4.0,6.0,8.0,18.0,0,0,0,0.0
154,60,ROM,6.66,18.4,3.0,1.0,6.0,10.0,0,0,1,0.0
154,76,ROM,28.3,21.4,4.0,9.0,14.0,27.0,0,0,1,0.0
154,68,ROM,12.8,19.7,4.0,6.0,5.0,15.0,0,0,1,0.0
154,88,ROM,41.2,23.1,7.0,11.0,6.0,24.0,0,0,1,0.0
155,68,RSI,1960.0,238.0,29.0,32.0,30.0,91.0,0,0,1,0.0
155,64,RSI,1460.0,228.0,30.0,31.0,25.0,86.0,0,0,1,0.0
155,88,RSI,1240.0,285.0,55.0,31.0,46.0,132.0,0,0,1,0.0
155,76,RSI,997.0,256.0,49.0,41.0,35.0,125.0,0,0,1,0.0
155,72,RSI,1730.0,247.0,50.0,27.0,22.0,99.0,0,0,1,0.0
155,60,RSI,1180.0,218.0,43.0,29.0,31.0,103.0,0,0,1,0.0
156,96,RUS,335.0,148.0,26.0,21.0,16.0,63.0,0,0,0,0.0
156,92,RUS,454.0,149.0,45.0,38.0,29.0,112.0,0,0,1,0.0
157,88,RWA,2.08,6.61886,0.0,0.0,0.0,0.0,0,0,0,0.0
157,96,RWA,1.49,6.727,0.0,0.0,0.0,0.0,0,0,0,0.0
157,92,RWA,2.09,7.35,0.0,0.0,0.0,0.0,0,0,0,0.0
158,88,WSM,0.15,0.15836,0.0,0.0,0.0,0.0,0,0,0,0.0
158,92,WSM,0.145,0.16402,0.0,0.0,0.0,0.0,0,0,0,0.0
158,96,WSM,0.164,0.17209,0.0,0.0,0.0,0.0,0,0,0,0.0
159,60,SNM,0.255,0.02,0.0,0.0,0.0,0.0,0,0,0,0.0
159,68,SNM,0.307,0.02,0.0,0.0,0.0,0.0,0,0,0,0.0
159,72,SNM,0.337,0.02,0.0,0.0,0.0,0.0,0,0,0,0.0
159,76,SNM,0.37,0.02,0.0,0.0,0.0,0.0,0,0,0,0.0
159,88,SNM,0.501,0.02,0.0,0.0,0.0,0.0,0,0,0,0.0
159,92,SNM,0.537,0.02,0.0,0.0,0.0,0.0,0,0,0,0.0
159,96,SNM,0.589,0.03,0.0,0.0,0.0,0.0,0,0,0,0.0
160,96,STP,0.046,0.13527,0.0,0.0,0.0,0.0,0,0,0,0.0
161,72,SAU,54.9,6.27545,0.0,0.0,0.0,0.0,0,0,0,0.0
161,76,SAU,79.3,7.5743,0.0,0.0,0.0,0.0,0,0,0,0.0
161,88,SAU,101.0,14.4,0.0,0.0,0.0,0.0,0,0,0,0.0
161,92,SAU,125.0,16.8,0.0,0.0,0.0,0.0,0,0,0,0.0
161,96,SAU,127.0,19.4,0.0,0.0,0.0,0.0,0,0,0,0.0
162,64,SEN,2.35,3.53168,0.0,0.0,0.0,0.0,0,0,0,0.0
162,72,SEN,2.77,4.4047,0.0,0.0,0.0,0.0,0,0,0,0.0
162,76,SEN,3.19,4.94485,0.0,0.0,0.0,0.0,0,0,0,0.0
162,88,SEN,4.09,6.93273,0.0,1.0,0.0,1.0,0,0,0,0.0
162,92,SEN,4.27,7.69882,0.0,0.0,0.0,0.0,0,0,0,0.0
162,96,SEN,4.75,8.55561,0.0,0.0,0.0,0.0,0,0,0,0.0
163,92,SYC,0.485,0.07166,0.0,0.0,0.0,0.0,0,0,0,0.0
163,96,SYC,0.532,0.07654,0.0,0.0,0.0,0.0,0,0,0,0.0
164,76,SLE,0.922,2.98925,0.0,0.0,0.0,0.0,0,0,0,0.0
164,88,SLE,1.05,3.8238,0.0,0.0,0.0,0.0,0,0,0,0.0
164,92,SLE,0.929,4.191,0.0,0.0,0.0,0.0,0,0,0,0.0
164,96,SLE,0.909,4.63,0.0,0.0,0.0,0.0,0,0,0,0.0
165,60,SGP,4.74,1.471,0.0,1.0,0.0,1.0,0,0,0,0.0
165,68,SGP,9.18,1.80281,0.0,0.0,0.0,0.0,0,0,0,0.0
165,72,SGP,15.4,1.93303,0.0,0.0,0.0,0.0,0,0,0,0.0
165,76,SGP,20.3,2.07869,0.0,0.0,0.0,0.0,0,0,0,0.0
165,88,SGP,47.2,2.599,0.0,0.0,0.0,0.0,0,0,0,0.0
165,92,SGP,64.2,2.8182,0.0,0.0,0.0,0.0,0,0,0,0.0
165,96,SGP,91.0,3.0443,0.0,0.0,0.0,0.0,0,0,0,0.0
166,96,SVK,18.5,5.343,1.0,1.0,1.0,3.0,0,0,0,0.0
167,96,SVN,19.3,1.991,0.0,2.0,0.0,2.0,0,0,0,0.0
167,92,SVN,16.6,1.9966,0.0,0.0,2.0,2.0,0,0,0,0.0
168,88,SLB,0.227,0.29962,0.0,0.0,0.0,0.0,0,0,0,0.0
168,92,SLB,0.283,0.34413,0.0,0.0,0.0,0.0,0,0,0,0.0
168,96,SLB,0.329,0.39093,0.0,0.0,0.0,0.0,0,0,0,0.0
169,72,SOM,1.95,3.66732,0.0,0.0,0.0,0.0,0,0,0,0.0
169,76,SOM,1.68,4.41756,0.0,0.0,0.0,0.0,0,0,0,0.0
169,88,SOM,1.29,6.96236,0.0,0.0,0.0,0.0,0,0,0,0.0
169,92,SOM,1.1,8.38434,0.0,0.0,0.0,0.0,0,0,0,0.0
169,96,SOM,0.811,8.48294,0.0,0.0,0.0,0.0,0,0,0,0.0
170,96,ZAF,138.0,39.9,3.0,1.0,1.0,5.0,0,0,0,0.0
170,60,ZAF,43.3,17.4,0.0,1.0,2.0,3.0,0,0,0,0.0
170,92,ZAF,124.0,36.7,0.0,2.0,0.0,2.0,0,0,0,0.0
171,88,ESP,482.0,38.7,1.0,1.0,2.0,4.0,0,0,0,0.0
171,96,ESP,572.0,39.3,5.0,6.0,6.0,17.0,0,0,0,0.0
171,92,ESP,539.0,39.0,13.0,7.0,2.0,22.0,1,0,0,0.0
171,60,ESP,135.0,30.5,0.0,0.0,1.0,1.0,0,0,0,0.0
171,64,ESP,191.0,31.7,0.0,0.0,0.0,0.0,0,0,0,0.0
171,68,ESP,242.0,33.1,0.0,0.0,0.0,0.0,0,0,0,0.0
