absent,aide,black,boy,freelunch,id,mathscore,readscore,regular,schid,schrural,schurban,small,tchexper,tchid,tchmasters,tchwhite,totalscore,white_asian
24.0,0,0.0,0.0,0.0,18626,506,425,0,130085,0.0,0.0,1,11.0,13008504,0.0,1.0,931.0,1.0
5.0,0,0.0,1.0,0.0,18631,536,461,1,168211,1.0,0.0,0,10.0,16821101,0.0,1.0,997.0,1.0
30.0,1,1.0,0.0,1.0,18633,602,480,0,244780,0.0,1.0,0,24.0,24478001,1.0,1.0,1082.0,0.0
6.0,0,0.0,0.0,1.0,18634,468,442,1,215533,1.0,0.0,0,0.0,21553306,0.0,1.0,910.0,1.0
10.0,0,0.0,1.0,0.0,18635,506,439,0,262937,0.0,0.0,1,8.0,26293704,1.0,1.0,945.0,1.0
7.0,1,0.0,1.0,0.0,18637,626,490,0,215533,1.0,0.0,0,9.0,21553304,0.0,1.0,1116.0,1.0
2.0,0,1.0,1.0,1.0,18640,459,413,1,244776,0.0,1.0,0,7.0,24477607,1.0,1.0,872.0,0.0
15.0,0,0.0,1.0,1.0,18641,468,437,0,209510,1.0,0.0,1,15.0,20951005,0.0,1.0,905.0,1.0
0.0,1,1.0,1.0,0.0,18642,454,405,0,244727,0.0,0.0,0,12.0,24472703,0.0,0.0,859.0,0.0
11.0,0,1.0,0.0,0.0,18643,434,430,0,244799,0.0,0.0,1,13.0,24479902,0.0,1.0,864.0,0.0
2.0,0,1.0,1.0,1.0,18644,576,410,1,244746,0.0,1.0,0,5.0,24474602,0.0,1.0,986.0,0.0
12.0,0,0.0,1.0,1.0,18645,418,391,0,193423,1.0,0.0,1,6.0,19342301,0.0,1.0,809.0,1.0
17.0,0,1.0,1.0,1.0,18646,484,410,1,244818,0.0,1.0,0,10.0,24481801,0.0,0.0,894.0,0.0
18.0,0,0.0,0.0,1.0,18647,547,538,0,193422,1.0,0.0,1,8.0,19342202,0.0,1.0,1085.0,1.0
5.0,0,1.0,1.0,0.0,18648,547,467,0,244839,0.0,0.0,1,11.0,24483905,0.0,0.0,1014.0,0.0
0.0,0,0.0,1.0,1.0,18650,576,605,0,159171,1.0,0.0,1,8.0,15917102,1.0,1.0,1181.0,1.0
1.0,0,0.0,0.0,0.0,18651,520,483,0,173312,1.0,0.0,1,11.0,17331201,0.0,1.0,1003.0,1.0
0.0,0,0.0,1.0,1.0,18660,500,407,0,168211,1.0,0.0,1,8.0,16821104,0.0,1.0,907.0,1.0
51.0,0,0.0,1.0,1.0,18661,506,433,1,162184,1.0,0.0,0,4.0,16218401,0.0,1.0,939.0,1.0
5.0,0,0.0,1.0,0.0,18662,418,400,0,221571,1.0,0.0,1,21.0,22157104,0.0,1.0,818.0,1.0
4.0,1,0.0,1.0,1.0,18663,528,431,0,230612,1.0,0.0,0,6.0,23061201,0.0,1.0,959.0,1.0
0.0,0,0.0,1.0,0.0,18664,459,421,0,244801,0.0,0.0,1,20.0,24480104,1.0,1.0,880.0,1.0
3.0,0,0.0,1.0,1.0,18665,434,434,0,189378,1.0,0.0,1,2.0,18937802,0.0,1.0,868.0,1.0
3.0,0,1.0,0.0,1.0,18666,418,393,1,244697,0.0,1.0,0,6.0,24469701,1.0,1.0,811.0,0.0
2.0,0,0.0,1.0,1.0,18667,506,451,0,162184,1.0,0.0,1,6.0,16218403,1.0,1.0,957.0,1.0
11.0,0,1.0,1.0,1.0,18669,444,400,1,221571,1.0,0.0,0,13.0,22157103,1.0,1.0,844.0,0.0
4.0,1,0.0,1.0,1.0,18671,559,448,0,180344,0.0,1.0,0,11.0,18034403,0.0,1.0,1007.0,1.0
8.0,0,0.0,1.0,1.0,18672,500,433,0,189378,1.0,0.0,1,2.0,18937802,0.0,1.0,933.0,1.0
14.0,0,1.0,1.0,1.0,18673,399,400,0,112038,0.0,1.0,1,12.0,11203801,1.0,1.0,799.0,0.0
5.0,0,0.0,1.0,0.0,18675,468,445,1,221574,1.0,0.0,0,2.0,22157404,0.0,1.0,913.0,1.0
4.0,1,0.0,1.0,1.0,18676,500,424,0,244745,0.0,0.0,0,15.0,24474504,1.0,0.0,924.0,1.0
2.0,0,1.0,1.0,0.0,18677,559,442,1,244839,0.0,0.0,0,1.0,24483901,0.0,1.0,1001.0,0.0
3.0,0,0.0,1.0,1.0,18681,454,413,1,161183,1.0,0.0,0,12.0,16118301,1.0,1.0,867.0,1.0
4.0,1,0.0,0.0,0.0,18683,520,430,0,205488,0.0,0.0,0,0.0,20548801,0.0,1.0,950.0,1.0
12.0,0,1.0,1.0,1.0,18684,405,403,1,244818,0.0,1.0,0,10.0,24481801,0.0,0.0,808.0,0.0
6.0,0,0.0,1.0,0.0,18686,520,456,0,215533,1.0,0.0,1,4.0,21553305,0.0,1.0,976.0,1.0
8.0,0,0.0,1.0,0.0,18687,559,448,0,215533,1.0,0.0,1,4.0,21553305,0.0,1.0,1007.0,1.0
6.0,0,0.0,1.0,0.0,18688,520,453,0,193422,1.0,0.0,1,8.0,19342202,0.0,1.0,973.0,1.0
3.0,1,1.0,1.0,1.0,18689,484,495,0,244774,0.0,1.0,0,0.0,24477401,0.0,1.0,979.0,0.0
24.0,0,1.0,1.0,1.0,18691,384,393,1,244697,0.0,1.0,0,6.0,24469701,1.0,1.0,777.0,0.0
4.0,0,1.0,0.0,1.0,18693,463,414,0,244697,0.0,1.0,1,14.0,24469705,0.0,0.0,877.0,0.0
15.0,0,0.0,1.0,1.0,18695,513,447,0,193423,1.0,0.0,1,6.0,19342301,0.0,1.0,960.0,1.0
6.0,0,0.0,1.0,0.0,18696,559,545,0,215533,1.0,0.0,1,4.0,21553305,0.0,1.0,1104.0,1.0
22.0,1,0.0,0.0,1.0,18699,528,436,0,168211,1.0,0.0,0,14.0,16821105,0.0,1.0,964.0,1.0
1.0,0,0.0,1.0,1.0,18701,528,470,0,244745,0.0,0.0,1,14.0,24474502,1.0,0.0,998.0,1.0
6.0,1,1.0,1.0,1.0,18702,500,433,0,244776,0.0,1.0,0,10.0,24477606,1.0,0.0,933.0,0.0
0.0,0,1.0,1.0,1.0,18703,484,439,0,244697,0.0,1.0,1,1.0,24469702,0.0,1.0,923.0,0.0
4.0,1,1.0,0.0,0.0,18704,513,439,0,244764,0.0,1.0,0,1.0,24476401,0.0,0.0,952.0,0.0
11.0,0,0.0,1.0,1.0,18705,513,500,1,159171,1.0,0.0,0,16.0,15917105,1.0,1.0,1013.0,1.0
3.0,0,0.0,1.0,0.0,18706,478,448,1,262937,0.0,0.0,0,15.0,26293702,1.0,1.0,926.0,1.0
9.0,1,0.0,1.0,1.0,18707,478,403,0,161183,1.0,0.0,0,10.0,16118304,1.0,1.0,881.0,1.0
8.0,1,1.0,0.0,1.0,18708,449,402,0,244723,0.0,1.0,0,6.0,24472304,0.0,1.0,851.0,0.0
22.0,1,1.0,1.0,1.0,18710,418,408,0,244727,0.0,0.0,0,1.0,24472704,0.0,0.0,826.0,0.0
6.0,1,0.0,0.0,0.0,18712,626,510,0,201449,1.0,0.0,0,7.0,20144904,1.0,1.0,1136.0,1.0
4.0,1,0.0,1.0,0.0,18713,484,468,0,193422,1.0,0.0,0,9.0,19342201,0.0,1.0,952.0,1.0
0.0,0,1.0,0.0,1.0,18714,484,424,1,244806,0.0,1.0,0,0.0,24480603,0.0,0.0,908.0,0.0
7.0,1,1.0,1.0,1.0,18715,449,428,0,244746,0.0,1.0,0,17.0,24474601,1.0,1.0,877.0,0.0
2.0,0,0.0,1.0,0.0,18716,423,393,1,221571,1.0,0.0,0,13.0,22157103,1.0,1.0,816.0,1.0
2.0,0,1.0,0.0,0.0,18718,454,437,0,244806,0.0,1.0,1,11.0,24480607,0.0,1.0,891.0,0.0
11.0,0,0.0,0.0,0.0,18719,423,397,0,244801,0.0,0.0,1,5.0,24480102,0.0,1.0,820.0,1.0
7.0,1,0.0,1.0,0.0,18720,528,445,0,193423,1.0,0.0,0,12.0,19342303,1.0,1.0,973.0,1.0
14.0,0,0.0,1.0,1.0,18721,478,411,1,201449,1.0,0.0,0,6.0,20144903,1.0,1.0,889.0,1.0
7.0,0,1.0,0.0,1.0,18722,459,425,0,244728,0.0,1.0,1,1.0,24472801,0.0,1.0,884.0,0.0
16.0,1,0.0,0.0,1.0,18723,478,425,0,215533,1.0,0.0,0,9.0,21553304,0.0,1.0,903.0,1.0
11.0,0,0.0,1.0,0.0,18725,459,400,1,216536,1.0,0.0,0,1.0,21653605,0.0,1.0,859.0,1.0
0.0,1,0.0,1.0,0.0,18726,528,453,0,244745,0.0,0.0,0,15.0,24474504,1.0,0.0,981.0,1.0
8.0,1,0.0,0.0,0.0,18727,489,431,0,128068,1.0,0.0,0,11.0,12806803,0.0,1.0,920.0,1.0
9.0,0,0.0,0.0,1.0,18729,449,419,0,208503,1.0,0.0,1,8.0,20850302,1.0,1.0,868.0,1.0
9.0,0,0.0,0.0,1.0,18735,444,430,0,221571,1.0,0.0,1,3.0,22157102,0.0,1.0,874.0,1.0
11.0,0,1.0,0.0,1.0,18736,463,421,0,244764,0.0,1.0,1,13.0,24476402,1.0,0.0,884.0,0.0
17.0,0,0.0,0.0,1.0,18737,449,403,0,228606,1.0,0.0,1,14.0,22860604,0.0,1.0,852.0,1.0
6.0,0,1.0,0.0,1.0,18738,489,407,1,244780,0.0,1.0,0,10.0,24478002,0.0,0.0,896.0,0.0
0.0,0,0.0,0.0,0.0,18739,506,448,1,244801,0.0,0.0,0,0.0,24480101,0.0,1.0,954.0,1.0
4.0,0,1.0,0.0,0.0,18742,602,474,0,244776,0.0,1.0,1,8.0,24477602,1.0,1.0,1076.0,0.0
12.0,1,0.0,0.0,0.0,18744,506,425,0,262937,0.0,0.0,0,16.0,26293701,0.0,1.0,931.0,1.0
16.0,0,0.0,1.0,0.0,18745,463,424,1,261927,1.0,0.0,0,11.0,26192704,1.0,1.0,887.0,1.0
7.0,0,0.0,1.0,1.0,18747,418,378,1,166203,0.0,1.0,0,13.0,16620302,1.0,1.0,796.0,1.0
7.0,0,0.0,0.0,1.0,18748,418,398,1,221571,1.0,0.0,0,13.0,22157103,1.0,1.0,816.0,1.0
7.0,1,0.0,0.0,0.0,18749,494,431,0,262937,0.0,0.0,0,16.0,26293701,0.0,1.0,925.0,1.0
1.0,0,0.0,0.0,0.0,18750,494,450,1,189382,0.0,0.0,0,15.0,18938202,0.0,1.0,944.0,1.0
5.0,1,0.0,0.0,0.0,18751,500,414,0,130085,0.0,0.0,0,8.0,13008503,1.0,1.0,914.0,1.0
0.0,0,0.0,0.0,0.0,18752,559,470,0,201449,1.0,0.0,1,7.0,20144906,0.0,1.0,1029.0,1.0
14.0,1,0.0,0.0,0.0,18753,547,518,0,264945,0.0,0.0,0,3.0,26494502,0.0,1.0,1065.0,1.0
11.0,0,0.0,0.0,0.0,18756,547,461,0,261927,1.0,0.0,1,3.0,26192703,0.0,1.0,1008.0,1.0
2.0,0,0.0,0.0,1.0,18757,520,434,0,162184,1.0,0.0,1,2.0,16218404,0.0,1.0,954.0,1.0
2.0,0,0.0,0.0,1.0,18758,473,410,0,162184,1.0,0.0,1,2.0,16218404,0.0,1.0,883.0,1.0
10.0,0,0.0,1.0,1.0,18759,484,410,0,162184,1.0,0.0,1,2.0,16218404,0.0,1.0,894.0,1.0
17.0,0,0.0,1.0,1.0,18760,506,434,1,162184,1.0,0.0,0,4.0,16218401,0.0,1.0,940.0,1.0
8.0,0,0.0,1.0,1.0,18761,506,411,0,208501,1.0,0.0,1,5.0,20850104,0.0,1.0,917.0,1.0
12.0,0,1.0,1.0,1.0,18762,478,403,1,244818,0.0,1.0,0,10.0,24481801,0.0,0.0,881.0,0.0
11.0,1,0.0,0.0,0.0,18764,478,439,0,244745,0.0,0.0,0,15.0,24474504,1.0,0.0,917.0,1.0
9.0,0,1.0,0.0,0.0,18765,449,413,1,244776,0.0,1.0,0,9.0,24477604,0.0,0.0,862.0,0.0
14.0,0,1.0,1.0,1.0,18766,468,430,0,244796,0.0,1.0,1,12.0,24479601,1.0,1.0,898.0,0.0
16.0,0,0.0,0.0,0.0,18767,602,492,1,180344,0.0,1.0,0,5.0,18034401,0.0,1.0,1094.0,1.0
10.0,0,0.0,1.0,1.0,18771,489,433,0,212522,0.0,1.0,1,17.0,21252204,1.0,1.0,922.0,1.0
9.0,1,0.0,0.0,1.0,18772,500,422,0,212522,0.0,1.0,0,13.0,21252202,0.0,1.0,922.0,1.0
2.0,1,0.0,1.0,0.0,18773,506,433,0,128076,0.0,0.0,0,7.0,12807603,0.0,1.0,939.0,1.0
2.0,1,0.0,0.0,0.0,18774,473,460,0,234628,1.0,0.0,0,20.0,23462802,1.0,1.0,933.0,1.0
6.0,1,0.0,0.0,1.0,18775,500,436,0,244745,0.0,0.0,0,15.0,24474504,1.0,0.0,936.0,1.0
3.0,0,1.0,0.0,1.0,18776,429,414,1,244728,0.0,1.0,0,15.0,24472803,1.0,0.0,843.0,0.0
11.0,1,1.0,0.0,1.0,18833,473,430,0,244806,0.0,1.0,0,10.0,24480606,0.0,0.0,903.0,0.0
2.0,0,0.0,0.0,0.0,18839,468,440,0,262937,0.0,0.0,1,8.0,26293704,1.0,1.0,908.0,1.0
12.0,1,0.0,0.0,1.0,18857,528,416,0,166203,0.0,1.0,0,5.0,16620303,0.0,1.0,944.0,1.0
4.0,0,0.0,0.0,1.0,18858,434,400,1,225585,1.0,0.0,0,13.0,22558501,1.0,1.0,834.0,1.0
8.0,1,1.0,1.0,1.0,18862,484,443,0,244746,0.0,1.0,0,17.0,24474601,1.0,1.0,927.0,0.0
5.0,1,1.0,0.0,1.0,18863,602,465,0,244774,0.0,1.0,0,0.0,24477401,0.0,1.0,1067.0,0.0
23.0,0,0.0,0.0,0.0,18864,468,421,1,166203,0.0,1.0,0,13.0,16620302,1.0,1.0,889.0,1.0
0.0,0,1.0,1.0,1.0,18865,399,405,1,244723,0.0,1.0,0,8.0,24472305,1.0,1.0,804.0,0.0
5.0,1,1.0,1.0,1.0,18866,454,416,0,244723,0.0,1.0,0,17.0,24472301,1.0,1.0,870.0,0.0
4.0,1,1.0,1.0,1.0,18867,434,400,0,244723,0.0,1.0,0,6.0,24472304,0.0,1.0,834.0,0.0
4.0,1,1.0,1.0,1.0,18868,365,397,0,244723,0.0,1.0,0,17.0,24472301,1.0,1.0,762.0,0.0
4.0,1,1.0,1.0,1.0,18870,489,439,0,244774,0.0,1.0,0,0.0,24477401,0.0,1.0,928.0,0.0
2.0,0,1.0,0.0,1.0,18871,412,397,0,244723,0.0,1.0,1,2.0,24472302,0.0,0.0,809.0,0.0
12.0,1,1.0,0.0,1.0,18873,434,445,0,244806,0.0,1.0,0,10.0,24480606,0.0,0.0,879.0,0.0
6.0,1,1.0,0.0,1.0,18876,405,414,0,244736,0.0,1.0,0,11.0,24473601,0.0,1.0,819.0,0.0
16.0,1,1.0,1.0,1.0,18879,444,424,0,244796,0.0,1.0,0,3.0,24479604,0.0,0.0,868.0,0.0
5.0,0,1.0,0.0,1.0,18880,520,447,0,244723,0.0,1.0,1,1.0,24472303,0.0,0.0,967.0,0.0
3.0,0,1.0,1.0,1.0,18883,602,425,0,244755,0.0,1.0,1,9.0,24475503,0.0,0.0,1027.0,0.0
15.0,0,1.0,0.0,1.0,18884,478,433,0,112038,0.0,1.0,1,12.0,11203801,1.0,1.0,911.0,0.0
7.0,0,0.0,0.0,0.0,18887,468,442,1,261927,1.0,0.0,0,13.0,26192702,1.0,1.0,910.0,1.0
17.0,1,0.0,0.0,0.0,18889,484,424,0,261927,1.0,0.0,0,11.0,26192701,1.0,1.0,908.0,1.0
23.0,0,1.0,1.0,1.0,18891,434,386,1,244723,0.0,1.0,0,8.0,24472305,1.0,1.0,820.0,0.0
12.0,1,1.0,1.0,1.0,18895,494,458,0,244746,0.0,1.0,0,17.0,24474601,1.0,1.0,952.0,0.0
10.0,0,1.0,1.0,1.0,18896,478,448,0,244746,0.0,1.0,1,5.0,24474603,0.0,1.0,926.0,0.0
3.0,0,1.0,0.0,1.0,18897,506,436,0,244723,0.0,1.0,1,1.0,24472303,0.0,0.0,942.0,0.0
0.0,0,1.0,1.0,1.0,18898,478,433,0,244723,0.0,1.0,1,2.0,24472302,0.0,0.0,911.0,0.0
12.0,0,0.0,1.0,1.0,18899,473,431,1,209510,1.0,0.0,0,8.0,20951001,1.0,0.0,904.0,1.0
15.0,0,1.0,0.0,1.0,18900,506,433,1,244746,0.0,1.0,0,5.0,24474602,0.0,1.0,939.0,0.0
10.0,1,1.0,0.0,1.0,18903,520,450,0,244774,0.0,1.0,0,0.0,24477401,0.0,1.0,970.0,0.0
11.0,1,0.0,1.0,1.0,18905,463,425,0,169229,0.0,0.0,0,5.0,16922904,0.0,0.0,888.0,1.0
16.0,0,0.0,1.0,0.0,18906,459,407,1,225585,1.0,0.0,0,13.0,22558503,0.0,0.0,866.0,1.0
6.0,0,1.0,0.0,1.0,18907,506,431,1,244806,0.0,1.0,0,6.0,24480605,0.0,0.0,937.0,0.0
31.0,1,0.0,1.0,1.0,18909,429,419,0,166203,0.0,1.0,0,5.0,16620303,0.0,1.0,848.0,1.0
9.0,0,1.0,1.0,1.0,18910,454,408,1,244796,0.0,1.0,0,11.0,24479602,1.0,0.0,862.0,0.0
27.0,1,1.0,1.0,1.0,18911,429,465,0,244746,0.0,1.0,0,17.0,24474601,1.0,1.0,894.0,0.0
12.0,1,1.0,0.0,1.0,18912,439,413,0,244723,0.0,1.0,0,17.0,24472301,1.0,1.0,852.0,0.0
13.0,0,1.0,1.0,1.0,18916,423,414,0,244723,0.0,1.0,1,2.0,24472302,0.0,0.0,837.0,0.0
6.0,1,1.0,1.0,1.0,18917,434,397,0,244723,0.0,1.0,0,6.0,24472304,0.0,1.0,831.0,0.0
3.0,0,1.0,0.0,1.0,18924,478,434,1,244723,0.0,1.0,0,8.0,24472305,1.0,1.0,912.0,0.0
3.0,1,0.0,0.0,0.0,18927,412,386,0,225585,1.0,0.0,0,13.0,22558504,1.0,1.0,798.0,1.0
2.0,0,1.0,0.0,0.0,18939,484,455,0,244774,0.0,1.0,1,2.0,24477404,0.0,1.0,939.0,0.0
24.0,1,0.0,0.0,0.0,18940,494,450,0,244831,0.0,0.0,0,2.0,24483103,0.0,1.0,944.0,1.0
20.0,0,1.0,0.0,1.0,18942,434,407,0,244723,0.0,1.0,1,2.0,24472302,0.0,0.0,841.0,0.0
5.0,0,1.0,1.0,1.0,18949,484,443,0,244723,0.0,1.0,1,1.0,24472303,0.0,0.0,927.0,0.0
7.0,1,1.0,0.0,1.0,18952,478,434,0,244796,0.0,1.0,0,3.0,24479604,0.0,0.0,912.0,0.0
6.0,0,1.0,0.0,1.0,18956,576,470,0,244755,0.0,1.0,1,9.0,24475503,0.0,0.0,1046.0,0.0
4.0,0,1.0,1.0,1.0,18957,500,451,1,244755,0.0,1.0,0,11.0,24475501,0.0,1.0,951.0,0.0
2.0,1,1.0,0.0,1.0,18958,576,458,0,244806,0.0,1.0,0,10.0,24480606,0.0,0.0,1034.0,0.0
5.0,1,0.0,0.0,1.0,18959,463,428,0,225585,1.0,0.0,0,13.0,22558504,1.0,1.0,891.0,1.0
27.0,0,0.0,1.0,1.0,18960,547,436,0,244831,0.0,0.0,1,12.0,24483101,0.0,0.0,983.0,1.0
4.0,0,1.0,1.0,1.0,18963,434,397,0,244776,0.0,1.0,1,2.0,24477605,0.0,1.0,831.0,0.0
18.0,1,0.0,0.0,0.0,18964,506,460,0,169219,0.0,0.0,0,18.0,16921903,0.0,1.0,966.0,1.0
18.0,0,0.0,0.0,0.0,18966,513,450,0,166203,0.0,1.0,1,1.0,16620304,0.0,1.0,963.0,1.0
9.0,0,0.0,0.0,1.0,18970,459,430,1,225585,1.0,0.0,0,13.0,22558501,1.0,1.0,889.0,1.0
5.0,1,1.0,1.0,1.0,18971,520,447,0,244736,0.0,1.0,0,11.0,24473601,0.0,1.0,967.0,0.0
12.0,1,1.0,0.0,1.0,18972,506,414,0,112038,0.0,1.0,0,17.0,11203803,0.0,1.0,920.0,0.0
9.0,0,1.0,1.0,1.0,18973,506,428,1,244796,0.0,1.0,0,11.0,24479602,1.0,0.0,934.0,0.0
4.0,0,1.0,1.0,1.0,18976,500,453,1,244806,0.0,1.0,0,6.0,24480605,0.0,0.0,953.0,0.0
13.0,1,1.0,1.0,1.0,18978,494,451,0,244806,0.0,1.0,0,20.0,24480602,0.0,0.0,945.0,0.0
5.0,0,1.0,0.0,0.0,18979,500,460,0,244727,0.0,0.0,1,21.0,24472701,0.0,1.0,960.0,0.0
0.0,0,1.0,1.0,1.0,18980,513,433,0,244774,0.0,1.0,1,6.0,24477402,0.0,0.0,946.0,0.0
4.0,1,1.0,1.0,0.0,18981,463,424,0,244755,0.0,1.0,0,7.0,24475502,0.0,1.0,887.0,0.0
3.0,0,1.0,1.0,1.0,18982,626,470,0,244755,0.0,1.0,1,3.0,24475507,0.0,0.0,1096.0,0.0
8.0,1,0.0,1.0,0.0,18984,576,507,0,166203,0.0,1.0,0,5.0,16620303,0.0,1.0,1083.0,1.0
2.0,0,1.0,0.0,1.0,18985,423,414,0,244796,0.0,1.0,1,12.0,24479601,1.0,1.0,837.0,0.0
14.0,1,1.0,1.0,1.0,18989,468,405,0,244755,0.0,1.0,0,7.0,24475502,0.0,1.0,873.0,0.0
9.0,1,0.0,1.0,0.0,18991,506,490,0,225585,1.0,0.0,0,13.0,22558504,1.0,1.0,996.0,1.0
16.0,0,1.0,1.0,1.0,19006,559,437,1,244780,0.0,1.0,0,10.0,24478002,0.0,0.0,996.0,0.0
4.0,0,0.0,1.0,1.0,19007,478,433,0,225585,1.0,0.0,1,15.0,22558502,0.0,1.0,911.0,1.0
5.0,0,1.0,1.0,1.0,19008,513,448,0,244723,0.0,1.0,1,1.0,24472303,0.0,0.0,961.0,0.0
16.0,0,0.0,1.0,1.0,19009,468,413,1,261927,1.0,0.0,0,13.0,26192702,1.0,1.0,881.0,1.0
11.0,1,1.0,0.0,1.0,19010,454,416,0,166203,0.0,1.0,0,5.0,16620303,0.0,1.0,870.0,0.0
9.0,0,1.0,0.0,0.0,19013,520,503,0,244746,0.0,1.0,1,5.0,24474603,0.0,1.0,1023.0,0.0
18.0,0,1.0,0.0,1.0,19014,489,408,0,244746,0.0,1.0,1,5.0,24474603,0.0,1.0,897.0,0.0
16.0,0,1.0,0.0,1.0,19015,454,413,0,244723,0.0,1.0,1,2.0,24472302,0.0,0.0,867.0,0.0
4.0,0,1.0,0.0,1.0,19016,489,445,0,244723,0.0,1.0,1,2.0,24472302,0.0,0.0,934.0,0.0
4.0,1,1.0,1.0,1.0,19017,478,456,0,244796,0.0,1.0,0,3.0,24479604,0.0,0.0,934.0,0.0
14.0,0,1.0,0.0,1.0,19018,547,467,1,244780,0.0,1.0,0,10.0,24478002,0.0,0.0,1014.0,0.0
4.0,0,1.0,0.0,1.0,19019,528,450,0,244839,0.0,0.0,1,0.0,24483904,0.0,1.0,978.0,0.0
22.0,0,0.0,0.0,1.0,19021,423,397,0,166203,0.0,1.0,1,11.0,16620301,0.0,1.0,820.0,1.0
19.0,0,0.0,0.0,1.0,19022,459,434,1,166203,0.0,1.0,0,13.0,16620302,1.0,1.0,893.0,1.0
14.0,0,0.0,0.0,1.0,19023,478,461,1,166203,0.0,1.0,0,13.0,16620302,1.0,1.0,939.0,1.0
2.0,0,1.0,0.0,1.0,19024,513,439,1,244796,0.0,1.0,0,11.0,24479602,1.0,0.0,952.0,0.0
7.0,1,1.0,0.0,1.0,19025,478,430,0,244796,0.0,1.0,0,3.0,24479604,0.0,0.0,908.0,0.0
6.0,1,1.0,0.0,1.0,19026,484,522,0,244774,0.0,1.0,0,0.0,24477401,0.0,1.0,1006.0,0.0
11.0,1,1.0,0.0,1.0,19040,468,421,0,244755,0.0,1.0,0,7.0,24475502,0.0,1.0,889.0,0.0
27.0,0,1.0,1.0,1.0,19041,429,405,1,244723,0.0,1.0,0,8.0,24472305,1.0,1.0,834.0,0.0
1.0,0,1.0,0.0,1.0,19042,459,431,1,244728,0.0,1.0,0,15.0,24472803,1.0,0.0,890.0,0.0
38.0,1,0.0,1.0,1.0,19043,418,391,0,165199,0.0,1.0,0,12.0,16519903,1.0,1.0,809.0,1.0
2.0,1,1.0,0.0,1.0,19044,602,490,0,244806,0.0,1.0,0,10.0,24480606,0.0,0.0,1092.0,0.0
0.0,1,1.0,1.0,1.0,19046,459,419,0,244723,0.0,1.0,0,6.0,24472304,0.0,1.0,878.0,0.0
7.0,0,1.0,1.0,1.0,19047,412,422,1,244723,0.0,1.0,0,8.0,24472305,1.0,1.0,834.0,0.0
0.0,0,1.0,0.0,1.0,19048,576,463,0,244774,0.0,1.0,1,6.0,24477402,0.0,0.0,1039.0,0.0
0.0,1,1.0,0.0,1.0,19049,399,393,0,244796,0.0,1.0,0,3.0,24479604,0.0,0.0,792.0,0.0
7.0,0,1.0,1.0,1.0,19050,468,411,1,244723,0.0,1.0,0,8.0,24472305,1.0,1.0,879.0,0.0
5.0,0,1.0,1.0,1.0,19051,463,421,1,244746,0.0,1.0,0,5.0,24474602,0.0,1.0,884.0,0.0
9.0,1,1.0,0.0,1.0,19052,528,425,0,244736,0.0,1.0,0,11.0,24473601,0.0,1.0,953.0,0.0
2.0,1,0.0,0.0,0.0,19053,602,465,0,169229,0.0,0.0,0,5.0,16922904,0.0,0.0,1067.0,1.0
1.0,0,1.0,1.0,1.0,19054,463,422,0,244774,0.0,1.0,1,2.0,24477404,0.0,1.0,885.0,0.0
2.0,0,1.0,0.0,1.0,19055,449,410,1,244746,0.0,1.0,0,5.0,24474602,0.0,1.0,859.0,0.0
2.0,0,1.0,0.0,1.0,19056,418,411,1,244755,0.0,1.0,0,11.0,24475501,0.0,1.0,829.0,0.0
9.0,1,1.0,0.0,1.0,19060,444,405,0,244723,0.0,1.0,0,6.0,24472304,0.0,1.0,849.0,0.0
1.0,1,1.0,1.0,1.0,19062,489,453,0,244774,0.0,1.0,0,0.0,24477401,0.0,1.0,942.0,0.0
4.0,0,1.0,0.0,1.0,19063,576,443,0,244736,0.0,1.0,1,6.0,24473603,0.0,1.0,1019.0,0.0
9.0,1,1.0,0.0,1.0,19064,412,427,0,244806,0.0,1.0,0,20.0,24480602,0.0,0.0,839.0,0.0
3.0,1,1.0,1.0,1.0,19065,444,403,0,244723,0.0,1.0,0,6.0,24472304,0.0,1.0,847.0,0.0
17.0,1,0.0,1.0,1.0,19075,500,419,0,166203,0.0,1.0,0,5.0,16620303,0.0,1.0,919.0,1.0
5.0,0,1.0,1.0,1.0,19076,520,450,0,244736,0.0,1.0,1,6.0,24473603,0.0,1.0,970.0,0.0
8.0,0,1.0,1.0,1.0,19077,412,397,1,112038,0.0,1.0,0,6.0,11203802,1.0,1.0,809.0,0.0
9.0,0,1.0,0.0,0.0,19078,468,408,0,112038,0.0,1.0,1,12.0,11203801,1.0,1.0,876.0,0.0
10.0,0,1.0,0.0,1.0,19080,434,414,0,244774,0.0,1.0,1,2.0,24477404,0.0,1.0,848.0,0.0
6.0,0,1.0,1.0,1.0,19081,520,442,0,244736,0.0,1.0,1,6.0,24473603,0.0,1.0,962.0,0.0
28.0,0,1.0,0.0,1.0,19083,429,405,1,244723,0.0,1.0,0,8.0,24472305,1.0,1.0,834.0,0.0
4.0,1,1.0,1.0,1.0,19084,418,456,0,244806,0.0,1.0,0,20.0,24480602,0.0,0.0,874.0,0.0
2.0,1,1.0,0.0,1.0,19085,528,476,0,244736,0.0,1.0,0,11.0,24473601,0.0,1.0,1004.0,0.0
30.0,1,1.0,0.0,1.0,19088,494,440,0,244806,0.0,1.0,0,10.0,24480606,0.0,0.0,934.0,0.0
3.0,0,1.0,0.0,1.0,19090,454,403,0,244796,0.0,1.0,1,21.0,24479603,0.0,0.0,857.0,0.0
