totexp,pclothes,pfood,pfoodaway,pfuel,phealthcare,prent,pschool,ptelephone,pvice
25.0,0.0348,0.2,0.0,0.026,0.0016,0.0,0.0,0.02,0.0
13.5,0.0,0.337,0.0111,0.0296,0.0,0.0,0.043,0.1037,0.0
15.0,0.04,0.3667,0.14,0.0347,0.011,0.7333,0.0,0.0,0.0
9.0,0.0,0.3333,0.0333,0.0778,0.0056,0.0,0.0,0.0,0.0
15.0,0.0,0.3333,0.0,0.0667,0.0,0.0,0.0,0.0,0.0
13.5,0.2222,0.2074,0.0222,0.0222,0.083,0.0,0.0,0.0,0.0
8.5,0.0294,0.0941,0.1176,0.0235,0.0,0.0,0.0094,0.0,0.0
8.5,0.3529,0.1176,0.0,0.0353,0.0176,0.0,0.0,0.0329,0.0
3.0,0.3333,0.5333,0.0,0.01,0.0,0.0,0.015,0.0,0.0033
1.8,0.0,0.5556,0.0,0.0278,0.0,0.0,0.0444,0.0,0.0
13.0,0.1308,0.2692,0.0,0.0769,0.0204,0.0308,0.1154,0.0,0.0
17.0,0.0176,0.1176,0.0,0.0588,0.0882,0.0,0.0,0.0412,0.0
25.0,0.16,0.24,0.02,0.02,0.0,0.0,0.0,0.0,0.004
14.0,0.0,0.2143,0.0,0.0393,0.0,0.0,0.0357,0.0,0.0
9.0,0.0611,0.2778,0.1556,0.0222,0.0,0.0,0.0956,0.0778,0.0
3.5,0.0,0.1714,0.0,0.0571,0.0,0.0,0.0,0.0,0.0
16.0,0.025,0.325,0.075,0.0938,0.0,0.0,0.125,0.07,0.0
8.0,0.0,0.25,0.0,0.025,0.0063,0.0,0.0025,0.0,0.0
30.0,0.15,0.1333,0.0667,0.0533,0.025,0.0,0.0058,0.0333,0.0
4.0,0.225,0.5,0.0,0.035,0.0,0.0,0.005,0.0,0.0
2.0,0.0,0.5,0.0,0.05,0.0,0.0,0.0,0.0,0.0
4.5,0.1111,0.2222,0.0111,0.0267,0.0067,0.0,0.022,0.0,0.0
3.0,0.0,0.6667,0.0,0.1567,0.0,0.0,0.0,0.0,0.0
13.0,0.3269,0.3077,0.0,0.0038,0.0,0.0,0.0231,0.0,0.0
4.5,0.1778,0.2222,0.0,0.0444,0.0,0.0,0.0311,0.0,0.0
15.0,0.0,0.1333,0.0333,0.02,0.0,0.0,0.004,0.0467,0.0
4.0,0.0,0.7,0.0,0.0,0.0,0.0,0.05,0.0,0.0
13.0,0.0923,0.2692,0.1385,0.0846,0.0346,0.0,0.0031,0.0154,0.0
3.5,0.0714,0.1429,0.0,0.0229,0.0286,0.0,0.0,0.0,0.0
9.0,0.0611,0.3333,0.1111,0.1667,0.0,0.0,0.0189,0.0,0.0
3.5,0.0,0.2,0.0,0.0443,0.0571,0.0,0.0229,0.0,0.0
5.0,0.0,0.4,0.0,0.03,0.0,0.0,0.0,0.0,0.0
20.0,0.09,0.225,0.125,0.035,0.0,0.025,0.04,0.125,0.0
4.0,0.0,0.5,0.0,0.0375,0.0,0.0,0.0,0.0,0.0
13.8,0.0435,0.1087,0.0072,0.0217,0.0036,0.0,0.0362,0.0,0.0
0.35,0.0,0.3429,0.0,0.0286,0.0,0.0,0.0143,0.0,0.0
5.0,0.068,0.4,0.0,0.03,0.0,0.0,0.008,0.0,0.0
4.0,0.0625,0.4,0.0,0.07,0.005,0.0,0.02,0.0,0.0
1.0,0.0,0.6,0.0,0.07,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.2286,0.1,0.0257,0.0109,0.0,0.0,0.0857,0.1143
5.0,0.0,0.4,0.0,0.024,0.002,0.0,0.04,0.0,0.0
20.0,0.0,0.5,0.0,0.07,0.0,0.0,0.025,0.014,0.0
18.0,0.0417,0.4333,0.1667,0.0444,0.0,0.0,0.0,0.0556,0.0
30.0,0.1167,0.1333,0.0,0.0233,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.1154,0.0,0.0346,0.1,0.0,0.0615,0.0,0.0
0.8,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0
21.0,0.0357,0.1905,0.0952,0.0238,0.0,0.0167,0.0,0.0571,0.119
6.5,0.0,0.1208,0.0,0.0108,0.0,0.0,0.0031,0.0,0.0
4.5,0.0,0.4444,0.0,0.0222,0.0,0.0,0.0,0.0,0.0
7.1,0.3775,0.1408,0.0704,0.0331,0.0,0.0,0.0,0.0,0.0
13.0,0.0654,0.2308,0.3077,0.0192,0.01,0.0923,0.0,0.0538,0.0
20.0,0.0,0.24,0.0,0.0575,0.0,0.055,0.0125,0.105,0.0
18.8,0.0691,0.3989,0.1702,0.0239,0.0449,0.0585,0.0106,0.0319,0.0
18.5,0.0378,0.2811,0.027,0.0432,0.0243,0.0,0.0189,0.0422,0.0
34.0,0.0588,0.3529,0.0024,0.0294,0.0471,0.0441,0.0294,0.1118,0.0
12.0,0.1667,0.2083,0.0,0.1,0.0,0.0,0.0,0.0,0.0
25.0,0.32,0.06,0.008,0.04,0.0,0.12,0.0,0.0448,0.0
18.0,0.0489,0.3,0.1167,0.0489,0.0,0.0,0.0333,0.1111,0.0
14.0,0.0,0.2143,0.0107,0.05,0.0,0.0357,0.0071,0.0,0.0357
3.5,0.0,0.2286,0.0571,0.0571,0.0,0.0,0.0,0.0,0.0
4.0,0.375,0.625,0.0,0.035,0.0,0.0,0.0,0.0,0.0
5.0,0.1,0.6,0.0,0.028,0.0,0.0,0.11,0.0,0.0
4.0,0.275,0.375,0.1,0.03,0.0,0.0,0.0125,0.0,0.0
6.0,0.0,0.5833,0.0,0.1,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.5,0.0,0.1,0.0,0.0,0.02,0.0,0.0
5.0,0.3,0.4,0.0,0.02,0.0,0.0,0.04,0.0,0.0
5.0,0.0,0.6,0.0,0.06,0.0,0.0,0.18,0.0,0.0
1.5,0.0,0.3333,0.0,0.1133,0.0,0.0,0.0467,0.0,0.0
4.0,0.3,0.2,0.0,0.0263,0.0,0.0,0.2375,0.0,0.25
15.0,0.0267,0.1667,0.0,0.0167,0.0033,0.0,0.0333,0.0067,0.0
5.0,0.0,0.8,0.0,0.036,0.0,0.0,0.04,0.0,0.0
7.0,0.4286,0.2143,0.0,0.0214,0.0,0.0,0.0714,0.0,0.0429
5.0,0.0,0.4,0.0,0.028,0.072,0.0,0.01,0.0,0.0
2.0,0.0,0.4,0.0,0.15,0.0,0.0,0.01,0.0,0.0
3.0,0.04,0.2333,0.0333,0.07,0.01,0.0,0.0133,0.0233,0.0
10.0,0.0,0.4,0.0,0.05,0.0,0.0,0.015,0.07,0.0
1.0,0.0,0.3,0.0,0.04,0.0,0.0,0.04,0.0,0.0
6.0,0.05,0.5,0.0167,0.0667,0.0,0.0,0.0167,0.0,0.0
3.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0333,0.0,0.3333
6.0,0.0,0.4167,0.0,0.0767,0.4167,0.0,0.0,0.0,0.0
4.5,0.0,0.4444,0.0,0.0222,0.0,0.0,0.0,0.0,0.0
1.5,0.24,0.3333,0.0,0.0667,0.0,0.0,0.0267,0.0,0.0
3.0,0.0,0.3333,0.1667,0.0,0.1167,0.0,0.0,0.0,0.0
5.0,0.133,0.5,0.05,0.052,0.0,0.0,0.01,0.0,0.0
5.0,0.07,0.6,0.0,0.052,0.03,0.0,0.008,0.0,0.0
30.0,0.0,0.2,0.0,0.0,0.04,0.0,0.0067,0.0933,0.0
9.0,0.0,0.5556,0.0067,0.1111,0.0089,0.0,0.0222,0.0156,0.0
6.0,0.0,0.3333,0.0,0.0167,0.0,0.0,0.0,0.0,0.0
3.0,0.2333,0.1667,0.0,0.0517,0.0,0.0,0.0,0.0,0.0
8.0,0.0938,0.075,0.0,0.0375,0.005,0.0,0.2125,0.0,0.0
13.0,0.1231,0.5769,0.0,0.0154,0.0,0.0,0.0062,0.0,0.0
7.0,0.0,0.1286,0.0,0.0286,0.0,0.0,0.6429,0.0,0.0
4.5,0.0778,0.4,0.0,0.0444,0.0,0.0,0.0556,0.0,0.0533
8.0,0.25,0.225,0.075,0.025,0.0,0.0,0.0438,0.035,0.0
2.4,0.0,0.5,0.1667,0.05,0.0292,0.0,0.0167,0.0,0.0
3.5,0.0,0.7429,0.0,0.0286,0.0,0.0,0.0,0.0,0.0571
6.3,0.0,0.5556,0.0794,0.081,0.0,0.0,0.0,0.0,0.0
4.5,0.0889,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.5286,0.4286,0.0,0.0457,0.02,0.0,0.1143,0.0,0.0
8.0,0.25,0.25,0.0625,0.0288,0.0075,0.0,0.0875,0.0,0.0
2.5,0.0,0.6,0.0,0.02,0.0,0.0,0.04,0.0,0.0
8.0,0.0,0.375,0.0,0.0313,0.0,0.0,0.25,0.0,0.0
6.0,0.1167,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.4,0.0,0.006,0.14,0.0,0.0,0.0,0.0
1.8,0.0,0.4444,0.0333,0.0111,0.0139,0.0,0.0333,0.0,0.0
29.0,0.1724,0.2069,0.0345,0.0507,0.0172,0.0,0.1034,0.2483,0.0
25.0,0.124,0.1,0.04,0.0112,0.0,0.0,0.0024,0.0264,0.0
10.0,0.0,0.35,0.0,0.0185,0.0,0.0,0.0,0.028,0.0
10.0,0.0,0.5,0.0,0.07,0.005,0.0,0.01,0.0,0.1
7.0,0.0,0.4286,0.0714,0.0571,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.1333,0.0,0.125,0.0,0.0,0.025,0.0,0.0
30.0,0.1675,0.2,0.032,0.0173,0.0,0.0,0.0267,0.14,0.0
7.0,0.0,0.4286,0.0714,0.0286,0.0,0.0,0.0,0.0,0.1429
5.0,0.0,0.4,0.0,0.032,0.0,0.0,0.06,0.0,0.0
8.0,0.0,0.5,0.0,0.05,0.0188,0.0,0.025,0.0,0.0
8.0,0.3125,0.625,0.025,0.0375,0.0,0.0,0.0,0.0,0.0
2.5,0.0,0.8,0.0,0.052,0.0,0.0,0.0,0.0,0.0
3.0,0.4333,0.1333,0.0,0.2,0.0,0.0,0.03,0.0,0.0
6.0,0.0,0.3333,0.0,0.15,0.0,0.0,0.0,0.0,0.0
5.0,0.06,0.2,0.014,0.03,0.0,0.0,0.04,0.0,0.0
2.0,0.0,0.5,0.0,0.025,0.005,0.0,0.32,0.0,0.0
4.5,0.0,0.4444,0.0,0.0356,0.0333,0.0,0.0,0.0,0.0
4.0,0.0,0.375,0.0,0.0175,0.1175,0.0,0.0,0.0,0.0
2.5,0.0,0.6,0.0,0.108,0.0,0.0,0.0,0.0,0.03
2.8,0.0,0.5357,0.0,0.0357,0.0,0.0,0.0143,0.0,0.0
2.0,0.15,0.35,0.0,0.0375,0.0,0.0,0.0,0.0,0.0
2.5,0.0,0.8,0.0,0.04,0.0,0.0,0.0,0.0,0.0
2.8,0.0,0.3571,0.0,0.0411,0.0036,0.0,0.1786,0.0,0.0
3.0,0.0,0.2333,0.0,0.1,0.1667,0.0,0.0333,0.0,0.0
5.0,0.36,0.2,0.0,0.03,0.07,0.0,0.036,0.0,0.0
4.0,0.0,0.25,0.0,0.05,0.0,0.0,0.0025,0.0,0.0
5.0,0.03,0.44,0.0,0.231,0.0,0.0,0.0,0.042,0.0
4.5,0.0,0.6667,0.0,0.0756,0.0667,0.0,0.0,0.0,0.0
5.0,0.0,0.5,0.0,0.066,0.1,0.0,0.0,0.0,0.0
11.0,0.1364,0.3636,0.0,0.0136,0.1045,0.0,0.0091,0.0,0.0
19.0,0.0789,0.3684,0.0158,0.0316,0.0,0.0,0.1316,0.1105,0.0
10.3,0.2524,0.1942,0.0,0.0209,0.3107,0.0,0.034,0.0,0.0
20.1,0.0249,0.2488,0.0,0.0498,0.0199,0.0,0.4975,0.0,0.0
7.0,0.0,0.1429,0.0,0.1429,0.0429,0.0,0.0229,0.0686,0.0
10.5,0.1143,0.1429,0.0029,0.0619,0.0667,0.0,0.1429,0.0381,0.1714
5.1,0.0,0.4902,0.0,0.0588,0.0098,0.0,0.0176,0.0,0.0
3.9,0.141,0.2564,0.0,0.0385,0.0513,0.0,0.0372,0.0,0.0
4.0,0.0563,0.5,0.0,0.075,0.035,0.0,0.1875,0.0,0.0
10.0,0.04,0.25,0.05,0.02,0.048,0.0,0.15,0.0,0.01
15.0,0.04,0.4,0.0213,0.04,0.0333,0.0,0.0187,0.0147,0.0
7.0,0.0964,0.4714,0.0071,0.0286,0.0557,0.0,0.2857,0.0,0.0
4.6,0.0,0.7609,0.0,0.0261,0.0,0.0,0.0,0.0,0.0
4.0,0.39,0.625,0.0,0.06,0.0625,0.0,0.0,0.0,0.0
7.0,0.3,0.5,0.0,0.0357,0.0429,0.0,0.0229,0.0,0.0
18.0,0.0222,0.1111,0.01,0.0111,0.0222,0.0,0.2778,0.01,0.0
6.5,0.0,0.5385,0.0,0.02,0.0115,0.0,0.2108,0.0323,0.0
4.0,0.0,0.625,0.0,0.03,0.0,0.0,0.0,0.0,0.0
3.4,0.1176,0.5882,0.0,0.0735,0.0882,0.0,0.0,0.0,0.0
15.0,0.3333,0.1333,0.0,0.0333,0.0333,0.0,0.0267,0.0,0.2
0.5,0.0,0.6,0.0,0.14,0.0,0.0,0.0,0.0,0.0
5.5,0.0,0.1818,0.0,0.0109,0.0727,0.1818,0.0,0.0255,0.0
14.29,0.0343,0.2449,0.021,0.0126,0.0035,0.0,0.0294,0.105,0.0
7.0,0.0,0.2857,0.0,0.0571,0.1114,0.0,0.0036,0.04,0.0
2.7,0.0,0.7407,0.0,0.0741,0.0,0.0,0.0,0.0,0.0
4.5,0.0,0.4444,0.0,0.0356,0.0,0.0,0.3333,0.0,0.0
4.5,0.0,0.6667,0.0,0.0778,0.0,0.0,0.0,0.0,0.0
13.5,0.1504,0.2593,0.0,0.0444,0.0,0.0,0.1356,0.0352,0.0
2.0,0.0,0.35,0.0,0.075,0.0,0.0,0.15,0.0,0.0
3.7,0.0,0.4054,0.0,0.0405,0.4595,0.0,0.0,0.0,0.0041
11.0,0.2,0.0909,0.0,0.0455,0.3636,0.0,0.0909,0.0,0.0
7.1,0.0,0.4225,0.0,0.0282,0.0746,0.0,0.238,0.0,0.0
3.5,0.0,0.3429,0.0,0.0286,0.0,0.0,0.3143,0.0,0.0
12.0,0.0,0.1667,0.0,0.0083,0.025,0.0,0.25,0.0,0.0
8.6,0.0,0.2326,0.0,0.0123,0.0605,0.0,0.1163,0.0,0.0
5.5,0.1818,0.3636,0.0,0.0273,0.0,0.0,0.0109,0.0,0.0
30.0,0.0833,0.3333,0.0,0.1,0.01,0.0,0.1667,0.1667,0.0
4.515,0.0,0.3101,0.0,0.0388,0.1484,0.0,0.0,0.0,0.0
10.0,0.015,0.6,0.0,0.03,0.017,0.0,0.006,0.0,0.02
4.0,0.0,0.5,0.025,0.0163,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.6667,0.0,0.0333,0.0,0.0,0.0,0.0,0.0
60.0,0.0833,0.1167,0.0167,0.0108,0.0025,0.0108,0.0083,0.0,0.05
2.5,0.0,0.16,0.0,0.06,0.03,0.0,0.0,0.0,0.0
6.8,0.0,0.3676,0.0103,0.0471,0.0147,0.0,0.0,0.0,0.0
5.8,0.0,0.2586,0.0,0.0353,0.0517,0.0,0.0,0.0,0.0
10.0,0.0,0.3,0.005,0.0105,0.008,0.0,0.0,0.0,0.03
6.5,0.0,0.6154,0.0,0.0062,0.0554,0.0,0.0,0.0077,0.0615
7.0,0.0,0.4286,0.0,0.0286,0.0,0.0,0.0829,0.0,0.0143
18.0,0.0267,0.1556,0.0167,0.0139,0.0025,0.0389,0.0278,0.0833,0.0
4.0,0.0,0.5,0.0,0.025,0.095,0.0,0.25,0.0,0.0
41.0,0.0,0.0439,0.0024,0.0037,0.0054,0.0,0.0,0.0,0.0
5.0,0.0,0.8,0.0,0.025,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.4706,0.0,0.0165,0.0206,0.0,0.1176,0.0247,0.0141
12.0,0.0,0.2917,0.0,0.0083,0.0133,0.0,0.0167,0.0042,0.0
41.8,0.0,0.0239,0.0004,0.0038,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.3,0.0,0.06,0.025,0.0,0.14,0.0,0.0
4.0,0.0,0.45,0.0,0.07,0.25,0.0,0.0,0.0,0.0
8.5,0.0,0.2118,0.0544,0.0188,0.0176,0.0,0.0188,0.0,0.0
15.0,0.2133,0.2333,0.0,0.1333,0.0,0.0267,0.0,0.0,0.0
3.5,0.0,0.7143,0.0,0.0429,0.0,0.0,0.0286,0.0,0.0057
4.0,0.0,0.075,0.0,0.0375,0.0,0.0,0.0,0.0,0.0
10.0,0.16,0.25,0.0,0.12,0.05,0.04,0.0,0.0,0.0
4.0,0.325,0.25,0.0375,0.0625,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.4,0.0,0.07,0.0,0.0,0.0,0.03,0.0
4.0,0.05,0.4,0.0,0.0463,0.0,0.0,0.2375,0.0,0.0
14.79,0.092,0.3381,0.0473,0.0541,0.0,0.0,0.0101,0.0947,0.0
12.0,0.0792,0.15,0.0,0.0167,0.0,0.0,0.25,0.1167,0.0
50.0,0.02,0.12,0.01,0.009,0.007,0.0,0.024,0.016,0.0
8.0,0.08,0.625,0.0,0.0125,0.0,0.0,0.0,0.0,0.0
1.8,0.0,0.1667,0.0,0.0389,0.0,0.0,0.1111,0.0,0.0
2.8,0.0,0.5357,0.0,0.0393,0.0,0.0,0.0,0.0,0.0357
3.5,0.0,0.5714,0.0,0.4286,0.0,0.0,0.0,0.0,0.0
2.5,0.0,0.4,0.0,0.24,0.0,0.0,0.0,0.0,0.0
2.5,0.0,0.28,0.0,0.04,0.18,0.0,0.032,0.0,0.0
9.0,0.0,0.4444,0.0222,0.0,0.0,0.0,0.1667,0.0,0.0
14.0,0.2143,0.3571,0.1071,0.0286,0.0014,0.0,0.0143,0.0054,0.0
4.0,0.325,0.25,0.0,0.02,0.0,0.0,0.15,0.0,0.0
7.0,0.0,0.5,0.0014,0.0571,0.0,0.0,0.0714,0.0,0.0
5.0,0.22,0.4,0.0,0.146,0.04,0.0,0.07,0.0,0.0
17.4,0.0,0.1954,0.0,0.0603,0.0115,0.0,0.0776,0.069,0.0
5.0,0.0,0.4,0.0,0.056,0.1,0.0,0.03,0.028,0.0
5.0,0.0,0.5,0.0,0.03,0.0,0.0,0.0,0.0,0.0
3.0,0.2,0.5,0.0,0.0333,0.0,0.0,0.0267,0.0,0.0
5.0,0.15,0.7,0.0,0.05,0.0,0.0,0.0,0.0,0.0
12.0,0.0583,0.25,0.2083,0.0667,0.0667,0.0,0.05,0.0,0.0833
3.8,0.0,0.2632,0.0526,0.1316,0.0184,0.0,0.2632,0.0,0.0
4.7,0.1383,0.4255,0.0106,0.0426,0.0213,0.0,0.0255,0.0,0.0
18.0,0.0178,0.1389,0.0167,0.0111,0.0417,0.0,0.0389,0.0078,0.0044
4.0,0.0,0.375,0.075,0.0625,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.25,0.2,0.035,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.5714,0.0,0.0286,0.0,0.0,0.0,0.0,0.0057
9.8,0.0306,0.2857,0.0,0.0306,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.5,0.0,0.0325,0.1625,0.0,0.0,0.0,0.0125
3.0,0.0,0.1667,0.0,0.0167,0.1167,0.0,0.0,0.0,0.0
16.0,0.0938,0.2188,0.0125,0.0063,0.0,0.0,0.0375,0.0438,0.0
22.0,0.2045,0.2727,0.0455,0.0227,0.0,0.0,0.0273,0.0636,0.0
14.0,0.0,0.2857,0.0,0.0586,0.0036,0.0,0.0429,0.06,0.0714
5.5,0.0,0.3636,0.0,0.0509,0.0,0.0,0.0182,0.0,0.0
3.5,0.0,0.5714,0.0,0.02,0.0,0.0,0.0,0.0,0.0114
6.0,0.0,0.5,0.0,0.0333,0.0,0.0,0.0,0.0,0.05
4.0,0.0,0.5,0.0,0.0338,0.105,0.0,0.0,0.0,0.0125
5.0,0.0,0.32,0.04,0.03,0.0,0.0,0.036,0.0,0.0
4.0,0.0,0.5,0.0,0.035,0.0,0.0,0.075,0.0,0.0
6.8,0.0,0.0735,0.0,0.0235,0.0029,0.0,0.0,0.0,0.0
5.0,0.0,0.3,0.0,0.048,0.01,0.0,0.024,0.0,0.0
18.0,0.0,0.4361,0.0,0.0122,0.0722,0.0,0.0167,0.0,0.0
3.0,0.1,0.5667,0.0167,0.0567,0.0,0.0,0.0,0.0233,0.0
16.0,0.05,0.1875,0.0031,0.0219,0.0044,0.0,0.0025,0.0,0.0313
8.5,0.0,0.2824,0.0588,0.1412,0.02,0.0,0.0176,0.0,0.0353
8.0,0.0,0.225,0.0188,0.0419,0.005,0.0,0.0475,0.0,0.0
3.5,0.0,0.2857,0.0714,0.0714,0.0,0.0,0.0,0.0,0.1429
15.0,0.0,0.2333,0.0,0.0433,0.08,0.0,0.0,0.0187,0.0
6.0,0.0,0.3833,0.0,0.05,0.0,0.0,0.0342,0.0,0.0
3.0,0.0,0.5,0.0,0.1,0.0,0.0,0.02,0.0,0.0
4.8,0.0,0.625,0.0,0.0333,0.0,0.0,0.0,0.0,0.0
9.75,0.0,0.2872,0.0256,0.0179,0.0,0.0,0.0,0.0,0.0
3.5,0.0743,0.5714,0.0,0.0286,0.0,0.0,0.06,0.0143,0.0
6.0,0.0,0.4667,0.0,0.0275,0.0,0.0,0.0042,0.0,0.0
11.0,0.0,0.2273,0.0045,0.0364,0.0018,0.0,0.0091,0.0,0.0
2.5,0.1,0.4,0.0,0.04,0.0,0.0,0.0,0.024,0.0
18.0,0.0278,0.1111,0.0056,0.0278,0.0444,0.0,0.1667,0.0778,0.0167
0.4,0.0,0.5,0.125,0.025,0.0,0.0,0.0,0.0,0.0
2.5,0.0,0.4,0.0,0.026,0.0,0.0,0.0,0.0,0.0
12.6,0.0238,0.3333,0.0,0.0361,0.0357,0.0,0.0635,0.0333,0.1587
6.5,0.17,0.5385,0.0,0.0231,0.0,0.0,0.0492,0.0,0.0
4.5,0.4,0.2667,0.0,0.04,0.0222,0.0,0.0978,0.0,0.0
6.0,0.0,0.4167,0.0333,0.0308,0.0017,0.0,0.05,0.0,0.0
6.0,0.075,0.05,0.0,0.1,0.1667,0.0,0.0,0.0467,0.0
18.0,0.0833,0.2222,0.0167,0.0278,0.0,0.0,0.0022,0.0,0.0
5.0,0.0,0.4,0.1,0.035,0.0,0.0,0.048,0.0,0.0
8.5,0.0,0.3529,0.0,0.0324,0.0035,0.0,0.0612,0.2965,0.0
2.7,0.0,0.3926,0.0,0.1296,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.5714,0.0,0.0143,0.0,0.0,0.0,0.0,0.0
5.7,0.0,0.2807,0.0018,0.0211,0.0,0.0,0.0,0.0,0.0
2.5,0.0,0.72,0.0,0.126,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.7143,0.0,0.0286,0.0,0.0,0.0,0.0,0.0
2.5,0.0,0.4,0.0,0.02,0.0,0.0,0.06,0.0,0.0
5.0,0.0,0.36,0.0,0.052,0.01,0.0,0.463,0.0,0.0
10.0,0.05,0.15,0.0,0.01,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.25,0.0063,0.0625,0.0625,0.0,0.0625,0.0,0.0
2.5,0.0,0.6,0.0,0.012,0.0,0.0,0.0,0.0,0.0
2.5,0.0,0.32,0.0,0.06,0.0,0.0,0.004,0.0,0.04
2.5,0.0,0.6,0.0,0.04,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.35,0.0,0.0875,0.01,0.0,0.15,0.0,0.0
14.0,0.2857,0.2857,0.0107,0.0136,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.5,0.2,0.04,0.0,0.0,0.02,0.0,0.0
1.8,0.0,0.5556,0.0,0.0833,0.0278,0.0,0.0,0.0,0.0
9.0,0.0,0.3889,0.0,0.0083,0.0889,0.0,0.1006,0.0,0.0
3.0,0.0,0.5,0.0,0.0667,0.1,0.0,0.04,0.0,0.0
1.8,0.0,0.5,0.0,0.2222,0.0,0.0,0.0,0.0,0.0
11.5,0.0,0.2609,0.0,0.087,0.0,0.0,0.0,0.0261,0.0
3.0,0.0833,0.5,0.0,0.0767,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.1667,0.0,0.0833,0.0333,0.0,0.05,0.0,0.0
13.0,0.0454,0.1077,0.0,0.0115,0.05,0.0,0.0,0.0,0.0
5.5,0.0,0.2727,0.0,0.0218,0.0,0.0,0.0,0.0,0.0
2.2,0.0,0.5,0.0,0.0168,0.0136,0.0,0.0091,0.0,0.0
15.0,0.0,0.1667,0.0,0.0133,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.4286,0.0,0.0429,0.0,0.0,0.0343,0.0,0.0
10.0,0.0,0.15,0.02,0.0437,0.005,0.0,0.232,0.015,0.0
7.5,0.0,0.4,0.0467,0.0247,0.0067,0.0,0.0333,0.006,0.0
3.0,0.0,0.6667,0.0067,0.0417,0.0,0.0,0.0,0.0,0.0
5.7,0.0,0.7018,0.0,0.0702,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.4667,0.0,0.0667,0.1167,0.0,0.0,0.0,0.0
6.0,0.0,0.3333,0.0,0.0333,0.0,0.0,0.02,0.0233,0.0
11.5,0.0,0.2609,0.0,0.1304,0.0174,0.0,0.0,0.0,0.0
10.5,0.0,0.0952,0.0,0.0148,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.2857,0.0,0.0171,0.01,0.0,0.5486,0.0,0.0
1.5,0.0,0.4667,0.0,0.0833,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.3333,0.0,0.1333,0.0,0.0,0.0,0.0,0.0
18.37,0.0,0.147,0.0,0.0142,0.0218,0.0,0.0022,0.0,0.0
2.0,0.0,0.35,0.0,0.095,0.0,0.0,0.0,0.0,0.0175
4.0,0.0,0.5,0.0,0.05,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.3333,0.0,0.1,0.014,0.0,0.0,0.0,0.0
7.0,0.0,0.5714,0.1,0.0286,0.0,0.0,0.0643,0.0,0.0
11.469,0.0218,0.3488,0.0,0.0227,0.1395,0.0,0.0078,0.1221,0.0
5.0,0.0,0.4,0.008,0.016,0.17,0.0,0.06,0.0,0.0
4.0,0.0,0.5,0.0,0.065,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.5,0.0,0.05,0.035,0.0,0.025,0.0,0.0
12.5,0.0,0.24,0.176,0.02,0.0,0.0,0.08,0.0,0.224
6.0,0.2167,0.6667,0.0,0.0,0.0,0.0,0.0167,0.0,0.0
2.5,0.0,0.4,0.0,0.08,0.08,0.0,0.04,0.0,0.0
2.565,0.1365,0.3899,0.0,0.0702,0.0,0.0,0.2144,0.0,0.0
4.12,0.1456,0.2427,0.0,0.0364,0.0,0.0,0.4854,0.0,0.0
5.935,0.4381,0.2527,0.0,0.0303,0.0,0.0,0.0,0.0,0.0
5.0,0.16,0.5,0.0,0.036,0.0,0.0,0.0,0.0,0.0
4.0,0.275,0.25,0.0,0.04,0.08,0.0,0.1325,0.0,0.0
2.5,0.0,0.28,0.08,0.048,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.8333,0.0,0.05,0.0,0.0,0.0,0.0,0.0
1.72,0.0,0.5814,0.0,0.0872,0.0,0.0,0.1453,0.0,0.0
9.0,0.0,0.3889,0.0,0.0111,0.0222,0.0,0.4444,0.0,0.0
3.5,0.1357,0.7143,0.0114,0.0457,0.0,0.0,0.0629,0.0,0.0
5.0,0.148,0.3,0.0,0.072,0.0,0.0,0.0,0.0,0.0
